date,start,end,11WD7SCHO1S--B-0,11WD7SCHO2S--C-R
22012018,15:00,16:00,0,273
22012018,16:00,17:00,0,222
22012018,17:00,18:00,0,277
22012018,18:00,19:00,0,285
22012018,19:00,20:00,0,286
22012018,20:00,21:00,0,303
22012018,21:00,22:00,0,306
22012018,22:00,23:00,0,311
22012018,23:00,00:00,0,314
23012018,00:00,01:00,0,251
23012018,01:00,02:00,0,240
23012018,02:00,03:00,0,240
23012018,03:00,04:00,0,239
23012018,04:00,05:00,0,253
23012018,05:00,06:00,0,293
23012018,06:00,07:00,0,264
23012018,07:00,08:00,0,291
23012018,08:00,09:00,0,284
23012018,09:00,10:00,16,295
23012018,10:00,11:00,45,276
23012018,11:00,12:00,126,254
23012018,12:00,13:00,188,259
23012018,13:00,14:00,208,234
23012018,14:00,15:00,216,268
23012018,15:00,16:00,242,268
23012018,16:00,17:00,281,269
23012018,17:00,18:00,255,268
23012018,18:00,19:00,253,268
23012018,19:00,20:00,252,266
23012018,20:00,21:00,234,218
23012018,21:00,22:00,219,204
23012018,22:00,23:00,206,203
23012018,23:00,00:00,204,198
24012018,00:00,01:00,200,198
24012018,01:00,02:00,187,177
24012018,02:00,03:00,184,175
24012018,03:00,04:00,177,175
24012018,04:00,05:00,175,174
24012018,05:00,06:00,193,202
24012018,06:00,07:00,248,244
24012018,07:00,08:00,266,256
24012018,08:00,09:00,262,241
24012018,09:00,10:00,255,246
24012018,10:00,11:00,259,243
24012018,11:00,12:00,227,217
24012018,12:00,13:00,176,174
24012018,13:00,14:00,165,166
24012018,14:00,15:00,183,183
24012018,15:00,16:00,194,188
24012018,16:00,17:00,219,213
24012018,17:00,18:00,259,267
24012018,18:00,19:00,260,268
24012018,19:00,20:00,260,268
24012018,20:00,21:00,250,248
24012018,21:00,22:00,220,188
24012018,22:00,23:00,245,167
24012018,23:00,00:00,189,161
25012018,00:00,01:00,159,147
25012018,01:00,02:00,158,148
25012018,02:00,03:00,157,148
25012018,03:00,04:00,159,150
25012018,04:00,05:00,164,165
25012018,05:00,06:00,195,205
25012018,06:00,07:00,230,230
25012018,07:00,08:00,273,232
25012018,08:00,09:00,279,233
25012018,09:00,10:00,267,224
25012018,10:00,11:00,242,213
25012018,11:00,12:00,221,198
25012018,12:00,13:00,215,195
25012018,13:00,14:00,214,195
25012018,14:00,15:00,215,194
25012018,15:00,16:00,244,219
25012018,16:00,17:00,297,288
25012018,17:00,18:00,309,322
25012018,18:00,19:00,308,329
25012018,19:00,20:00,292,312
25012018,20:00,21:00,260,257
25012018,21:00,22:00,207,195
25012018,22:00,23:00,176,166
25012018,23:00,00:00,168,157
26012018,00:00,01:00,157,156
26012018,01:00,02:00,158,157
26012018,02:00,03:00,156,157
26012018,03:00,04:00,155,157
26012018,04:00,05:00,157,157
26012018,05:00,06:00,207,177
26012018,06:00,07:00,243,255
26012018,07:00,08:00,301,319
26012018,08:00,09:00,309,324
26012018,09:00,10:00,308,315
26012018,10:00,11:00,308,314
26012018,11:00,12:00,311,315
26012018,12:00,13:00,301,297
26012018,13:00,14:00,283,278
26012018,14:00,15:00,281,278
26012018,15:00,16:00,288,297
26012018,16:00,17:00,306,315
26012018,17:00,18:00,304,315
26012018,18:00,19:00,302,315
26012018,19:00,20:00,298,294
26012018,20:00,21:00,250,241
26012018,21:00,22:00,233,193
26012018,22:00,23:00,209,142
26012018,23:00,00:00,167,135
27012018,00:00,01:00,156,135
27012018,01:00,02:00,156,135
27012018,02:00,03:00,157,136
27012018,03:00,04:00,156,136
27012018,04:00,05:00,155,136
27012018,05:00,06:00,153,136
27012018,06:00,07:00,150,140
27012018,07:00,08:00,188,191
27012018,08:00,09:00,205,208
27012018,09:00,10:00,187,180
27012018,10:00,11:00,161,160
27012018,11:00,12:00,148,149
27012018,12:00,13:00,155,163
27012018,13:00,14:00,179,206
27012018,14:00,15:00,247,257
27012018,15:00,16:00,248,243
27012018,16:00,17:00,215,223
27012018,17:00,18:00,233,225
27012018,18:00,19:00,242,250
27012018,19:00,20:00,156,155
27012018,20:00,21:00,119,136
27012018,21:00,22:00,117,129
27012018,22:00,23:00,118,126
27012018,23:00,00:00,118,126
28012018,00:00,01:00,118,126
28012018,01:00,02:00,118,126
28012018,02:00,03:00,118,127
28012018,03:00,04:00,119,126
28012018,04:00,05:00,118,125
28012018,05:00,06:00,118,125
28012018,06:00,07:00,118,126
28012018,07:00,08:00,117,125
28012018,08:00,09:00,117,125
28012018,09:00,10:00,117,126
28012018,10:00,11:00,118,146
28012018,11:00,12:00,117,146
28012018,12:00,13:00,133,146
28012018,13:00,14:00,156,152
28012018,14:00,15:00,170,172
28012018,15:00,16:00,140,150
28012018,16:00,17:00,196,200
28012018,17:00,18:00,210,205
28012018,18:00,19:00,214,204
28012018,19:00,20:00,214,203
28012018,20:00,21:00,201,189
28012018,21:00,22:00,180,161
28012018,22:00,23:00,154,125
28012018,23:00,00:00,127,125
29012018,00:00,01:00,126,120
29012018,01:00,02:00,126,120
29012018,02:00,03:00,126,120
29012018,03:00,04:00,126,120
29012018,04:00,05:00,135,120
29012018,05:00,06:00,181,126
29012018,06:00,07:00,189,172
29012018,07:00,08:00,187,166
29012018,08:00,09:00,156,152
29012018,09:00,10:00,147,145
29012018,10:00,11:00,148,146
29012018,11:00,12:00,148,146
29012018,12:00,13:00,163,148
29012018,13:00,14:00,165,154
29012018,14:00,15:00,166,156
29012018,15:00,16:00,186,184
29012018,16:00,17:00,218,213
29012018,17:00,18:00,223,214
29012018,18:00,19:00,223,214
29012018,19:00,20:00,223,214
29012018,20:00,21:00,204,208
29012018,21:00,22:00,186,181
29012018,22:00,23:00,165,156
29012018,23:00,00:00,148,146
30012018,00:00,01:00,148,146
30012018,01:00,02:00,147,147
30012018,02:00,03:00,147,146
30012018,03:00,04:00,148,147
30012018,04:00,05:00,164,146
30012018,05:00,06:00,205,197
30012018,06:00,07:00,260,259
30012018,07:00,08:00,260,253
30012018,08:00,09:00,261,250
30012018,09:00,10:00,260,249
30012018,10:00,11:00,260,250
30012018,11:00,12:00,260,249
30012018,12:00,13:00,261,257
30012018,13:00,14:00,261,260
30012018,14:00,15:00,261,260
30012018,15:00,16:00,260,260
30012018,16:00,17:00,265,264
30012018,17:00,18:00,297,299
30012018,18:00,19:00,299,324
30012018,19:00,20:00,300,318
30012018,20:00,21:00,282,299
30012018,21:00,22:00,229,222
30012018,22:00,23:00,195,205
30012018,23:00,00:00,184,176
31012018,00:00,01:00,184,170
31012018,01:00,02:00,169,158
31012018,02:00,03:00,168,136
31012018,03:00,04:00,167,137
31012018,04:00,05:00,184,150
31012018,05:00,06:00,223,198
31012018,06:00,07:00,257,246
31012018,07:00,08:00,262,260
31012018,08:00,09:00,260,259
31012018,09:00,10:00,253,267
31012018,10:00,11:00,232,264
31012018,11:00,12:00,207,268
31012018,12:00,13:00,223,249
31012018,13:00,14:00,217,258
31012018,14:00,15:00,241,249
31012018,15:00,16:00,253,246
31012018,16:00,17:00,252,251
31012018,17:00,18:00,250,252
31012018,18:00,19:00,253,250
31012018,19:00,20:00,259,260
31012018,20:00,21:00,260,252
31012018,21:00,22:00,260,240
31012018,22:00,23:00,251,203
31012018,23:00,00:00,214,204
1022018,00:00,01:00,190,178
1022018,01:00,02:00,167,168
1022018,02:00,03:00,166,164
1022018,03:00,04:00,166,156
1022018,04:00,05:00,169,172
1022018,05:00,06:00,214,212
1022018,06:00,07:00,275,249
1022018,07:00,08:00,287,252
1022018,08:00,09:00,270,253
1022018,09:00,10:00,260,253
1022018,10:00,11:00,260,244
1022018,11:00,12:00,244,233
1022018,12:00,13:00,241,233
1022018,13:00,14:00,251,248
1022018,14:00,15:00,270,261
1022018,15:00,16:00,269,260
1022018,16:00,17:00,269,261
1022018,17:00,18:00,269,260
1022018,18:00,19:00,269,259
1022018,19:00,20:00,269,259
1022018,20:00,21:00,268,259
1022018,21:00,22:00,250,258
1022018,22:00,23:00,198,224
1022018,23:00,00:00,177,181
2022018,00:00,01:00,170,165
2022018,01:00,02:00,166,165
2022018,02:00,03:00,166,165
2022018,03:00,04:00,166,164
2022018,04:00,05:00,166,165
2022018,05:00,06:00,180,190
2022018,06:00,07:00,233,222
2022018,07:00,08:00,261,267
2022018,08:00,09:00,255,269
2022018,09:00,10:00,251,266
2022018,10:00,11:00,250,256
2022018,11:00,12:00,234,244
2022018,12:00,13:00,235,244
2022018,13:00,14:00,236,244
2022018,14:00,15:00,261,252
2022018,15:00,16:00,262,268
2022018,16:00,17:00,260,268
2022018,17:00,18:00,259,269
2022018,18:00,19:00,261,270
2022018,19:00,20:00,261,269
2022018,20:00,21:00,260,260
2022018,21:00,22:00,216,228
2022018,22:00,23:00,215,192
2022018,23:00,00:00,187,184
3022018,00:00,01:00,174,137
3022018,01:00,02:00,157,135
3022018,02:00,03:00,157,135
3022018,03:00,04:00,156,136
3022018,04:00,05:00,156,136
3022018,05:00,06:00,156,136
3022018,06:00,07:00,171,136
3022018,07:00,08:00,197,163
3022018,08:00,09:00,209,188
3022018,09:00,10:00,215,223
3022018,10:00,11:00,212,222
3022018,11:00,12:00,201,236
3022018,12:00,13:00,175,250
3022018,13:00,14:00,175,203
3022018,14:00,15:00,175,145
3022018,15:00,16:00,175,143
3022018,16:00,17:00,201,182
3022018,17:00,18:00,241,237
3022018,18:00,19:00,270,269
3022018,19:00,20:00,270,270
3022018,20:00,21:00,271,197
3022018,21:00,22:00,157,113
3022018,22:00,23:00,227,0
3022018,23:00,00:00,246,0
4022018,00:00,01:00,196,0
4022018,01:00,02:00,193,0
4022018,02:00,03:00,193,0
4022018,03:00,04:00,192,0
4022018,04:00,05:00,202,0
4022018,05:00,06:00,197,0
4022018,06:00,07:00,196,0
4022018,07:00,08:00,199,0
4022018,08:00,09:00,234,0
4022018,09:00,10:00,244,0
4022018,10:00,11:00,240,0
4022018,11:00,12:00,253,0
4022018,12:00,13:00,231,0
4022018,13:00,14:00,221,0
4022018,14:00,15:00,229,0
4022018,15:00,16:00,231,0
4022018,16:00,17:00,263,0
4022018,17:00,18:00,268,0
4022018,18:00,19:00,269,0
4022018,19:00,20:00,267,0
4022018,20:00,21:00,240,0
4022018,21:00,22:00,242,0
4022018,22:00,23:00,247,0
4022018,23:00,00:00,232,0
5022018,00:00,01:00,275,15
5022018,01:00,02:00,205,136
5022018,02:00,03:00,142,193
5022018,03:00,04:00,131,205
5022018,04:00,05:00,130,210
5022018,05:00,06:00,164,223
5022018,06:00,07:00,262,257
5022018,07:00,08:00,283,294
5022018,08:00,09:00,291,313
5022018,09:00,10:00,290,292
5022018,10:00,11:00,254,279
5022018,11:00,12:00,258,272
5022018,12:00,13:00,261,243
5022018,13:00,14:00,243,242
5022018,14:00,15:00,242,249
5022018,15:00,16:00,255,257
5022018,16:00,17:00,283,299
5022018,17:00,18:00,289,312
5022018,18:00,19:00,295,313
5022018,19:00,20:00,294,292
5022018,20:00,21:00,296,148
5022018,21:00,22:00,298,145
5022018,22:00,23:00,292,146
5022018,23:00,00:00,257,107
6022018,00:00,01:00,279,0
6022018,01:00,02:00,273,0
6022018,02:00,03:00,267,0
6022018,03:00,04:00,269,0
6022018,04:00,05:00,269,0
6022018,05:00,06:00,268,0
