Timestamp,11WD7NIED2B--D-E,11WD7NIED2B--C-H,11WD7NIED2B--E-B,11WD7NIED2B--F-8,11WD7NIED1B--G-C,11WD7NIED1B--H-9,11WD7NIED1B--K-0
2021-01-02 23:00:00,,272,,,0,0,672
2021-01-03 00:00:00,,207,,,0,0,446
2021-01-03 01:00:00,,178,,,0,0,395
2021-01-03 02:00:00,,163,,,0,0,365
2021-01-03 03:00:00,,150,,,0,0,480
2021-01-03 04:00:00,,151,,,0,0,495
2021-01-03 05:00:00,,150,,,0,0,486
2021-01-03 06:00:00,,150,,,0,0,438
2021-01-03 07:00:00,,151,,,0,0,441
2021-01-03 08:00:00,,209,,,0,0,443
2021-01-03 09:00:00,,270,,,0,0,515
2021-01-03 10:00:00,,270,,,0,0,692
2021-01-03 11:00:00,,268,,,0,0,701
2021-01-03 12:00:00,,269,,,0,0,589
2021-01-03 13:00:00,,269,,,0,0,506
2021-01-03 14:00:00,,269,,,0,0,505
2021-01-03 15:00:00,,269,,,0,0,616
2021-01-03 16:00:00,,269,,,0,0,625
2021-01-03 17:00:00,,270,,,0,0,622
2021-01-03 18:00:00,,269,,,0,0,622
2021-01-03 19:00:00,,269,,,0,0,596
2021-01-03 20:00:00,,270,,,0,0,600
2021-01-03 21:00:00,,269,,,0,0,627
2021-01-03 22:00:00,,270,,,0,0,611
2021-01-03 23:00:00,,268,,,0,0,535
2021-01-04 00:00:00,,190,,,0,0,536
2021-01-04 01:00:00,,108,,,0,0,562
2021-01-04 02:00:00,,115,,,0,0,624
2021-01-04 03:00:00,,119,,,0,0,642
2021-01-04 04:00:00,,119,,,221,0,632
2021-01-04 05:00:00,,119,,,352,0,646
2021-01-04 06:00:00,,119,,,522,0,845
2021-01-04 07:00:00,,122,,,568,0,946
2021-01-04 08:00:00,,130,,,606,0,939
2021-01-04 09:00:00,,136,,,624,0,961
2021-01-04 10:00:00,,126,,,627,8,962
2021-01-04 11:00:00,,124,,,623,32,949
2021-01-04 12:00:00,,127,,,625,263,953
2021-01-04 13:00:00,,129,,,629,435,957
2021-01-04 14:00:00,,129,,,625,462,949
2021-01-04 15:00:00,,129,,,627,618,956
2021-01-04 16:00:00,,129,,,629,631,953
2021-01-04 17:00:00,,129,,,629,648,957
2021-01-04 18:00:00,,129,,,621,639,951
2021-01-04 19:00:00,,129,,,630,638,950
2021-01-04 20:00:00,,129,,,623,640,925
2021-01-04 21:00:00,,129,,,625,638,936
2021-01-04 22:00:00,,128,,,633,641,930
2021-01-04 23:00:00,,127,,,626,637,931
2021-01-05 00:00:00,,123,,,628,607,934
2021-01-05 01:00:00,,130,,,625,606,928
2021-01-05 02:00:00,,131,,,521,616,930
2021-01-05 03:00:00,,130,,,443,635,927
2021-01-05 04:00:00,,131,,,323,639,930
2021-01-05 05:00:00,,134,,,328,641,929
2021-01-05 06:00:00,,133,,,328,638,928
2021-01-05 07:00:00,,133,,,332,636,777
2021-01-05 08:00:00,,135,,,327,639,744
2021-01-05 09:00:00,,135,,,329,635,723
2021-01-05 10:00:00,,135,,,338,641,719
2021-01-05 11:00:00,,134,,,338,638,718
2021-01-05 12:00:00,,133,,,337,637,722
2021-01-05 13:00:00,,116,,,339,643,718
2021-01-05 14:00:00,,115,,,336,638,724
2021-01-05 15:00:00,,123,,,333,637,723
2021-01-05 16:00:00,,134,,,335,636,721
2021-01-05 17:00:00,,132,,,339,639,718
2021-01-05 18:00:00,,131,,,335,639,720
2021-01-05 19:00:00,,131,,,334,641,739
2021-01-05 20:00:00,,131,,,333,636,743
2021-01-05 21:00:00,,131,,,334,642,696
2021-01-05 22:00:00,,130,,,332,639,705
2021-01-05 23:00:00,,130,,,330,635,677
2021-01-06 00:00:00,,131,,,314,633,668
2021-01-06 01:00:00,,131,,,329,645,673
2021-01-06 02:00:00,,131,,,325,638,672
2021-01-06 03:00:00,,131,,,328,640,668
2021-01-06 04:00:00,,131,,,445,638,656
2021-01-06 05:00:00,,127,,,542,635,663
2021-01-06 06:00:00,,131,,,613,636,656
2021-01-06 07:00:00,,131,,,615,638,660
2021-01-06 08:00:00,,131,,,633,642,678
2021-01-06 09:00:00,,131,,,629,639,671
2021-01-06 10:00:00,,131,,,633,636,672
2021-01-06 11:00:00,,132,,,632,638,674
2021-01-06 12:00:00,,131,,,633,641,670
2021-01-06 13:00:00,,127,,,629,636,667
2021-01-06 14:00:00,,128,,,633,640,672
2021-01-06 15:00:00,,131,,,634,638,671
2021-01-06 16:00:00,,130,,,631,636,671
2021-01-06 17:00:00,,123,,,632,640,673
2021-01-06 18:00:00,,118,,,632,639,670
2021-01-06 19:00:00,,133,,,631,636,670
2021-01-06 20:00:00,,201,,,632,639,671
2021-01-06 21:00:00,,278,,,634,641,670
2021-01-06 22:00:00,,279,,,630,639,673
2021-01-06 23:00:00,,277,,,632,638,674
2021-01-07 00:00:00,,272,,,632,640,671
2021-01-07 01:00:00,,273,,,631,639,669
2021-01-07 02:00:00,,274,,,635,639,673
2021-01-07 03:00:00,,274,,,633,640,673
2021-01-07 04:00:00,,273,,,630,637,669
2021-01-07 05:00:00,,273,,,631,638,674
2021-01-07 06:00:00,,280,,,631,636,673
2021-01-07 07:00:00,,279,,,630,637,719
2021-01-07 08:00:00,,278,,,634,640,903
2021-01-07 09:00:00,,286,,,645,652,922
2021-01-07 10:00:00,,285,,,649,657,947
2021-01-07 11:00:00,,283,,,648,653,950
2021-01-07 12:00:00,,283,,,648,655,946
2021-01-07 13:00:00,,283,,,651,656,949
2021-01-07 14:00:00,,283,,,648,655,946
2021-01-07 15:00:00,,282,,,649,657,943
2021-01-07 16:00:00,,284,,,648,657,948
2021-01-07 17:00:00,,283,,,653,658,943
2021-01-07 18:00:00,,284,,,645,649,945
2021-01-07 19:00:00,,283,,,639,648,948
2021-01-07 20:00:00,,282,,,639,646,946
2021-01-07 21:00:00,,283,,,640,644,948
2021-01-07 22:00:00,,283,,,643,648,923
2021-01-07 23:00:00,,283,,,638,648,836
2021-01-08 00:00:00,,283,,,638,643,674
2021-01-08 01:00:00,,283,,,639,645,674
2021-01-08 02:00:00,,283,,,638,644,676
2021-01-08 03:00:00,,283,,,638,646,676
2021-01-08 04:00:00,,281,,,638,642,673
2021-01-08 05:00:00,,278,,,641,648,674
2021-01-08 06:00:00,,278,,,639,646,677
2021-01-08 07:00:00,,279,,,637,644,679
2021-01-08 08:00:00,,282,,,638,643,872
2021-01-08 09:00:00,,283,,,646,652,947
2021-01-08 10:00:00,,283,,,650,658,950
2021-01-08 11:00:00,,283,,,646,654,947
2021-01-08 12:00:00,,283,,,646,654,950
2021-01-08 13:00:00,,282,,,648,650,947
2021-01-08 14:00:00,,283,,,648,650,949
2021-01-08 15:00:00,,283,,,640,649,945
2021-01-08 16:00:00,,282,,,646,653,944
2021-01-08 17:00:00,,282,,,650,654,946
2021-01-08 18:00:00,,283,,,641,656,949
2021-01-08 19:00:00,,282,,,642,648,942
2021-01-08 20:00:00,,284,,,639,649,927
2021-01-08 21:00:00,,283,,,637,645,931
2021-01-08 22:00:00,,284,,,639,645,926
2021-01-08 23:00:00,,286,,,637,642,793
2021-01-09 00:00:00,,284,,,640,648,655
2021-01-09 01:00:00,,283,,,640,646,666
2021-01-09 02:00:00,,283,,,638,643,669
2021-01-09 03:00:00,,283,,,638,645,663
2021-01-09 04:00:00,,283,,,640,647,668
2021-01-09 05:00:00,,283,,,638,645,675
2021-01-09 06:00:00,,283,,,640,647,828
2021-01-09 07:00:00,,283,,,640,646,934
2021-01-09 08:00:00,,283,,,639,645,930
2021-01-09 09:00:00,,283,,,638,647,926
2021-01-09 10:00:00,,284,,,640,645,929
2021-01-09 11:00:00,,283,,,641,644,924
2021-01-09 12:00:00,,283,,,638,652,942
2021-01-09 13:00:00,,283,,,639,656,948
2021-01-09 14:00:00,,282,,,640,655,947
2021-01-09 15:00:00,,282,,,649,656,948
2021-01-09 16:00:00,,283,,,653,654,935
2021-01-09 17:00:00,,283,,,652,650,921
2021-01-09 18:00:00,,283,,,649,646,925
2021-01-09 19:00:00,,283,,,646,647,927
2021-01-09 20:00:00,,282,,,647,648,924
2021-01-09 21:00:00,,283,,,647,654,928
2021-01-09 22:00:00,,283,,,644,651,922
2021-01-09 23:00:00,,283,,,648,625,926
2021-01-10 00:00:00,,280,,,647,419,945
2021-01-10 01:00:00,,283,,,646,391,947
2021-01-10 02:00:00,,283,,,644,395,922
2021-01-10 03:00:00,,283,,,646,396,927
2021-01-10 04:00:00,,283,,,646,394,922
2021-01-10 05:00:00,,284,,,647,397,925
2021-01-10 06:00:00,,282,,,644,395,924
2021-01-10 07:00:00,,283,,,646,395,925
2021-01-10 08:00:00,,283,,,648,396,925
2021-01-10 09:00:00,,282,,,647,397,941
2021-01-10 10:00:00,,284,,,646,396,944
2021-01-10 11:00:00,,282,,,646,396,944
2021-01-10 12:00:00,,283,,,644,397,939
2021-01-10 13:00:00,,283,,,645,393,941
2021-01-10 14:00:00,,283,,,646,395,931
2021-01-10 15:00:00,,283,,,645,395,943
2021-01-10 16:00:00,,283,,,656,407,945
2021-01-10 17:00:00,,283,,,653,408,944
2021-01-10 18:00:00,,284,,,656,534,944
2021-01-10 19:00:00,,282,,,657,557,943
2021-01-10 20:00:00,,283,,,652,549,946
2021-01-10 21:00:00,,284,,,644,547,944
2021-01-10 22:00:00,,283,,,645,546,946
2021-01-10 23:00:00,,282,,,645,545,924
2021-01-11 00:00:00,,282,,,645,545,928
2021-01-11 01:00:00,,281,,,644,606,924
2021-01-11 02:00:00,,252,,,644,516,927
2021-01-11 03:00:00,,237,,,648,253,924
2021-01-11 04:00:00,,237,,,643,0,925
2021-01-11 05:00:00,,259,,,646,0,925
2021-01-11 06:00:00,,281,,,652,0,943
2021-01-11 07:00:00,,279,,,645,0,945
2021-01-11 08:00:00,,277,,,643,0,945
2021-01-11 09:00:00,,278,,,646,0,945
2021-01-11 10:00:00,,279,,,643,0,944
2021-01-11 11:00:00,,278,,,647,0,948
2021-01-11 12:00:00,,273,,,636,0,930
2021-01-11 13:00:00,,271,,,637,0,927
2021-01-11 14:00:00,,273,,,633,0,928
2021-01-11 15:00:00,,272,,,638,0,932
2021-01-11 16:00:00,,272,,,628,0,929
2021-01-11 17:00:00,,272,,,625,0,885
2021-01-11 18:00:00,,273,,,624,0,665
2021-01-11 19:00:00,,271,,,620,0,657
2021-01-11 20:00:00,,243,,,600,0,651
2021-01-11 21:00:00,,160,,,335,0,647
2021-01-11 22:00:00,,150,,,278,0,552
2021-01-11 23:00:00,,150,,,282,0,448
2021-01-12 00:00:00,,150,,,280,0,450
2021-01-12 01:00:00,,150,,,285,0,440
2021-01-12 02:00:00,,149,,,283,0,417
2021-01-12 03:00:00,,150,,,281,0,400
2021-01-12 04:00:00,,150,,,279,0,452
2021-01-12 05:00:00,,164,,,315,0,614
2021-01-12 06:00:00,,249,,,526,0,667
2021-01-12 07:00:00,,272,,,622,0,516
2021-01-12 08:00:00,,272,,,626,0,528
2021-01-12 09:00:00,,271,,,629,0,531
2021-01-12 10:00:00,,271,,,638,0,716
2021-01-12 11:00:00,,271,,,637,0,905
2021-01-12 12:00:00,,272,,,636,0,945
2021-01-12 13:00:00,,270,,,617,0,950
2021-01-12 14:00:00,,271,,,618,0,952
2021-01-12 15:00:00,,271,,,638,0,949
2021-01-12 16:00:00,,270,,,638,0,951
2021-01-12 17:00:00,,271,,,636,0,949
2021-01-12 18:00:00,,270,,,637,0,953
2021-01-12 19:00:00,,271,,,640,0,953
2021-01-12 20:00:00,,271,,,636,0,951
2021-01-12 21:00:00,,271,,,629,0,928
2021-01-12 22:00:00,,257,,,628,0,931
2021-01-12 23:00:00,,169,,,521,0,933
2021-01-13 00:00:00,,150,,,305,0,840
2021-01-13 01:00:00,,150,,,277,0,730
2021-01-13 02:00:00,,150,,,282,0,736
2021-01-13 03:00:00,,150,,,282,0,735
2021-01-13 04:00:00,,153,,,293,0,870
2021-01-13 05:00:00,,207,,,504,0,926
2021-01-13 06:00:00,,268,,,630,0,933
2021-01-13 07:00:00,,271,,,627,0,931
2021-01-13 08:00:00,,272,,,627,0,932
2021-01-13 09:00:00,,272,,,629,0,930
2021-01-13 10:00:00,,272,,,636,0,931
2021-01-13 11:00:00,,270,,,636,0,926
2021-01-13 12:00:00,,242,,,640,0,927
2021-01-13 13:00:00,,215,,,629,0,926
2021-01-13 14:00:00,,163,,,630,0,923
2021-01-13 15:00:00,,160,,,629,0,929
2021-01-13 16:00:00,,161,,,629,0,927
2021-01-13 17:00:00,,155,,,640,0,927
2021-01-13 18:00:00,,151,,,634,0,898
2021-01-13 19:00:00,,151,,,632,0,714
2021-01-13 20:00:00,,151,,,632,0,509
2021-01-13 21:00:00,,153,,,633,0,371
2021-01-13 22:00:00,,168,,,632,0,513
2021-01-13 23:00:00,,149,,,480,0,555
2021-01-14 00:00:00,,149,,,304,0,459
2021-01-14 01:00:00,,150,,,298,0,441
2021-01-14 02:00:00,,150,,,286,0,412
2021-01-14 03:00:00,,150,,,282,0,590
2021-01-14 04:00:00,,158,,,422,199,913
2021-01-14 05:00:00,,207,,,589,416,933
2021-01-14 06:00:00,,261,,,628,638,925
2021-01-14 07:00:00,,271,,,630,642,930
2021-01-14 08:00:00,,271,,,639,661,941
2021-01-14 09:00:00,,270,,,646,664,947
2021-01-14 10:00:00,,272,,,645,661,891
2021-01-14 11:00:00,,272,,,653,651,458
2021-01-14 12:00:00,,272,,,655,653,631
2021-01-14 13:00:00,,271,,,657,654,893
2021-01-14 14:00:00,,271,,,653,661,951
2021-01-14 15:00:00,,271,,,657,662,950
2021-01-14 16:00:00,,271,,,656,659,950
2021-01-14 17:00:00,,271,,,654,653,955
2021-01-14 18:00:00,,271,,,655,656,947
2021-01-14 19:00:00,,271,,,652,659,954
2021-01-14 20:00:00,,270,,,654,659,928
2021-01-14 21:00:00,,271,,,647,653,917
2021-01-14 22:00:00,,271,,,645,653,915
2021-01-14 23:00:00,,270,,,642,650,783
2021-01-15 00:00:00,,271,,,631,643,683
2021-01-15 01:00:00,,270,,,632,643,683
2021-01-15 02:00:00,,271,,,635,648,682
2021-01-15 03:00:00,,271,,,635,644,685
2021-01-15 04:00:00,,270,,,634,645,684
2021-01-15 05:00:00,,272,,,636,646,729
2021-01-15 06:00:00,,272,,,645,655,921
2021-01-15 07:00:00,,271,,,647,657,934
2021-01-15 08:00:00,,275,,,644,656,931
2021-01-15 09:00:00,,276,,,641,652,940
2021-01-15 10:00:00,,277,,,651,655,945
2021-01-15 11:00:00,,277,,,641,660,954
2021-01-15 12:00:00,,277,,,624,658,950
2021-01-15 13:00:00,,278,,,628,663,952
2021-01-15 14:00:00,,278,,,626,660,955
2021-01-15 15:00:00,,271,,,625,661,945
2021-01-15 16:00:00,,264,,,619,659,948
2021-01-15 17:00:00,,267,,,614,658,947
2021-01-15 18:00:00,,265,,,617,653,947
2021-01-15 19:00:00,,265,,,615,659,948
2021-01-15 20:00:00,,271,,,616,657,951
2021-01-15 21:00:00,,271,,,605,655,948
2021-01-15 22:00:00,,272,,,607,659,949
2021-01-15 23:00:00,,272,,,610,655,948
2021-01-16 00:00:00,,271,,,590,648,921
2021-01-16 01:00:00,,270,,,584,649,824
2021-01-16 02:00:00,,221,,,579,645,669
2021-01-16 03:00:00,,125,,,585,650,659
2021-01-16 04:00:00,,129,,,582,646,659
2021-01-16 05:00:00,,67,,,610,648,665
2021-01-16 06:00:00,,0,,,641,648,661
2021-01-16 07:00:00,,0,,,647,654,658
2021-01-16 08:00:00,,0,,,650,656,660
2021-01-16 09:00:00,,0,,,623,658,665
2021-01-16 10:00:00,,0,,,615,659,663
2021-01-16 11:00:00,,0,,,601,656,660
2021-01-16 12:00:00,,0,,,589,655,665
2021-01-16 13:00:00,,0,,,581,648,658
2021-01-16 14:00:00,,0,,,583,647,659
2021-01-16 15:00:00,,15,,,581,645,664
2021-01-16 16:00:00,,37,,,651,660,664
2021-01-16 17:00:00,,6,,,649,661,659
2021-01-16 18:00:00,,0,,,642,654,664
2021-01-16 19:00:00,,36,,,642,659,566
2021-01-16 20:00:00,,34,,,643,660,580
2021-01-16 21:00:00,,0,,,623,660,513
2021-01-16 22:00:00,,0,,,623,658,652
2021-01-16 23:00:00,,0,,,612,647,660
2021-01-17 00:00:00,,0,,,585,650,761
2021-01-17 01:00:00,,0,,,574,648,757
2021-01-17 02:00:00,,0,,,573,640,732
2021-01-17 03:00:00,,0,,,575,644,563
2021-01-17 04:00:00,,0,,,572,645,650
2021-01-17 05:00:00,,0,,,513,643,657
2021-01-17 06:00:00,,0,,,424,642,658
2021-01-17 07:00:00,,0,,,611,647,659
2021-01-17 08:00:00,,68,,,640,648,653
2021-01-17 09:00:00,,106,,,639,654,651
2021-01-17 10:00:00,,134,,,640,657,665
2021-01-17 11:00:00,,146,,,643,652,756
2021-01-17 12:00:00,,146,,,635,659,759
2021-01-17 13:00:00,,136,,,629,660,756
2021-01-17 14:00:00,,133,,,621,662,763
2021-01-17 15:00:00,,134,,,604,654,755
2021-01-17 16:00:00,,133,,,597,655,755
2021-01-17 17:00:00,,136,,,573,655,761
2021-01-17 18:00:00,,142,,,575,656,751
2021-01-17 19:00:00,,133,,,571,659,751
2021-01-17 20:00:00,,131,,,524,651,711
2021-01-17 21:00:00,,134,,,380,659,558
2021-01-17 22:00:00,,134,,,523,617,724
2021-01-17 23:00:00,,135,,,567,620,769
2021-01-18 00:00:00,,134,,,571,608,914
2021-01-18 01:00:00,,135,,,566,614,930
2021-01-18 02:00:00,,134,,,568,610,924
2021-01-18 03:00:00,,134,,,563,610,815
2021-01-18 04:00:00,,134,,,566,613,721
2021-01-18 05:00:00,,134,,,591,625,724
2021-01-18 06:00:00,,134,,,650,661,724
2021-01-18 07:00:00,,134,,,644,661,647
2021-01-18 08:00:00,,134,,,635,658,624
2021-01-18 09:00:00,,134,,,630,660,705
2021-01-18 10:00:00,,134,,,632,656,927
2021-01-18 11:00:00,,134,,,614,661,930
2021-01-18 12:00:00,,133,,,603,658,923
2021-01-18 13:00:00,,134,,,595,652,921
2021-01-18 14:00:00,,134,,,573,636,927
2021-01-18 15:00:00,,134,,,572,636,925
2021-01-18 16:00:00,,133,,,556,636,926
2021-01-18 17:00:00,,134,,,537,658,923
2021-01-18 18:00:00,,135,,,524,655,928
2021-01-18 19:00:00,,139,,,524,661,932
2021-01-18 20:00:00,,139,,,524,646,925
2021-01-18 21:00:00,,139,,,553,646,906
2021-01-18 22:00:00,,139,,,566,644,801
2021-01-18 23:00:00,,139,,,507,485,692
2021-01-19 00:00:00,,139,,,456,302,734
2021-01-19 01:00:00,,139,,,349,298,473
2021-01-19 02:00:00,,139,,,351,280,430
2021-01-19 03:00:00,,139,,,350,281,443
2021-01-19 04:00:00,,139,,,348,279,362
2021-01-19 05:00:00,,138,,,382,345,471
2021-01-19 06:00:00,,138,,,547,596,482
2021-01-19 07:00:00,,134,,,553,645,543
2021-01-19 08:00:00,,126,,,558,645,739
2021-01-19 09:00:00,,127,,,546,646,709
2021-01-19 10:00:00,,127,,,552,646,700
2021-01-19 11:00:00,,127,,,622,645,710
2021-01-19 12:00:00,,128,,,624,644,902
2021-01-19 13:00:00,,125,,,621,642,919
2021-01-19 14:00:00,,130,,,622,640,841
2021-01-19 15:00:00,,125,,,622,642,787
2021-01-19 16:00:00,,129,,,614,643,888
2021-01-19 17:00:00,,126,,,614,640,923
2021-01-19 18:00:00,,127,,,615,573,921
2021-01-19 19:00:00,,127,,,615,562,930
2021-01-19 20:00:00,,127,,,621,565,927
2021-01-19 21:00:00,,127,,,610,548,888
2021-01-19 22:00:00,,127,,,359,408,669
2021-01-19 23:00:00,,125,,,0,246,452
2021-01-20 00:00:00,,127,,,0,0,446
2021-01-20 01:00:00,,127,,,0,0,449
2021-01-20 02:00:00,,127,,,0,0,450
2021-01-20 03:00:00,,126,,,0,0,453
2021-01-20 04:00:00,,127,,,0,0,445
2021-01-20 05:00:00,,127,,,0,0,451
2021-01-20 06:00:00,,127,,,0,0,564
2021-01-20 07:00:00,,129,,,0,0,826
2021-01-20 08:00:00,,126,,,0,0,907
2021-01-20 09:00:00,,126,,,0,0,909
2021-01-20 10:00:00,,127,,,0,0,910
2021-01-20 11:00:00,,127,,,0,0,914
2021-01-20 12:00:00,,127,,,0,0,907
2021-01-20 13:00:00,,123,,,0,0,913
2021-01-20 14:00:00,,122,,,0,0,912
2021-01-20 15:00:00,,123,,,0,0,914
2021-01-20 16:00:00,,122,,,0,0,918
2021-01-20 17:00:00,,122,,,0,0,936
2021-01-20 18:00:00,,122,,,0,0,935
2021-01-20 19:00:00,,122,,,0,0,914
2021-01-20 20:00:00,,123,,,0,0,873
2021-01-20 21:00:00,,122,,,0,0,533
2021-01-20 22:00:00,,122,,,0,0,438
2021-01-20 23:00:00,,122,,,0,0,442
2021-01-21 00:00:00,,121,,,0,0,449
2021-01-21 01:00:00,,121,,,0,0,451
2021-01-21 02:00:00,,121,,,0,0,452
2021-01-21 03:00:00,,121,,,0,0,448
2021-01-21 04:00:00,,121,,,0,0,445
2021-01-21 05:00:00,,121,,,0,0,451
2021-01-21 06:00:00,,121,,,0,0,450
2021-01-21 07:00:00,,121,,,0,0,521
2021-01-21 08:00:00,,121,,,0,0,704
2021-01-21 09:00:00,,121,,,0,0,876
2021-01-21 10:00:00,,121,,,0,0,915
2021-01-21 11:00:00,,121,,,0,0,918
2021-01-21 12:00:00,,121,,,0,0,924
2021-01-21 13:00:00,,121,,,0,0,919
2021-01-21 14:00:00,,121,,,0,0,915
2021-01-21 15:00:00,,121,,,0,0,913
2021-01-21 16:00:00,,121,,,0,0,915
2021-01-21 17:00:00,,120,,,0,0,918
2021-01-21 18:00:00,,121,,,0,0,917
2021-01-21 19:00:00,,121,,,0,0,911
2021-01-21 20:00:00,,121,,,0,0,920
2021-01-21 21:00:00,,121,,,0,0,920
2021-01-21 22:00:00,,121,,,0,0,800
2021-01-21 23:00:00,,121,,,0,0,517
2021-01-22 00:00:00,,120,,,0,0,437
2021-01-22 01:00:00,,114,,,0,0,451
2021-01-22 02:00:00,,112,,,0,0,499
2021-01-22 03:00:00,,115,,,0,0,499
2021-01-22 04:00:00,,113,,,0,0,500
2021-01-22 05:00:00,,113,,,66,0,495
2021-01-22 06:00:00,,111,,,302,0,610
2021-01-22 07:00:00,,107,,,499,0,895
2021-01-22 08:00:00,,148,,,607,0,916
2021-01-22 09:00:00,,245,,,552,0,917
2021-01-22 10:00:00,,135,,,548,54,919
2021-01-22 11:00:00,,117,,,630,354,949
2021-01-22 12:00:00,,113,,,620,493,957
2021-01-22 13:00:00,,127,,,622,632,951
2021-01-22 14:00:00,,133,,,625,644,953
2021-01-22 15:00:00,,121,,,631,657,949
2021-01-22 16:00:00,,117,,,632,643,951
2021-01-22 17:00:00,,113,,,630,640,946
2021-01-22 18:00:00,,112,,,635,645,950
2021-01-22 19:00:00,,108,,,640,639,949
2021-01-22 20:00:00,,109,,,645,639,949
2021-01-22 21:00:00,,193,,,643,638,943
2021-01-22 22:00:00,,278,,,650,645,948
2021-01-22 23:00:00,,282,,,639,648,923
2021-01-23 00:00:00,,279,,,639,646,926
2021-01-23 01:00:00,,282,,,639,647,929
2021-01-23 02:00:00,,281,,,642,645,924
2021-01-23 03:00:00,,281,,,638,650,931
2021-01-23 04:00:00,,280,,,623,645,928
2021-01-23 05:00:00,,281,,,606,643,926
2021-01-23 06:00:00,,281,,,607,643,927
2021-01-23 07:00:00,,281,,,605,642,923
2021-01-23 08:00:00,,280,,,618,653,929
2021-01-23 09:00:00,,281,,,628,656,944
2021-01-23 10:00:00,,281,,,607,645,944
2021-01-23 11:00:00,,281,,,610,643,942
2021-01-23 12:00:00,,281,,,607,649,946
2021-01-23 13:00:00,,281,,,598,641,945
2021-01-23 14:00:00,,280,,,600,640,952
2021-01-23 15:00:00,,281,,,655,654,948
2021-01-23 16:00:00,,281,,,647,654,943
2021-01-23 17:00:00,,280,,,647,651,948
2021-01-23 18:00:00,,266,,,646,651,945
2021-01-23 19:00:00,,219,,,648,657,945
2021-01-23 20:00:00,,209,,,651,659,947
2021-01-23 21:00:00,,211,,,649,655,943
2021-01-23 22:00:00,,211,,,650,645,950
2021-01-23 23:00:00,,212,,,649,644,924
2021-01-24 00:00:00,,211,,,645,649,927
2021-01-24 01:00:00,,211,,,651,647,921
2021-01-24 02:00:00,,201,,,648,647,929
2021-01-24 03:00:00,,150,,,616,616,924
2021-01-24 04:00:00,,65,,,642,642,887
2021-01-24 05:00:00,,0,,,635,642,854
2021-01-24 06:00:00,,0,,,472,421,921
2021-01-24 07:00:00,,0,,,287,295,927
2021-01-24 08:00:00,,0,,,304,292,919
2021-01-24 09:00:00,,0,,,529,381,952
2021-01-24 10:00:00,,0,,,645,576,947
2021-01-24 11:00:00,,0,,,636,299,947
2021-01-24 12:00:00,,0,,,629,0,945
2021-01-24 13:00:00,,0,,,637,214,929
2021-01-24 14:00:00,,0,,,626,483,930
2021-01-24 15:00:00,,0,,,633,545,932
2021-01-24 16:00:00,,0,,,629,622,950
2021-01-24 17:00:00,,66,,,638,636,949
2021-01-24 18:00:00,,94,,,641,634,956
2021-01-24 19:00:00,,89,,,638,632,945
2021-01-24 20:00:00,,0,,,640,637,947
2021-01-24 21:00:00,,0,,,636,637,948
