date,start,end,11WD7FRIM2B--Q-D,11WD7FRIM2B--P-G
6012017,05:00,06:00,262.0,282.0
6012017,06:00,07:00,261.0,281.0
6012017,07:00,08:00,261.0,281.0
6012017,08:00,09:00,260.0,282.0
6012017,09:00,10:00,262.0,282.0
6012017,10:00,11:00,260.0,281.0
6012017,11:00,12:00,261.0,281.0
6012017,12:00,13:00,259.0,282.0
6012017,13:00,14:00,260.0,280.0
6012017,14:00,15:00,260.0,281.0
6012017,15:00,16:00,260.0,282.0
6012017,16:00,17:00,260.0,282.0
6012017,17:00,18:00,225.0,280.0
6012017,18:00,19:00,178.0,280.0
6012017,19:00,20:00,179.0,282.0
6012017,20:00,21:00,180.0,282.0
6012017,21:00,22:00,180.0,281.0
6012017,22:00,23:00,180.0,281.0
6012017,23:00,00:00,179.0,281.0
7012017,00:00,01:00,179.0,281.0
7012017,01:00,02:00,180.0,281.0
7012017,02:00,03:00,179.0,282.0
7012017,03:00,04:00,245.0,281.0
7012017,04:00,05:00,263.0,281.0
7012017,05:00,06:00,262.0,281.0
7012017,06:00,07:00,262.0,279.0
7012017,07:00,08:00,264.0,279.0
7012017,08:00,09:00,264.0,281.0
7012017,09:00,10:00,262.0,280.0
7012017,10:00,11:00,263.0,280.0
7012017,11:00,12:00,263.0,280.0
7012017,12:00,13:00,262.0,280.0
7012017,13:00,14:00,263.0,279.0
7012017,14:00,15:00,264.0,279.0
7012017,15:00,16:00,263.0,279.0
7012017,16:00,17:00,263.0,280.0
7012017,17:00,18:00,263.0,280.0
7012017,18:00,19:00,262.0,280.0
7012017,19:00,20:00,262.0,280.0
7012017,20:00,21:00,265.0,281.0
7012017,21:00,22:00,270.0,284.0
7012017,22:00,23:00,273.0,285.0
7012017,23:00,00:00,271.0,286.0
8012017,00:00,01:00,274.0,285.0
8012017,01:00,02:00,272.0,286.0
8012017,02:00,03:00,272.0,286.0
8012017,03:00,04:00,271.0,285.0
8012017,04:00,05:00,272.0,285.0
8012017,05:00,06:00,272.0,285.0
8012017,06:00,07:00,273.0,285.0
8012017,07:00,08:00,272.0,286.0
8012017,08:00,09:00,272.0,285.0
8012017,09:00,10:00,272.0,283.0
8012017,10:00,11:00,272.0,280.0
8012017,11:00,12:00,272.0,278.0
8012017,12:00,13:00,272.0,275.0
8012017,13:00,14:00,272.0,274.0
8012017,14:00,15:00,272.0,272.0
8012017,15:00,16:00,273.0,273.0
8012017,16:00,17:00,273.0,273.0
8012017,17:00,18:00,272.0,272.0
8012017,18:00,19:00,272.0,272.0
8012017,19:00,20:00,271.0,271.0
8012017,20:00,21:00,273.0,272.0
8012017,21:00,22:00,270.0,272.0
8012017,22:00,23:00,269.0,273.0
8012017,23:00,00:00,267.0,272.0
9012017,00:00,01:00,268.0,273.0
9012017,01:00,02:00,270.0,276.0
9012017,02:00,03:00,271.0,279.0
9012017,03:00,04:00,272.0,280.0
9012017,04:00,05:00,271.0,281.0
9012017,05:00,06:00,272.0,281.0
9012017,06:00,07:00,272.0,282.0
9012017,07:00,08:00,272.0,281.0
9012017,08:00,09:00,281.0,281.0
9012017,09:00,10:00,281.0,281.0
9012017,10:00,11:00,282.0,281.0
9012017,11:00,12:00,282.0,282.0
9012017,12:00,13:00,282.0,282.0
9012017,13:00,14:00,282.0,281.0
9012017,14:00,15:00,281.0,282.0
9012017,15:00,16:00,281.0,281.0
9012017,16:00,17:00,281.0,282.0
9012017,17:00,18:00,281.0,286.0
9012017,18:00,19:00,282.0,289.0
9012017,19:00,20:00,282.0,290.0
9012017,20:00,21:00,282.0,287.0
9012017,21:00,22:00,284.0,290.0
9012017,22:00,23:00,281.0,285.0
9012017,23:00,00:00,272.0,281.0
10012017,00:00,01:00,271.0,281.0
10012017,01:00,02:00,272.0,281.0
10012017,02:00,03:00,271.0,280.0
10012017,03:00,04:00,269.0,275.0
10012017,04:00,05:00,261.0,273.0
10012017,05:00,06:00,264.0,273.0
10012017,06:00,07:00,263.0,273.0
10012017,07:00,08:00,262.0,273.0
10012017,08:00,09:00,263.0,272.0
10012017,09:00,10:00,262.0,272.0
10012017,10:00,11:00,263.0,272.0
10012017,11:00,12:00,263.0,273.0
10012017,12:00,13:00,262.0,273.0
10012017,13:00,14:00,263.0,272.0
10012017,14:00,15:00,261.0,272.0
10012017,15:00,16:00,264.0,273.0
10012017,16:00,17:00,288.0,286.0
10012017,17:00,18:00,289.0,289.0
10012017,18:00,19:00,288.0,284.0
10012017,19:00,20:00,289.0,281.0
10012017,20:00,21:00,287.0,280.0
10012017,21:00,22:00,281.0,281.0
10012017,22:00,23:00,280.0,282.0
10012017,23:00,00:00,281.0,281.0
11012017,00:00,01:00,278.0,279.0
11012017,01:00,02:00,276.0,276.0
11012017,02:00,03:00,275.0,276.0
11012017,03:00,04:00,275.0,277.0
11012017,04:00,05:00,275.0,277.0
11012017,05:00,06:00,275.0,276.0
11012017,06:00,07:00,278.0,280.0
11012017,07:00,08:00,279.0,281.0
11012017,08:00,09:00,281.0,280.0
11012017,09:00,10:00,280.0,281.0
11012017,10:00,11:00,279.0,279.0
11012017,11:00,12:00,280.0,277.0
11012017,12:00,13:00,280.0,277.0
11012017,13:00,14:00,281.0,278.0
11012017,14:00,15:00,281.0,276.0
11012017,15:00,16:00,280.0,278.0
11012017,16:00,17:00,281.0,278.0
11012017,17:00,18:00,280.0,278.0
11012017,18:00,19:00,280.0,276.0
11012017,19:00,20:00,280.0,277.0
11012017,20:00,21:00,276.0,272.0
11012017,21:00,22:00,276.0,271.0
11012017,22:00,23:00,259.0,272.0
11012017,23:00,00:00,187.0,271.0
12012017,00:00,01:00,183.0,271.0
12012017,01:00,02:00,184.0,271.0
12012017,02:00,03:00,183.0,272.0
12012017,03:00,04:00,183.0,272.0
12012017,04:00,05:00,183.0,271.0
12012017,05:00,06:00,184.0,272.0
12012017,06:00,07:00,257.0,272.0
12012017,07:00,08:00,276.0,271.0
12012017,08:00,09:00,277.0,271.0
12012017,09:00,10:00,276.0,271.0
12012017,10:00,11:00,277.0,272.0
12012017,11:00,12:00,276.0,271.0
12012017,12:00,13:00,277.0,272.0
12012017,13:00,14:00,277.0,271.0
12012017,14:00,15:00,276.0,271.0
12012017,15:00,16:00,277.0,270.0
12012017,16:00,17:00,277.0,272.0
12012017,17:00,18:00,277.0,271.0
12012017,18:00,19:00,277.0,271.0
12012017,19:00,20:00,277.0,271.0
12012017,20:00,21:00,278.0,271.0
12012017,21:00,22:00,276.0,271.0
12012017,22:00,23:00,277.0,270.0
12012017,23:00,00:00,276.0,270.0
13012017,00:00,01:00,277.0,270.0
13012017,01:00,02:00,277.0,271.0
13012017,02:00,03:00,277.0,271.0
13012017,03:00,04:00,277.0,271.0
13012017,04:00,05:00,278.0,270.0
13012017,05:00,06:00,276.0,271.0
13012017,06:00,07:00,277.0,270.0
13012017,07:00,08:00,277.0,271.0
13012017,08:00,09:00,276.0,271.0
13012017,09:00,10:00,276.0,271.0
13012017,10:00,11:00,276.0,270.0
13012017,11:00,12:00,276.0,270.0
13012017,12:00,13:00,277.0,271.0
13012017,13:00,14:00,276.0,271.0
13012017,14:00,15:00,276.0,271.0
13012017,15:00,16:00,268.0,270.0
13012017,16:00,17:00,277.0,271.0
13012017,17:00,18:00,276.0,271.0
13012017,18:00,19:00,278.0,271.0
13012017,19:00,20:00,278.0,271.0
13012017,20:00,21:00,277.0,271.0
13012017,21:00,22:00,277.0,271.0
13012017,22:00,23:00,279.0,271.0
13012017,23:00,00:00,278.0,270.0
14012017,00:00,01:00,273.0,270.0
14012017,01:00,02:00,191.0,271.0
14012017,02:00,03:00,190.0,271.0
14012017,03:00,04:00,192.0,272.0
14012017,04:00,05:00,192.0,272.0
14012017,05:00,06:00,224.0,272.0
14012017,06:00,07:00,225.0,272.0
14012017,07:00,08:00,225.0,273.0
14012017,08:00,09:00,226.0,272.0
14012017,09:00,10:00,225.0,271.0
14012017,10:00,11:00,225.0,270.0
14012017,11:00,12:00,225.0,271.0
14012017,12:00,13:00,225.0,272.0
14012017,13:00,14:00,226.0,271.0
14012017,14:00,15:00,225.0,271.0
14012017,15:00,16:00,223.0,271.0
14012017,16:00,17:00,219.0,270.0
14012017,17:00,18:00,222.0,271.0
14012017,18:00,19:00,221.0,271.0
14012017,19:00,20:00,221.0,272.0
14012017,20:00,21:00,224.0,271.0
14012017,21:00,22:00,270.0,271.0
14012017,22:00,23:00,275.0,271.0
14012017,23:00,00:00,277.0,270.0
15012017,00:00,01:00,270.0,271.0
15012017,01:00,02:00,274.0,271.0
15012017,02:00,03:00,272.0,271.0
15012017,03:00,04:00,273.0,271.0
15012017,04:00,05:00,272.0,271.0
15012017,05:00,06:00,272.0,271.0
15012017,06:00,07:00,272.0,270.0
15012017,07:00,08:00,272.0,272.0
15012017,08:00,09:00,273.0,270.0
15012017,09:00,10:00,273.0,271.0
15012017,10:00,11:00,273.0,271.0
15012017,11:00,12:00,272.0,272.0
15012017,12:00,13:00,272.0,272.0
15012017,13:00,14:00,273.0,270.0
15012017,14:00,15:00,271.0,272.0
15012017,15:00,16:00,272.0,271.0
15012017,16:00,17:00,273.0,271.0
15012017,17:00,18:00,273.0,271.0
15012017,18:00,19:00,273.0,272.0
15012017,19:00,20:00,272.0,272.0
15012017,20:00,21:00,272.0,271.0
15012017,21:00,22:00,276.0,273.0
15012017,22:00,23:00,275.0,276.0
15012017,23:00,00:00,276.0,276.0
16012017,00:00,01:00,278.0,278.0
16012017,01:00,02:00,278.0,277.0
16012017,02:00,03:00,244.0,275.0
16012017,03:00,04:00,0.0,276.0
16012017,04:00,05:00,0.0,277.0
16012017,05:00,06:00,0.0,276.0
16012017,06:00,07:00,0.0,276.0
16012017,07:00,08:00,0.0,278.0
16012017,08:00,09:00,0.0,277.0
16012017,09:00,10:00,0.0,278.0
16012017,10:00,11:00,0.0,282.0
16012017,11:00,12:00,0.0,282.0
16012017,12:00,13:00,0.0,282.0
16012017,13:00,14:00,0.0,283.0
16012017,14:00,15:00,0.0,283.0
16012017,15:00,16:00,0.0,283.0
16012017,16:00,17:00,0.0,284.0
16012017,17:00,18:00,0.0,283.0
16012017,18:00,19:00,0.0,283.0
16012017,19:00,20:00,0.0,284.0
16012017,20:00,21:00,0.0,284.0
16012017,21:00,22:00,0.0,283.0
16012017,22:00,23:00,0.0,282.0
16012017,23:00,00:00,0.0,281.0
17012017,00:00,01:00,0.0,282.0
17012017,01:00,02:00,0.0,280.0
17012017,02:00,03:00,0.0,282.0
17012017,03:00,04:00,0.0,280.0
17012017,04:00,05:00,0.0,281.0
17012017,05:00,06:00,0.0,280.0
17012017,06:00,07:00,0.0,282.0
17012017,07:00,08:00,0.0,282.0
17012017,08:00,09:00,0.0,285.0
17012017,09:00,10:00,0.0,288.0
17012017,10:00,11:00,0.0,289.0
17012017,11:00,12:00,0.0,288.0
17012017,12:00,13:00,0.0,288.0
17012017,13:00,14:00,0.0,289.0
17012017,14:00,15:00,0.0,289.0
17012017,15:00,16:00,0.0,289.0
17012017,16:00,17:00,0.0,288.0
17012017,17:00,18:00,0.0,289.0
17012017,18:00,19:00,0.0,288.0
17012017,19:00,20:00,0.0,288.0
17012017,20:00,21:00,0.0,288.0
17012017,21:00,22:00,0.0,289.0
17012017,22:00,23:00,0.0,288.0
17012017,23:00,00:00,0.0,281.0
18012017,00:00,01:00,0.0,281.0
18012017,01:00,02:00,0.0,280.0
18012017,02:00,03:00,0.0,279.0
18012017,03:00,04:00,0.0,279.0
18012017,04:00,05:00,0.0,278.0
18012017,05:00,06:00,0.0,276.0
18012017,06:00,07:00,0.0,274.0
18012017,07:00,08:00,0.0,276.0
18012017,08:00,09:00,0.0,273.0
18012017,09:00,10:00,0.0,276.0
18012017,10:00,11:00,0.0,273.0
18012017,11:00,12:00,0.0,265.0
18012017,12:00,13:00,0.0,264.0
18012017,13:00,14:00,0.0,256.0
18012017,14:00,15:00,0.0,254.0
18012017,15:00,16:00,0.0,252.0
18012017,16:00,17:00,0.0,252.0
18012017,17:00,18:00,0.0,251.0
18012017,18:00,19:00,0.0,249.0
18012017,19:00,20:00,0.0,242.0
18012017,20:00,21:00,0.0,233.0
18012017,21:00,22:00,0.0,223.0
18012017,22:00,23:00,0.0,150.0
18012017,23:00,00:00,0.0,15.0
19012017,00:00,01:00,0.0,2.0
19012017,01:00,02:00,0.0,0.0
19012017,02:00,03:00,0.0,0.0
19012017,03:00,04:00,0.0,0.0
19012017,04:00,05:00,0.0,0.0
19012017,05:00,06:00,0.0,0.0
19012017,06:00,07:00,0.0,0.0
19012017,07:00,08:00,0.0,0.0
19012017,08:00,09:00,0.0,0.0
19012017,09:00,10:00,0.0,0.0
19012017,10:00,11:00,0.0,0.0
19012017,11:00,12:00,0.0,0.0
19012017,12:00,13:00,0.0,0.0
19012017,13:00,14:00,0.0,0.0
19012017,14:00,15:00,0.0,0.0
19012017,15:00,16:00,0.0,0.0
19012017,16:00,17:00,0.0,0.0
19012017,17:00,18:00,0.0,0.0
19012017,18:00,19:00,0.0,0.0
19012017,19:00,20:00,0.0,0.0
19012017,20:00,21:00,0.0,0.0
19012017,21:00,22:00,0.0,0.0
19012017,22:00,23:00,0.0,0.0
19012017,23:00,00:00,0.0,0.0
20012017,00:00,01:00,0.0,0.0
20012017,01:00,02:00,0.0,0.0
20012017,02:00,03:00,0.0,0.0
20012017,03:00,04:00,0.0,0.0
20012017,04:00,05:00,0.0,0.0
20012017,05:00,06:00,0.0,0.0
20012017,06:00,07:00,0.0,0.0
20012017,07:00,08:00,0.0,0.0
20012017,08:00,09:00,0.0,0.0
20012017,09:00,10:00,0.0,0.0
20012017,10:00,11:00,0.0,0.0
20012017,11:00,12:00,0.0,0.0
20012017,12:00,13:00,0.0,0.0
20012017,13:00,14:00,0.0,0.0
20012017,14:00,15:00,0.0,0.0
20012017,15:00,16:00,0.0,0.0
20012017,16:00,17:00,0.0,0.0
20012017,17:00,18:00,0.0,0.0
20012017,18:00,19:00,0.0,0.0
20012017,19:00,20:00,2.0,0.0
20012017,20:00,21:00,85.0,0.0
20012017,21:00,22:00,176.0,0.0
20012017,22:00,23:00,185.0,0.0
20012017,23:00,00:00,186.0,0.0
21012017,00:00,01:00,186.0,0.0
21012017,01:00,02:00,187.0,0.0
21012017,02:00,03:00,187.0,0.0
21012017,03:00,04:00,188.0,0.0
21012017,04:00,05:00,188.0,0.0
21012017,05:00,06:00,187.0,0.0
21012017,06:00,07:00,187.0,0.0
21012017,07:00,08:00,224.0,0.0
21012017,08:00,09:00,255.0,0.0
21012017,09:00,10:00,265.0,0.0
21012017,10:00,11:00,266.0,0.0
21012017,11:00,12:00,265.0,0.0
21012017,12:00,13:00,260.0,0.0
21012017,13:00,14:00,262.0,0.0
21012017,14:00,15:00,262.0,0.0
21012017,15:00,16:00,261.0,0.0
21012017,16:00,17:00,260.0,0.0
21012017,17:00,18:00,258.0,0.0
21012017,18:00,19:00,258.0,0.0
21012017,19:00,20:00,258.0,0.0
21012017,20:00,21:00,258.0,0.0
21012017,21:00,22:00,260.0,0.0
21012017,22:00,23:00,258.0,0.0
21012017,23:00,00:00,259.0,0.0
22012017,00:00,01:00,257.0,0.0
22012017,01:00,02:00,256.0,0.0
22012017,02:00,03:00,258.0,0.0
22012017,03:00,04:00,260.0,0.0
22012017,04:00,05:00,261.0,0.0
22012017,05:00,06:00,261.0,0.0
22012017,06:00,07:00,262.0,0.0
22012017,07:00,08:00,272.0,60.0
22012017,08:00,09:00,274.0,242.0
22012017,09:00,10:00,273.0,264.0
22012017,10:00,11:00,270.0,265.0
22012017,11:00,12:00,269.0,265.0
22012017,12:00,13:00,269.0,267.0
22012017,13:00,14:00,267.0,266.0
22012017,14:00,15:00,273.0,265.0
22012017,15:00,16:00,277.0,267.0
22012017,16:00,17:00,278.0,267.0
22012017,17:00,18:00,279.0,267.0
22012017,18:00,19:00,279.0,269.0
22012017,19:00,20:00,278.0,269.0
22012017,20:00,21:00,276.0,269.0
22012017,21:00,22:00,277.0,267.0
22012017,22:00,23:00,278.0,268.0
22012017,23:00,00:00,278.0,267.0
23012017,00:00,01:00,277.0,268.0
23012017,01:00,02:00,277.0,268.0
23012017,02:00,03:00,277.0,267.0
23012017,03:00,04:00,277.0,269.0
23012017,04:00,05:00,278.0,260.0
23012017,05:00,06:00,277.0,256.0
23012017,06:00,07:00,277.0,256.0
23012017,07:00,08:00,274.0,256.0
23012017,08:00,09:00,269.0,255.0
23012017,09:00,10:00,268.0,256.0
23012017,10:00,11:00,270.0,257.0
23012017,11:00,12:00,268.0,256.0
23012017,12:00,13:00,270.0,256.0
23012017,13:00,14:00,269.0,257.0
23012017,14:00,15:00,273.0,258.0
23012017,15:00,16:00,273.0,262.0
23012017,16:00,17:00,279.0,264.0
23012017,17:00,18:00,278.0,269.0
23012017,18:00,19:00,278.0,269.0
23012017,19:00,20:00,279.0,268.0
23012017,20:00,21:00,279.0,268.0
23012017,21:00,22:00,279.0,270.0
23012017,22:00,23:00,280.0,270.0
23012017,23:00,00:00,278.0,270.0
24012017,00:00,01:00,279.0,270.0
24012017,01:00,02:00,285.0,284.0
24012017,02:00,03:00,285.0,285.0
24012017,03:00,04:00,282.0,286.0
24012017,04:00,05:00,277.0,285.0
24012017,05:00,06:00,272.0,286.0
24012017,06:00,07:00,272.0,286.0
24012017,07:00,08:00,273.0,286.0
24012017,08:00,09:00,276.0,287.0
24012017,09:00,10:00,276.0,285.0
24012017,10:00,11:00,278.0,287.0
24012017,11:00,12:00,276.0,287.0
24012017,12:00,13:00,277.0,287.0
24012017,13:00,14:00,279.0,283.0
24012017,14:00,15:00,278.0,261.0
24012017,15:00,16:00,278.0,288.0
24012017,16:00,17:00,276.0,288.0
24012017,17:00,18:00,277.0,288.0
24012017,18:00,19:00,277.0,288.0
24012017,19:00,20:00,282.0,288.0
24012017,20:00,21:00,278.0,288.0
24012017,21:00,22:00,280.0,288.0
24012017,22:00,23:00,279.0,289.0
24012017,23:00,00:00,278.0,283.0
25012017,00:00,01:00,280.0,289.0
25012017,01:00,02:00,278.0,286.0
25012017,02:00,03:00,279.0,288.0
25012017,03:00,04:00,279.0,289.0
25012017,04:00,05:00,281.0,289.0
25012017,05:00,06:00,280.0,288.0
25012017,06:00,07:00,280.0,289.0
25012017,07:00,08:00,279.0,291.0
25012017,08:00,09:00,277.0,290.0
25012017,09:00,10:00,277.0,290.0
25012017,10:00,11:00,279.0,290.0
25012017,11:00,12:00,278.0,290.0
25012017,12:00,13:00,279.0,285.0
25012017,13:00,14:00,279.0,202.0
25012017,14:00,15:00,279.0,151.0
25012017,15:00,16:00,275.0,161.0
25012017,16:00,17:00,271.0,159.0
25012017,17:00,18:00,271.0,162.0
25012017,18:00,19:00,270.0,260.0
25012017,19:00,20:00,272.0,289.0
25012017,20:00,21:00,271.0,289.0
25012017,21:00,22:00,269.0,289.0
25012017,22:00,23:00,269.0,289.0
25012017,23:00,00:00,268.0,289.0
26012017,00:00,01:00,268.0,289.0
26012017,01:00,02:00,269.0,289.0
26012017,02:00,03:00,269.0,288.0
26012017,03:00,04:00,268.0,289.0
26012017,04:00,05:00,268.0,289.0
26012017,05:00,06:00,269.0,289.0
26012017,06:00,07:00,269.0,290.0
26012017,07:00,08:00,267.0,288.0
26012017,08:00,09:00,268.0,290.0
26012017,09:00,10:00,269.0,289.0
26012017,10:00,11:00,271.0,290.0
26012017,11:00,12:00,269.0,290.0
26012017,12:00,13:00,268.0,289.0
26012017,13:00,14:00,273.0,288.0
26012017,14:00,15:00,276.0,289.0
26012017,15:00,16:00,279.0,289.0
26012017,16:00,17:00,277.0,288.0
26012017,17:00,18:00,278.0,290.0
26012017,18:00,19:00,279.0,288.0
26012017,19:00,20:00,278.0,289.0
26012017,20:00,21:00,277.0,290.0
26012017,21:00,22:00,277.0,289.0
26012017,22:00,23:00,278.0,290.0
26012017,23:00,00:00,278.0,285.0
27012017,00:00,01:00,278.0,281.0
27012017,01:00,02:00,278.0,280.0
27012017,02:00,03:00,279.0,281.0
27012017,03:00,04:00,278.0,280.0
27012017,04:00,05:00,277.0,280.0
27012017,05:00,06:00,279.0,281.0
27012017,06:00,07:00,278.0,281.0
27012017,07:00,08:00,277.0,281.0
27012017,08:00,09:00,277.0,281.0
27012017,09:00,10:00,277.0,281.0
27012017,10:00,11:00,283.0,285.0
27012017,11:00,12:00,283.0,284.0
27012017,12:00,13:00,283.0,285.0
27012017,13:00,14:00,282.0,285.0
27012017,14:00,15:00,283.0,284.0
27012017,15:00,16:00,282.0,282.0
27012017,16:00,17:00,283.0,282.0
27012017,17:00,18:00,284.0,281.0
27012017,18:00,19:00,282.0,281.0
27012017,19:00,20:00,282.0,281.0
27012017,20:00,21:00,283.0,281.0
27012017,21:00,22:00,282.0,280.0
27012017,22:00,23:00,283.0,280.0
27012017,23:00,00:00,283.0,281.0
28012017,00:00,01:00,283.0,280.0
28012017,01:00,02:00,282.0,282.0
28012017,02:00,03:00,285.0,281.0
28012017,03:00,04:00,283.0,281.0
28012017,04:00,05:00,283.0,280.0
28012017,05:00,06:00,283.0,282.0
28012017,06:00,07:00,282.0,279.0
28012017,07:00,08:00,283.0,281.0
28012017,08:00,09:00,283.0,280.0
28012017,09:00,10:00,283.0,280.0
28012017,10:00,11:00,281.0,280.0
28012017,11:00,12:00,283.0,282.0
28012017,12:00,13:00,285.0,281.0
28012017,13:00,14:00,283.0,281.0
28012017,14:00,15:00,283.0,280.0
28012017,15:00,16:00,282.0,281.0
28012017,16:00,17:00,283.0,277.0
28012017,17:00,18:00,282.0,199.0
28012017,18:00,19:00,281.0,173.0
28012017,19:00,20:00,279.0,83.0
28012017,20:00,21:00,276.0,1.0
28012017,21:00,22:00,273.0,0.0
28012017,22:00,23:00,262.0,0.0
28012017,23:00,00:00,261.0,0.0
29012017,00:00,01:00,261.0,0.0
29012017,01:00,02:00,256.0,0.0
29012017,02:00,03:00,257.0,0.0
29012017,03:00,04:00,257.0,0.0
29012017,04:00,05:00,256.0,0.0
29012017,05:00,06:00,258.0,0.0
29012017,06:00,07:00,260.0,0.0
29012017,07:00,08:00,259.0,0.0
29012017,08:00,09:00,259.0,0.0
29012017,09:00,10:00,258.0,0.0
29012017,10:00,11:00,258.0,0.0
29012017,11:00,12:00,262.0,0.0
29012017,12:00,13:00,261.0,0.0
29012017,13:00,14:00,263.0,0.0
29012017,14:00,15:00,263.0,0.0
29012017,15:00,16:00,262.0,0.0
29012017,16:00,17:00,263.0,0.0
29012017,17:00,18:00,263.0,0.0
29012017,18:00,19:00,262.0,0.0
29012017,19:00,20:00,264.0,0.0
29012017,20:00,21:00,267.0,0.0
29012017,21:00,22:00,267.0,0.0
29012017,22:00,23:00,268.0,0.0
29012017,23:00,00:00,269.0,0.0
