date,start,end,11WD8DRES5X----D
4022018,04:00,05:00,248
4022018,05:00,06:00,247
4022018,06:00,07:00,248
4022018,07:00,08:00,247
4022018,08:00,09:00,248
4022018,09:00,10:00,248
4022018,10:00,11:00,248
4022018,11:00,12:00,249
4022018,12:00,13:00,250
4022018,13:00,14:00,251
4022018,14:00,15:00,251
4022018,15:00,16:00,251
4022018,16:00,17:00,252
4022018,17:00,18:00,252
4022018,18:00,19:00,252
4022018,19:00,20:00,252
4022018,20:00,21:00,253
4022018,21:00,22:00,253
4022018,22:00,23:00,254
4022018,23:00,00:00,254
5022018,00:00,01:00,254
5022018,01:00,02:00,254
5022018,02:00,03:00,254
5022018,03:00,04:00,254
5022018,04:00,05:00,253
5022018,05:00,06:00,253
5022018,06:00,07:00,251
5022018,07:00,08:00,250
5022018,08:00,09:00,250
5022018,09:00,10:00,251
5022018,10:00,11:00,253
5022018,11:00,12:00,253
5022018,12:00,13:00,253
5022018,13:00,14:00,253
5022018,14:00,15:00,253
5022018,15:00,16:00,253
5022018,16:00,17:00,252
5022018,17:00,18:00,253
5022018,18:00,19:00,253
5022018,19:00,20:00,253
5022018,20:00,21:00,254
5022018,21:00,22:00,255
5022018,22:00,23:00,255
5022018,23:00,00:00,255
6022018,00:00,01:00,255
6022018,01:00,02:00,256
6022018,02:00,03:00,257
6022018,03:00,04:00,256
6022018,04:00,05:00,256
6022018,05:00,06:00,255
6022018,06:00,07:00,255
6022018,07:00,08:00,257
6022018,08:00,09:00,256
6022018,09:00,10:00,254
6022018,10:00,11:00,253
6022018,11:00,12:00,252
6022018,12:00,13:00,251
6022018,13:00,14:00,250
6022018,14:00,15:00,250
6022018,15:00,16:00,250
6022018,16:00,17:00,250
6022018,17:00,18:00,251
6022018,18:00,19:00,251
6022018,19:00,20:00,251
6022018,20:00,21:00,251
6022018,21:00,22:00,252
6022018,22:00,23:00,252
6022018,23:00,00:00,253
7022018,00:00,01:00,253
7022018,01:00,02:00,252
7022018,02:00,03:00,253
7022018,03:00,04:00,254
