Date;Start;End;Generation_DE PSW Markersbach PSS B [MW] Original resolutions;Generation_DE PSW Markersbach PSS A [MW] Original resolutions;Generation_DE PSW Markersbach PSS C [MW] Original resolutions;Generation_DE PSW Markersbach PSS D [MW] Original resolutions;Generation_DE PSW Markersbach PSS E [MW] Original resolutions;Generation_DE PSW Markersbach PSS F [MW] Original resolutions
08.01.2021;07:00;08:00;0;0;0;0;0;0
08.01.2021;08:00;09:00;0;0;0;0;0;2
08.01.2021;09:00;10:00;0;156;0;0;0;157
08.01.2021;10:00;11:00;0;156;0;0;0;157
08.01.2021;11:00;12:00;40;157;0;0;0;119
08.01.2021;12:00;13:00;119;119;0;0;0;2
08.01.2021;13:00;14:00;143;143;0;0;0;144
08.01.2021;14:00;15:00;109;16;0;0;0;38
08.01.2021;15:00;16:00;154;0;0;0;0;154
08.01.2021;16:00;17:00;159;0;0;0;0;160
08.01.2021;17:00;18:00;137;137;124;0;0;138
08.01.2021;18:00;19:00;131;131;132;19;0;132
08.01.2021;19:00;20:00;19;1;0;0;0;94
08.01.2021;20:00;21:00;0;0;0;0;0;0
08.01.2021;21:00;22:00;0;0;0;0;0;0
08.01.2021;22:00;23:00;0;0;0;0;0;0
08.01.2021;23:00;00:00;0;0;0;0;0;0
09.01.2021;00:00;01:00;0;0;0;0;0;0
09.01.2021;01:00;02:00;0;0;0;0;0;0
09.01.2021;02:00;03:00;0;0;0;0;0;0
09.01.2021;03:00;04:00;0;0;0;0;0;0
09.01.2021;04:00;05:00;0;0;0;0;0;0
09.01.2021;05:00;06:00;0;0;0;0;0;0
09.01.2021;06:00;07:00;0;0;0;0;0;0
09.01.2021;07:00;08:00;0;0;0;0;0;0
09.01.2021;08:00;09:00;0;0;0;0;0;0
09.01.2021;09:00;10:00;0;0;0;0;0;0
09.01.2021;10:00;11:00;0;0;0;0;0;0
09.01.2021;11:00;12:00;0;0;0;0;0;0
09.01.2021;12:00;13:00;0;0;0;0;0;0
09.01.2021;13:00;14:00;0;0;0;0;0;0
09.01.2021;14:00;15:00;0;0;0;0;0;0
09.01.2021;15:00;16:00;0;6;0;0;0;2
09.01.2021;16:00;17:00;143;146;0;0;0;146
09.01.2021;17:00;18:00;151;150;145;148;0;150
09.01.2021;18:00;19:00;143;143;143;143;0;143
09.01.2021;19:00;20:00;0;139;139;17;0;139
09.01.2021;20:00;21:00;0;1;0;0;0;99
09.01.2021;21:00;22:00;0;0;0;0;0;91
09.01.2021;22:00;23:00;0;0;0;0;0;0
09.01.2021;23:00;00:00;0;0;0;0;0;0
10.01.2021;00:00;01:00;0;0;0;0;0;0
10.01.2021;01:00;02:00;0;0;0;0;0;0
10.01.2021;02:00;03:00;0;0;0;0;0;0
10.01.2021;03:00;04:00;0;0;0;0;0;0
10.01.2021;04:00;05:00;0;0;0;0;0;0
10.01.2021;05:00;06:00;0;0;0;0;0;0
10.01.2021;06:00;07:00;0;0;0;0;0;0
10.01.2021;07:00;08:00;0;1;0;0;0;0
10.01.2021;08:00;09:00;0;113;0;0;0;0
10.01.2021;09:00;10:00;0;0;0;0;0;0
10.01.2021;10:00;11:00;0;0;0;0;0;0
10.01.2021;11:00;12:00;0;0;0;0;0;0
10.01.2021;12:00;13:00;0;0;0;0;0;0
10.01.2021;13:00;14:00;0;0;0;0;0;0
10.01.2021;14:00;15:00;0;0;0;0;0;0
10.01.2021;15:00;16:00;0;0;0;0;0;0
10.01.2021;16:00;17:00;0;5;0;0;0;1
10.01.2021;17:00;18:00;161;161;122;161;0;161
10.01.2021;18:00;19:00;152;152;152;153;0;153
10.01.2021;19:00;20:00;138;138;139;139;0;139
10.01.2021;20:00;21:00;2;33;3;2;0;34
10.01.2021;21:00;22:00;0;0;0;0;0;75
10.01.2021;22:00;23:00;0;0;0;0;0;64
10.01.2021;23:00;00:00;0;0;0;0;0;75
11.01.2021;00:00;01:00;0;0;0;0;0;0
11.01.2021;01:00;02:00;0;0;0;0;0;0
11.01.2021;02:00;03:00;0;0;0;0;0;0
11.01.2021;03:00;04:00;0;0;0;0;0;0
11.01.2021;04:00;05:00;0;0;0;0;0;0
11.01.2021;05:00;06:00;0;0;0;0;0;0
11.01.2021;06:00;07:00;0;0;0;0;0;0
11.01.2021;07:00;08:00;0;0;0;1;0;155
11.01.2021;08:00;09:00;164;161;163;164;0;164
11.01.2021;09:00;10:00;160;159;159;160;0;160
11.01.2021;10:00;11:00;141;141;141;139;0;141
11.01.2021;11:00;12:00;103;103;103;0;0;0
11.01.2021;12:00;13:00;152;1;152;0;0;0
11.01.2021;13:00;14:00;121;0;140;0;0;0
11.01.2021;14:00;15:00;0;0;19;0;0;0
11.01.2021;15:00;16:00;3;0;0;0;0;0
11.01.2021;16:00;17:00;134;0;0;0;0;131
11.01.2021;17:00;18:00;147;0;0;0;0;146
11.01.2021;18:00;19:00;0;0;0;0;0;6
11.01.2021;19:00;20:00;0;0;0;0;0;0
11.01.2021;20:00;21:00;0;0;0;0;0;1
11.01.2021;21:00;22:00;0;0;0;0;0;37
11.01.2021;22:00;23:00;0;0;0;0;0;37
11.01.2021;23:00;00:00;0;0;0;0;0;34
12.01.2021;00:00;01:00;0;0;0;0;0;0
12.01.2021;01:00;02:00;0;0;0;0;0;0
12.01.2021;02:00;03:00;0;0;0;0;0;0
12.01.2021;03:00;04:00;0;0;0;0;0;0
12.01.2021;04:00;05:00;0;0;0;0;0;0
12.01.2021;05:00;06:00;0;0;0;0;0;0
12.01.2021;06:00;07:00;0;0;0;0;0;0
12.01.2021;07:00;08:00;0;0;0;0;0;0
12.01.2021;08:00;09:00;3;157;2;0;0;3
12.01.2021;09:00;10:00;177;177;177;0;0;177
12.01.2021;10:00;11:00;151;151;151;142;0;152
12.01.2021;11:00;12:00;123;123;123;124;0;123
12.01.2021;12:00;13:00;25;2;29;0;0;118
12.01.2021;13:00;14:00;0;0;0;0;0;51
12.01.2021;14:00;15:00;0;0;0;0;0;0
12.01.2021;15:00;16:00;0;0;0;3;0;150
12.01.2021;16:00;17:00;0;107;0;144;0;144
12.01.2021;17:00;18:00;90;133;0;134;0;134
12.01.2021;18:00;19:00;128;128;0;126;0;129
12.01.2021;19:00;20:00;67;1;0;0;0;129
12.01.2021;20:00;21:00;0;0;0;0;0;0
12.01.2021;21:00;22:00;0;0;0;0;0;0
12.01.2021;22:00;23:00;0;0;0;0;0;69
12.01.2021;23:00;00:00;0;0;0;0;0;0
13.01.2021;00:00;01:00;0;0;0;0;0;0
13.01.2021;01:00;02:00;0;0;0;0;0;0
13.01.2021;02:00;03:00;0;0;0;0;0;0
13.01.2021;03:00;04:00;0;0;0;0;0;0
13.01.2021;04:00;05:00;0;0;0;0;0;0
13.01.2021;05:00;06:00;0;0;0;0;0;0
13.01.2021;06:00;07:00;0;0;0;0;0;0
13.01.2021;07:00;08:00;0;0;2;115;0;114
13.01.2021;08:00;09:00;90;129;130;130;0;130
13.01.2021;09:00;10:00;0;148;4;146;0;149
13.01.2021;10:00;11:00;0;0;0;14;0;0
13.01.2021;11:00;12:00;0;0;0;0;0;0
13.01.2021;12:00;13:00;0;0;0;0;0;0
13.01.2021;13:00;14:00;0;0;0;0;0;0
13.01.2021;14:00;15:00;0;0;0;0;0;0
13.01.2021;15:00;16:00;0;0;0;0;0;0
13.01.2021;16:00;17:00;0;1;0;9;0;0
13.01.2021;17:00;18:00;5;166;166;166;0;163
13.01.2021;18:00;19:00;152;152;152;153;0;152
13.01.2021;19:00;20:00;126;127;126;126;0;126
13.01.2021;20:00;21:00;0;3;1;1;0;99
13.01.2021;21:00;22:00;0;0;0;0;0;90
13.01.2021;22:00;23:00;0;0;0;7;0;110
13.01.2021;23:00;00:00;0;0;0;0;0;69
14.01.2021;00:00;01:00;0;0;0;0;0;0
14.01.2021;01:00;02:00;0;0;0;0;0;0
14.01.2021;02:00;03:00;0;0;0;0;0;0
14.01.2021;03:00;04:00;0;0;0;0;0;0
14.01.2021;04:00;05:00;0;0;0;0;0;0
14.01.2021;05:00;06:00;0;0;0;0;0;0
14.01.2021;06:00;07:00;0;0;0;0;0;0
14.01.2021;07:00;08:00;0;0;0;0;0;0
14.01.2021;08:00;09:00;0;146;0;0;0;0
14.01.2021;09:00;10:00;0;6;0;0;0;0
14.01.2021;10:00;11:00;0;139;0;64;0;0
14.01.2021;11:00;12:00;0;131;0;158;0;0
14.01.2021;12:00;13:00;0;1;0;38;0;91
14.01.2021;13:00;14:00;0;0;0;110;0;110
14.01.2021;14:00;15:00;0;0;0;146;0;146
14.01.2021;15:00;16:00;0;0;0;160;0;160
14.01.2021;16:00;17:00;143;144;0;144;0;144
14.01.2021;17:00;18:00;139;139;0;140;0;140
14.01.2021;18:00;19:00;142;142;0;142;0;142
14.01.2021;19:00;20:00;109;109;0;109;0;109
14.01.2021;20:00;21:00;0;44;0;1;0;1
14.01.2021;21:00;22:00;0;108;89;0;0;0
14.01.2021;22:00;23:00;0;42;43;0;0;0
14.01.2021;23:00;00:00;0;0;39;0;0;0
15.01.2021;00:00;01:00;0;0;0;0;0;0
15.01.2021;01:00;02:00;0;0;0;0;0;0
15.01.2021;02:00;03:00;0;0;0;0;0;0
15.01.2021;03:00;04:00;0;0;0;0;0;0
15.01.2021;04:00;05:00;0;0;0;0;0;0
15.01.2021;05:00;06:00;0;0;0;0;0;0
15.01.2021;06:00;07:00;0;0;0;0;0;0
15.01.2021;07:00;08:00;0;84;0;0;0;0
15.01.2021;08:00;09:00;0;12;0;0;0;0
15.01.2021;09:00;10:00;0;164;162;0;0;0
15.01.2021;10:00;11:00;106;114;115;0;0;0
15.01.2021;11:00;12:00;61;141;142;124;0;0
15.01.2021;12:00;13:00;0;116;116;117;0;0
15.01.2021;13:00;14:00;0;98;99;1;0;0
15.01.2021;14:00;15:00;0;107;107;0;0;0
15.01.2021;15:00;16:00;0;108;109;0;0;0
15.01.2021;16:00;17:00;127;127;127;126;0;0
15.01.2021;17:00;18:00;130;130;131;130;0;0
15.01.2021;18:00;19:00;101;103;104;103;0;0
15.01.2021;19:00;20:00;12;10;0;82;0;0
15.01.2021;20:00;21:00;36;0;0;0;0;0
15.01.2021;21:00;22:00;0;0;0;0;0;0
15.01.2021;22:00;23:00;0;0;0;0;0;0
15.01.2021;23:00;00:00;0;0;0;0;0;0
16.01.2021;00:00;01:00;0;0;0;0;0;0
16.01.2021;01:00;02:00;0;0;0;0;0;0
16.01.2021;02:00;03:00;0;0;0;0;0;0
16.01.2021;03:00;04:00;0;0;0;0;0;0
16.01.2021;04:00;05:00;0;0;0;0;0;0
16.01.2021;05:00;06:00;0;0;0;0;0;0
16.01.2021;06:00;07:00;0;0;0;0;0;0
16.01.2021;07:00;08:00;0;0;0;0;0;0
16.01.2021;08:00;09:00;0;0;0;0;0;0
16.01.2021;09:00;10:00;0;0;0;0;0;94
16.01.2021;10:00;11:00;0;0;0;0;0;141
16.01.2021;11:00;12:00;0;0;0;0;0;11
16.01.2021;12:00;13:00;0;0;0;0;0;0
16.01.2021;13:00;14:00;0;0;0;0;0;0
16.01.2021;14:00;15:00;0;0;0;0;0;0
16.01.2021;15:00;16:00;0;0;0;0;0;0
16.01.2021;16:00;17:00;0;0;0;0;0;0
16.01.2021;17:00;18:00;141;138;110;111;0;141
16.01.2021;18:00;19:00;140;140;140;140;0;140
16.01.2021;19:00;20:00;2;0;99;125;0;125
16.01.2021;20:00;21:00;0;0;0;0;0;0
16.01.2021;21:00;22:00;0;0;0;0;0;0
16.01.2021;22:00;23:00;0;0;0;0;0;0
16.01.2021;23:00;00:00;0;0;0;0;0;0
17.01.2021;00:00;01:00;0;0;0;0;0;0
17.01.2021;01:00;02:00;0;0;0;0;0;0
17.01.2021;02:00;03:00;0;0;0;0;0;0
17.01.2021;03:00;04:00;0;0;0;0;0;0
17.01.2021;04:00;05:00;0;0;0;0;0;0
17.01.2021;05:00;06:00;0;0;0;0;0;0
17.01.2021;06:00;07:00;0;0;0;0;0;0
17.01.2021;07:00;08:00;0;0;0;0;0;0
17.01.2021;08:00;09:00;0;0;0;99;0;0
17.01.2021;09:00;10:00;0;0;0;0;0;0
17.01.2021;10:00;11:00;0;0;0;0;0;0
17.01.2021;11:00;12:00;0;0;0;0;0;0
17.01.2021;12:00;13:00;0;0;0;0;0;0
17.01.2021;13:00;14:00;0;0;0;0;0;0
17.01.2021;14:00;15:00;0;0;0;0;0;0
17.01.2021;15:00;16:00;0;0;0;60;0;0
17.01.2021;16:00;17:00;0;0;0;99;0;1
17.01.2021;17:00;18:00;145;147;142;148;0;148
17.01.2021;18:00;19:00;146;146;147;147;0;147
17.01.2021;19:00;20:00;146;146;146;146;0;146
17.01.2021;20:00;21:00;1;0;1;2;0;2
17.01.2021;21:00;22:00;0;0;0;0;0;0
17.01.2021;22:00;23:00;0;0;0;0;0;67
17.01.2021;23:00;00:00;0;0;0;0;0;117
18.01.2021;00:00;01:00;0;0;0;0;0;1
18.01.2021;01:00;02:00;0;0;0;0;0;0
18.01.2021;02:00;03:00;0;0;0;0;0;0
18.01.2021;03:00;04:00;0;0;0;0;0;0
18.01.2021;04:00;05:00;0;0;0;0;0;0
18.01.2021;05:00;06:00;0;0;0;0;0;0
18.01.2021;06:00;07:00;0;0;146;147;0;1
18.01.2021;07:00;08:00;0;137;155;156;0;156
18.01.2021;08:00;09:00;0;153;153;154;0;154
18.01.2021;09:00;10:00;0;155;155;156;0;156
18.01.2021;10:00;11:00;0;147;147;148;0;148
18.01.2021;11:00;12:00;0;1;119;92;0;119
18.01.2021;12:00;13:00;0;0;40;0;0;107
18.01.2021;13:00;14:00;0;0;0;0;0;0
18.01.2021;14:00;15:00;0;0;0;0;0;0
18.01.2021;15:00;16:00;0;0;0;0;0;1
18.01.2021;16:00;17:00;0;0;0;2;0;75
18.01.2021;17:00;18:00;0;125;0;126;0;126
18.01.2021;18:00;19:00;0;92;0;2;0;125
18.01.2021;19:00;20:00;0;0;0;0;0;0
18.01.2021;20:00;21:00;0;0;0;0;0;0
18.01.2021;21:00;22:00;0;0;0;0;0;95
18.01.2021;22:00;23:00;0;0;0;0;0;51
18.01.2021;23:00;00:00;0;0;0;0;0;46
19.01.2021;00:00;01:00;0;0;0;0;0;0
19.01.2021;01:00;02:00;0;0;0;0;0;0
19.01.2021;02:00;03:00;0;0;0;0;0;0
19.01.2021;03:00;04:00;0;0;0;0;0;0
19.01.2021;04:00;05:00;0;0;0;0;0;0
19.01.2021;05:00;06:00;0;0;0;0;0;0
19.01.2021;06:00;07:00;0;0;0;1;0;1
19.01.2021;07:00;08:00;160;159;149;160;0;160
19.01.2021;08:00;09:00;115;115;116;116;0;116
19.01.2021;09:00;10:00;116;116;116;116;0;116
19.01.2021;10:00;11:00;102;101;101;102;0;102
19.01.2021;11:00;12:00;122;121;122;115;0;122
19.01.2021;12:00;13:00;1;1;1;0;0;105
19.01.2021;13:00;14:00;0;0;0;0;0;42
19.01.2021;14:00;15:00;0;0;0;0;0;0
19.01.2021;15:00;16:00;0;0;0;0;0;0
19.01.2021;16:00;17:00;0;0;0;0;0;23
19.01.2021;17:00;18:00;0;86;0;0;0;120
19.01.2021;18:00;19:00;0;76;0;0;0;0
19.01.2021;19:00;20:00;0;0;0;0;0;0
19.01.2021;20:00;21:00;0;0;0;121;0;0
19.01.2021;21:00;22:00;0;0;0;61;0;57
19.01.2021;22:00;23:00;0;0;0;0;0;69
19.01.2021;23:00;00:00;0;0;0;0;0;74
20.01.2021;00:00;01:00;0;0;0;0;0;0
20.01.2021;01:00;02:00;0;0;0;0;0;0
20.01.2021;02:00;03:00;0;0;0;0;0;0
20.01.2021;03:00;04:00;0;0;0;0;0;0
20.01.2021;04:00;05:00;0;0;0;0;0;0
20.01.2021;05:00;06:00;0;0;0;0;0;0
20.01.2021;06:00;07:00;0;0;0;0;0;0
20.01.2021;07:00;08:00;0;0;0;3;0;1
20.01.2021;08:00;09:00;0;150;0;156;0;156
20.01.2021;09:00;10:00;0;124;0;135;0;138
20.01.2021;10:00;11:00;0;0;0;56;0;2
20.01.2021;11:00;12:00;0;0;0;0;0;0
20.01.2021;12:00;13:00;0;0;0;90;0;0
20.01.2021;13:00;14:00;0;0;0;77;0;0
20.01.2021;14:00;15:00;0;0;0;81;0;0
20.01.2021;15:00;16:00;0;0;0;75;0;1
20.01.2021;16:00;17:00;138;141;0;144;0;144
20.01.2021;17:00;18:00;155;155;0;156;0;156
20.01.2021;18:00;19:00;146;146;118;146;0;146
20.01.2021;19:00;20:00;116;113;116;121;0;121
20.01.2021;20:00;21:00;0;0;0;80;0;5
20.01.2021;21:00;22:00;0;0;0;27;0;0
20.01.2021;22:00;23:00;0;0;0;77;0;79
20.01.2021;23:00;00:00;0;0;0;0;0;41
21.01.2021;00:00;01:00;0;0;0;0;0;10
21.01.2021;01:00;02:00;0;0;0;0;0;0
21.01.2021;02:00;03:00;0;0;0;0;0;0
21.01.2021;03:00;04:00;0;0;0;0;0;0
21.01.2021;04:00;05:00;0;0;0;0;0;0
21.01.2021;05:00;06:00;0;0;0;0;0;0
21.01.2021;06:00;07:00;0;1;0;0;0;0
21.01.2021;07:00;08:00;0;79;0;119;0;0
21.01.2021;08:00;09:00;0;7;0;5;0;0
21.01.2021;09:00;10:00;0;0;0;0;0;0
21.01.2021;10:00;11:00;0;0;0;0;0;0
21.01.2021;11:00;12:00;0;9;0;0;0;0
21.01.2021;12:00;13:00;0;54;0;0;0;0
21.01.2021;13:00;14:00;0;78;0;0;0;0
21.01.2021;14:00;15:00;0;0;0;0;0;0
21.01.2021;15:00;16:00;0;148;0;117;0;0
21.01.2021;16:00;17:00;139;138;138;139;0;137
21.01.2021;17:00;18:00;153;152;153;153;0;153
21.01.2021;18:00;19:00;154;154;154;155;0;155
21.01.2021;19:00;20:00;144;144;145;145;0;145
21.01.2021;20:00;21:00;0;29;2;111;0;111
21.01.2021;21:00;22:00;0;0;0;75;0;83
21.01.2021;22:00;23:00;0;50;0;0;0;56
21.01.2021;23:00;00:00;0;40;0;0;0;0
22.01.2021;00:00;01:00;0;1;0;0;0;0
