Datum;Anfang;Ende;Generation_DE PSW Goldisthal PSS D [MW] Originalauflösungen;Generation_DE PSW Goldisthal PSS C [MW] Originalauflösungen;Generation_DE PSW Goldisthal PSS B [MW] Originalauflösungen;Generation_DE PSW Goldisthal PSS A [MW] Originalauflösungen
09.01.2023;01:00;02:00;0;0;0;0
09.01.2023;02:00;03:00;0;0;0;0
09.01.2023;03:00;04:00;0;0;0;0
09.01.2023;04:00;05:00;0;0;0;0
09.01.2023;05:00;06:00;0;0;0;0
09.01.2023;06:00;07:00;0;0;0;0
09.01.2023;07:00;08:00;114;0;0;0
09.01.2023;08:00;09:00;167;0;0;0
09.01.2023;09:00;10:00;215;198;0;215
09.01.2023;10:00;11:00;210;160;0;210
09.01.2023;11:00;12:00;126;0;0;1
09.01.2023;12:00;13:00;172;0;0;97
09.01.2023;13:00;14:00;166;58;45;166
09.01.2023;14:00;15:00;205;238;237;205
09.01.2023;15:00;16:00;214;234;234;214
09.01.2023;16:00;17:00;278;251;251;278
09.01.2023;17:00;18:00;270;253;253;269
09.01.2023;18:00;19:00;209;223;223;209
09.01.2023;19:00;20:00;204;220;220;204
09.01.2023;20:00;21:00;182;172;124;182
09.01.2023;21:00;22:00;131;98;0;130
09.01.2023;22:00;23:00;144;0;0;36
09.01.2023;23:00;00:00;0;0;0;0
10.01.2023;00:00;01:00;0;0;0;0
10.01.2023;01:00;02:00;0;0;0;0
10.01.2023;02:00;03:00;0;0;0;0
10.01.2023;03:00;04:00;0;0;0;0
10.01.2023;04:00;05:00;0;0;0;0
10.01.2023;05:00;06:00;0;0;0;0
10.01.2023;06:00;07:00;58;47;0;0
10.01.2023;07:00;08:00;272;260;201;223
10.01.2023;08:00;09:00;288;262;263;287
10.01.2023;09:00;10:00;280;251;252;279
10.01.2023;10:00;11:00;198;220;207;198
10.01.2023;11:00;12:00;58;226;0;219
10.01.2023;12:00;13:00;121;0;0;9
10.01.2023;13:00;14:00;38;0;0;0
10.01.2023;14:00;15:00;83;0;0;0
10.01.2023;15:00;16:00;88;0;47;0
10.01.2023;16:00;17:00;47;62;2;0
10.01.2023;17:00;18:00;151;184;184;144
10.01.2023;18:00;19:00;62;113;61;137
10.01.2023;19:00;20:00;0;0;0;58
10.01.2023;20:00;21:00;0;0;0;27
10.01.2023;21:00;22:00;0;0;0;0
10.01.2023;22:00;23:00;0;0;0;0
10.01.2023;23:00;00:00;0;0;0;0
11.01.2023;00:00;01:00;0;0;0;0
11.01.2023;01:00;02:00;0;0;0;0
11.01.2023;02:00;03:00;0;0;0;0
11.01.2023;03:00;04:00;0;0;0;0
11.01.2023;04:00;05:00;0;0;0;0
11.01.2023;05:00;06:00;0;0;0;0
11.01.2023;06:00;07:00;0;0;0;0
11.01.2023;07:00;08:00;119;60;171;0
11.01.2023;08:00;09:00;212;246;203;0
11.01.2023;09:00;10:00;289;256;0;0
11.01.2023;10:00;11:00;215;240;0;0
11.01.2023;11:00;12:00;128;225;202;0
11.01.2023;12:00;13:00;283;269;0;0
11.01.2023;13:00;14:00;176;233;118;0
11.01.2023;14:00;15:00;213;234;176;0
11.01.2023;15:00;16:00;178;222;222;0
11.01.2023;16:00;17:00;233;239;189;0
11.01.2023;17:00;18:00;206;226;226;1
11.01.2023;18:00;19:00;212;228;229;212
11.01.2023;19:00;20:00;177;162;162;178
11.01.2023;20:00;21:00;79;0;0;61
11.01.2023;21:00;22:00;0;0;0;0
11.01.2023;22:00;23:00;0;0;0;0
11.01.2023;23:00;00:00;0;0;0;0
12.01.2023;00:00;01:00;0;0;0;0
12.01.2023;01:00;02:00;0;0;0;0
12.01.2023;02:00;03:00;0;0;0;0
12.01.2023;03:00;04:00;0;0;0;0
12.01.2023;04:00;05:00;0;0;0;0
12.01.2023;05:00;06:00;0;0;0;0
12.01.2023;06:00;07:00;0;0;0;0
12.01.2023;07:00;08:00;70;4;0;0
12.01.2023;08:00;09:00;144;232;187;145
12.01.2023;09:00;10:00;108;204;204;89
12.01.2023;10:00;11:00;81;31;46;0
12.01.2023;11:00;12:00;135;0;0;0
12.01.2023;12:00;13:00;10;0;0;0
12.01.2023;13:00;14:00;24;0;0;0
12.01.2023;14:00;15:00;61;0;0;0
12.01.2023;15:00;16:00;283;279;279;282
12.01.2023;16:00;17:00;258;260;261;257
12.01.2023;17:00;18:00;281;271;271;279
12.01.2023;18:00;19:00;272;265;265;271
12.01.2023;19:00;20:00;183;207;208;183
12.01.2023;20:00;21:00;169;162;113;52
12.01.2023;21:00;22:00;80;0;0;0
12.01.2023;22:00;23:00;58;55;0;0
12.01.2023;23:00;00:00;0;0;0;0
13.01.2023;00:00;01:00;0;0;0;0
13.01.2023;01:00;02:00;0;0;0;0
13.01.2023;02:00;03:00;0;0;0;0
13.01.2023;03:00;04:00;0;0;0;0
13.01.2023;04:00;05:00;0;0;0;0
13.01.2023;05:00;06:00;0;0;0;0
13.01.2023;06:00;07:00;25;51;0;0
13.01.2023;07:00;08:00;218;140;139;198
13.01.2023;08:00;09:00;243;250;250;244
13.01.2023;09:00;10:00;199;248;248;254
13.01.2023;10:00;11:00;148;222;222;136
13.01.2023;11:00;12:00;111;175;118;0
13.01.2023;12:00;13:00;58;0;0;0
13.01.2023;13:00;14:00;38;0;0;0
13.01.2023;14:00;15:00;80;0;0;0
13.01.2023;15:00;16:00;56;0;0;0
13.01.2023;16:00;17:00;106;90;0;0
13.01.2023;17:00;18:00;221;234;220;176
13.01.2023;18:00;19:00;264;241;241;263
13.01.2023;19:00;20:00;234;227;227;235
13.01.2023;20:00;21:00;128;126;51;2
13.01.2023;21:00;22:00;120;0;0;0
13.01.2023;22:00;23:00;93;0;0;0
13.01.2023;23:00;00:00;79;0;0;0
14.01.2023;00:00;01:00;0;0;0;0
14.01.2023;01:00;02:00;0;0;0;0
14.01.2023;02:00;03:00;0;0;0;0
14.01.2023;03:00;04:00;0;0;0;0
14.01.2023;04:00;05:00;0;0;0;0
14.01.2023;05:00;06:00;0;0;0;0
14.01.2023;06:00;07:00;0;0;0;0
14.01.2023;07:00;08:00;126;61;4;77
14.01.2023;08:00;09:00;261;242;242;260
14.01.2023;09:00;10:00;215;230;230;215
14.01.2023;10:00;11:00;185;207;207;186
14.01.2023;11:00;12:00;204;108;4;205
14.01.2023;12:00;13:00;86;0;0;154
14.01.2023;13:00;14:00;60;0;0;109
14.01.2023;14:00;15:00;0;0;0;89
14.01.2023;15:00;16:00;0;0;0;99
14.01.2023;16:00;17:00;0;0;0;105
14.01.2023;17:00;18:00;0;0;0;108
14.01.2023;18:00;19:00;0;0;0;76
14.01.2023;19:00;20:00;0;0;0;68
14.01.2023;20:00;21:00;0;0;56;58
14.01.2023;21:00;22:00;0;0;0;53
14.01.2023;22:00;23:00;0;0;0;0
14.01.2023;23:00;00:00;0;0;0;0
15.01.2023;00:00;01:00;0;0;0;0
15.01.2023;01:00;02:00;0;0;0;0
15.01.2023;02:00;03:00;0;0;0;0
15.01.2023;03:00;04:00;0;0;0;0
15.01.2023;04:00;05:00;0;0;0;0
15.01.2023;05:00;06:00;0;0;0;0
15.01.2023;06:00;07:00;0;0;0;0
15.01.2023;07:00;08:00;0;0;0;21
15.01.2023;08:00;09:00;179;7;7;239
15.01.2023;09:00;10:00;271;265;265;272
15.01.2023;10:00;11:00;2;0;175;195
15.01.2023;11:00;12:00;0;0;0;55
15.01.2023;12:00;13:00;0;0;0;0
15.01.2023;13:00;14:00;0;0;0;0
15.01.2023;14:00;15:00;0;0;0;0
15.01.2023;15:00;16:00;0;0;0;1
15.01.2023;16:00;17:00;0;0;0;67
15.01.2023;17:00;18:00;0;0;44;156
15.01.2023;18:00;19:00;0;0;0;61
15.01.2023;19:00;20:00;0;0;0;64
15.01.2023;20:00;21:00;0;0;0;188
15.01.2023;21:00;22:00;0;0;0;150
15.01.2023;22:00;23:00;0;0;0;201
15.01.2023;23:00;00:00;0;0;0;186
16.01.2023;00:00;01:00;0;0;0;0
16.01.2023;01:00;02:00;0;0;0;0
16.01.2023;02:00;03:00;0;0;0;0
16.01.2023;03:00;04:00;0;0;0;0
16.01.2023;04:00;05:00;0;0;0;38
16.01.2023;05:00;06:00;0;0;0;39
16.01.2023;06:00;07:00;1;0;0;39
16.01.2023;07:00;08:00;223;128;251;224
16.01.2023;08:00;09:00;183;178;178;183
16.01.2023;09:00;10:00;189;184;174;190
16.01.2023;10:00;11:00;181;110;57;182
16.01.2023;11:00;12:00;152;66;0;94
16.01.2023;12:00;13:00;102;87;0;0
16.01.2023;13:00;14:00;96;33;0;0
16.01.2023;14:00;15:00;135;0;0;0
16.01.2023;15:00;16:00;169;0;0;0
16.01.2023;16:00;17:00;166;227;118;1
16.01.2023;17:00;18:00;265;261;180;156
16.01.2023;18:00;19:00;193;227;227;193
16.01.2023;19:00;20:00;137;191;191;105
16.01.2023;20:00;21:00;98;111;75;1
16.01.2023;21:00;22:00;1;0;62;102
16.01.2023;22:00;23:00;27;0;0;0
16.01.2023;23:00;00:00;0;0;0;0
17.01.2023;00:00;01:00;0;0;0;0
17.01.2023;01:00;02:00;0;0;0;0
17.01.2023;02:00;03:00;0;0;0;0
17.01.2023;03:00;04:00;0;0;0;0
17.01.2023;04:00;05:00;0;0;0;0
17.01.2023;05:00;06:00;0;0;0;0
17.01.2023;06:00;07:00;0;0;0;0
17.01.2023;07:00;08:00;0;0;0;0
17.01.2023;08:00;09:00;119;0;0;8
17.01.2023;09:00;10:00;210;0;0;144
17.01.2023;10:00;11:00;139;0;0;36
17.01.2023;11:00;12:00;138;0;0;0
17.01.2023;12:00;13:00;59;0;0;0
17.01.2023;13:00;14:00;93;0;0;0
17.01.2023;14:00;15:00;186;61;56;59
17.01.2023;15:00;16:00;222;229;229;223
17.01.2023;16:00;17:00;253;255;255;254
17.01.2023;17:00;18:00;281;255;255;281
17.01.2023;18:00;19:00;288;259;259;287
17.01.2023;19:00;20:00;227;242;242;227
17.01.2023;20:00;21:00;180;213;109;50
17.01.2023;21:00;22:00;102;2;0;0
17.01.2023;22:00;23:00;49;34;0;0
17.01.2023;23:00;00:00;29;0;0;0
18.01.2023;00:00;01:00;0;0;0;0
18.01.2023;01:00;02:00;0;0;0;0
18.01.2023;02:00;03:00;0;0;0;0
18.01.2023;03:00;04:00;0;0;0;0
18.01.2023;04:00;05:00;0;0;0;0
18.01.2023;05:00;06:00;0;0;0;0
18.01.2023;06:00;07:00;48;61;61;73
18.01.2023;07:00;08:00;228;257;195;193
18.01.2023;08:00;09:00;225;243;33;206
18.01.2023;09:00;10:00;185;232;0;186
18.01.2023;10:00;11:00;177;224;0;178
18.01.2023;11:00;12:00;95;192;0;95
18.01.2023;12:00;13:00;86;53;0;41
18.01.2023;13:00;14:00;39;0;0;1
18.01.2023;14:00;15:00;49;0;0;0
18.01.2023;15:00;16:00;38;0;0;0
18.01.2023;16:00;17:00;215;102;0;0
18.01.2023;17:00;18:00;181;214;204;71
18.01.2023;18:00;19:00;128;176;166;115
18.01.2023;19:00;20:00;156;188;0;0
18.01.2023;20:00;21:00;53;2;0;0
18.01.2023;21:00;22:00;0;0;0;0
18.01.2023;22:00;23:00;0;0;0;0
18.01.2023;23:00;00:00;0;0;0;0
19.01.2023;00:00;01:00;0;0;0;0
19.01.2023;01:00;02:00;0;0;0;0
19.01.2023;02:00;03:00;0;0;0;0
19.01.2023;03:00;04:00;0;0;0;0
19.01.2023;04:00;05:00;0;0;0;0
19.01.2023;05:00;06:00;0;0;0;0
19.01.2023;06:00;07:00;0;0;0;0
19.01.2023;07:00;08:00;1;0;0;0
19.01.2023;08:00;09:00;46;0;0;0
19.01.2023;09:00;10:00;168;237;99;37
19.01.2023;10:00;11:00;62;2;0;0
19.01.2023;11:00;12:00;63;0;0;0
19.01.2023;12:00;13:00;54;0;0;0
19.01.2023;13:00;14:00;50;0;0;0
19.01.2023;14:00;15:00;115;0;0;0
19.01.2023;15:00;16:00;135;0;0;0
19.01.2023;16:00;17:00;241;237;108;0
19.01.2023;17:00;18:00;156;212;212;30
19.01.2023;18:00;19:00;205;235;235;206
19.01.2023;19:00;20:00;143;197;197;143
19.01.2023;20:00;21:00;114;191;169;9
19.01.2023;21:00;22:00;124;60;0;0
19.01.2023;22:00;23:00;81;0;0;0
19.01.2023;23:00;00:00;120;0;0;0
20.01.2023;00:00;01:00;0;0;0;0
20.01.2023;01:00;02:00;0;0;0;0
20.01.2023;02:00;03:00;0;0;0;0
20.01.2023;03:00;04:00;0;0;0;0
20.01.2023;04:00;05:00;0;0;0;0
20.01.2023;05:00;06:00;1;0;0;0
20.01.2023;06:00;07:00;171;46;66;0
20.01.2023;07:00;08:00;228;185;252;152
20.01.2023;08:00;09:00;306;301;301;306
20.01.2023;09:00;10:00;292;284;284;292
20.01.2023;10:00;11:00;278;256;257;278
20.01.2023;11:00;12:00;193;174;224;193
20.01.2023;12:00;13:00;183;0;0;3
20.01.2023;13:00;14:00;122;0;0;0
20.01.2023;14:00;15:00;122;0;0;0
20.01.2023;15:00;16:00;122;0;0;0
20.01.2023;16:00;17:00;221;113;142;0
20.01.2023;17:00;18:00;245;238;237;126
20.01.2023;18:00;19:00;246;235;235;246
20.01.2023;19:00;20:00;202;166;207;165
20.01.2023;20:00;21:00;111;0;51;0
20.01.2023;21:00;22:00;86;0;0;0
20.01.2023;22:00;23:00;72;0;0;0
20.01.2023;23:00;00:00;65;0;0;0
21.01.2023;00:00;01:00;48;0;0;0
21.01.2023;01:00;02:00;35;0;0;0
21.01.2023;02:00;03:00;33;0;0;0
21.01.2023;03:00;04:00;0;0;0;0
21.01.2023;04:00;05:00;0;0;0;0
21.01.2023;05:00;06:00;0;0;0;0
21.01.2023;06:00;07:00;0;0;0;0
21.01.2023;07:00;08:00;69;0;0;0
21.01.2023;08:00;09:00;137;104;0;0
21.01.2023;09:00;10:00;128;127;0;0
21.01.2023;10:00;11:00;172;212;109;0
21.01.2023;11:00;12:00;155;191;0;0
21.01.2023;12:00;13:00;168;159;27;98
21.01.2023;13:00;14:00;106;0;58;0
21.01.2023;14:00;15:00;20;0;0;0
21.01.2023;15:00;16:00;69;0;0;0
21.01.2023;16:00;17:00;104;0;0;0
21.01.2023;17:00;18:00;107;0;0;0
21.01.2023;18:00;19:00;70;0;0;0
21.01.2023;19:00;20:00;59;0;0;0
21.01.2023;20:00;21:00;39;0;0;0
21.01.2023;21:00;22:00;0;0;0;0
21.01.2023;22:00;23:00;0;0;0;0
21.01.2023;23:00;00:00;0;0;0;0
22.01.2023;00:00;01:00;0;0;0;0
22.01.2023;01:00;02:00;0;0;0;0
22.01.2023;02:00;03:00;0;0;0;0
22.01.2023;03:00;04:00;0;0;0;0
22.01.2023;04:00;05:00;0;0;0;0
22.01.2023;05:00;06:00;0;0;0;0
22.01.2023;06:00;07:00;0;0;0;0
22.01.2023;07:00;08:00;17;0;0;0
22.01.2023;08:00;09:00;63;0;0;0
22.01.2023;09:00;10:00;133;0;0;0
22.01.2023;10:00;11:00;149;107;0;0
22.01.2023;11:00;12:00;147;0;219;0
22.01.2023;12:00;13:00;88;0;211;0
22.01.2023;13:00;14:00;72;0;2;0
22.01.2023;14:00;15:00;80;0;0;0
22.01.2023;15:00;16:00;44;0;0;0
22.01.2023;16:00;17:00;171;0;63;0
22.01.2023;17:00;18:00;248;212;259;140
22.01.2023;18:00;19:00;259;256;256;47
22.01.2023;19:00;20:00;210;233;233;202
22.01.2023;20:00;21:00;212;187;197;107
22.01.2023;21:00;22:00;80;0;0;0
22.01.2023;22:00;23:00;55;0;0;0
22.01.2023;23:00;00:00;84;0;0;0
23.01.2023;00:00;01:00;1;0;0;0
23.01.2023;01:00;02:00;0;0;0;0
23.01.2023;02:00;03:00;0;0;0;0
23.01.2023;03:00;04:00;0;0;0;0
23.01.2023;04:00;05:00;0;0;0;0
23.01.2023;05:00;06:00;0;0;0;0
23.01.2023;06:00;07:00;91;64;0;0
23.01.2023;07:00;08:00;101;0;1;0
23.01.2023;08:00;09:00;236;202;261;119
23.01.2023;09:00;10:00;307;284;284;307
23.01.2023;10:00;11:00;106;285;285;106
23.01.2023;11:00;12:00;0;269;269;0
23.01.2023;12:00;13:00;0;134;134;0
23.01.2023;13:00;14:00;0;145;145;0
23.01.2023;14:00;15:00;0;95;197;0
23.01.2023;15:00;16:00;0;179;178;10
23.01.2023;16:00;17:00;0;233;234;204
23.01.2023;17:00;18:00;0;243;243;245
23.01.2023;18:00;19:00;0;239;239;252
23.01.2023;19:00;20:00;0;136;214;185
23.01.2023;20:00;21:00;0;0;49;51
23.01.2023;21:00;22:00;0;0;0;54
23.01.2023;22:00;23:00;0;0;0;0
23.01.2023;23:00;00:00;0;0;0;0
24.01.2023;00:00;01:00;0;0;0;0
24.01.2023;01:00;02:00;0;0;0;0
24.01.2023;02:00;03:00;0;0;0;0
24.01.2023;03:00;04:00;0;0;0;0
24.01.2023;04:00;05:00;0;0;0;0
24.01.2023;05:00;06:00;0;0;0;0
24.01.2023;06:00;07:00;0;0;0;0
24.01.2023;07:00;08:00;0;109;0;16
24.01.2023;08:00;09:00;0;236;0;188
24.01.2023;09:00;10:00;0;229;0;158
24.01.2023;10:00;11:00;0;230;24;179
24.01.2023;11:00;12:00;0;240;240;223
24.01.2023;12:00;13:00;0;48;54;129
24.01.2023;13:00;14:00;0;25;27;152
24.01.2023;14:00;15:00;0;0;207;120
24.01.2023;15:00;16:00;0;18;229;205
24.01.2023;16:00;17:00;0;229;229;188
24.01.2023;17:00;18:00;0;247;247;271
24.01.2023;18:00;19:00;0;247;247;262
24.01.2023;19:00;20:00;0;215;215;197
24.01.2023;20:00;21:00;0;178;106;109
24.01.2023;21:00;22:00;0;144;121;66
24.01.2023;22:00;23:00;0;53;0;0
24.01.2023;23:00;00:00;0;0;0;0
25.01.2023;00:00;01:00;0;0;0;0
25.01.2023;01:00;02:00;0;0;0;0
25.01.2023;02:00;03:00;0;0;0;0
25.01.2023;03:00;04:00;0;0;0;0
25.01.2023;04:00;05:00;0;0;0;0
25.01.2023;05:00;06:00;0;0;0;0
25.01.2023;06:00;07:00;0;0;0;0
25.01.2023;07:00;08:00;0;59;0;114
25.01.2023;08:00;09:00;0;222;111;186
25.01.2023;09:00;10:00;0;242;242;259
25.01.2023;10:00;11:00;0;204;0;159
25.01.2023;11:00;12:00;0;201;0;174
25.01.2023;12:00;13:00;0;93;0;109
25.01.2023;13:00;14:00;0;63;0;146
25.01.2023;14:00;15:00;0;154;0;16
25.01.2023;15:00;16:00;0;143;0;80
25.01.2023;16:00;17:00;0;0;77;99
25.01.2023;17:00;18:00;0;0;77;99
25.01.2023;18:00;19:00;0;0;0;73
25.01.2023;19:00;20:00;0;0;0;70
