Datum;Anfang;Ende;Generation_DE HKW Reuter West Dampfturbine D [MW] Originalauflösungen;Generation_DE HKW Reuter West Dampfturbine E [MW] Originalauflösungen
20.01.2023;08:00;09:00;204;127
20.01.2023;09:00;10:00;201;128
20.01.2023;10:00;11:00;204;126
20.01.2023;11:00;12:00;204;123
20.01.2023;12:00;13:00;200;124
20.01.2023;13:00;14:00;204;125
20.01.2023;14:00;15:00;204;126
20.01.2023;15:00;16:00;201;126
20.01.2023;16:00;17:00;203;123
20.01.2023;17:00;18:00;202;126
20.01.2023;18:00;19:00;202;125
20.01.2023;19:00;20:00;200;127
20.01.2023;20:00;21:00;200;127
20.01.2023;21:00;22:00;204;127
20.01.2023;22:00;23:00;204;122
20.01.2023;23:00;00:00;202;125
21.01.2023;00:00;01:00;204;126
21.01.2023;01:00;02:00;203;126
21.01.2023;02:00;03:00;187;125
21.01.2023;03:00;04:00;154;126
21.01.2023;04:00;05:00;137;125
21.01.2023;05:00;06:00;136;126
21.01.2023;06:00;07:00;141;126
21.01.2023;07:00;08:00;175;125
21.01.2023;08:00;09:00;175;124
21.01.2023;09:00;10:00;175;125
21.01.2023;10:00;11:00;175;123
21.01.2023;11:00;12:00;175;126
21.01.2023;12:00;13:00;171;123
21.01.2023;13:00;14:00;137;126
21.01.2023;14:00;15:00;135;126
21.01.2023;15:00;16:00;149;124
21.01.2023;16:00;17:00;204;125
21.01.2023;17:00;18:00;205;127
21.01.2023;18:00;19:00;205;127
21.01.2023;19:00;20:00;205;128
21.01.2023;20:00;21:00;182;124
21.01.2023;21:00;22:00;175;127
21.01.2023;22:00;23:00;176;124
21.01.2023;23:00;00:00;176;127
22.01.2023;00:00;01:00;174;125
22.01.2023;01:00;02:00;176;127
22.01.2023;02:00;03:00;174;124
22.01.2023;03:00;04:00;176;124
22.01.2023;04:00;05:00;174;124
22.01.2023;05:00;06:00;161;125
22.01.2023;06:00;07:00;160;125
22.01.2023;07:00;08:00;163;127
22.01.2023;08:00;09:00;176;125
22.01.2023;09:00;10:00;179;124
22.01.2023;10:00;11:00;180;125
22.01.2023;11:00;12:00;180;126
22.01.2023;12:00;13:00;177;125
22.01.2023;13:00;14:00;180;125
22.01.2023;14:00;15:00;180;125
22.01.2023;15:00;16:00;179;124
22.01.2023;16:00;17:00;179;124
22.01.2023;17:00;18:00;179;124
22.01.2023;18:00;19:00;179;124
22.01.2023;19:00;20:00;179;124
22.01.2023;20:00;21:00;178;127
22.01.2023;21:00;22:00;179;124
22.01.2023;22:00;23:00;179;124
22.01.2023;23:00;00:00;179;124
23.01.2023;00:00;01:00;179;124
23.01.2023;01:00;02:00;179;126
23.01.2023;02:00;03:00;179;125
23.01.2023;03:00;04:00;179;125
23.01.2023;04:00;05:00;179;124
23.01.2023;05:00;06:00;179;124
23.01.2023;06:00;07:00;179;124
23.01.2023;07:00;08:00;179;124
23.01.2023;08:00;09:00;179;125
23.01.2023;09:00;10:00;179;125
23.01.2023;10:00;11:00;180;125
23.01.2023;11:00;12:00;175;126
23.01.2023;12:00;13:00;177;126
23.01.2023;13:00;14:00;179;123
23.01.2023;14:00;15:00;179;123
23.01.2023;15:00;16:00;179;124
23.01.2023;16:00;17:00;179;122
23.01.2023;17:00;18:00;179;122
23.01.2023;18:00;19:00;175;122
23.01.2023;19:00;20:00;178;126
23.01.2023;20:00;21:00;179;126
23.01.2023;21:00;22:00;179;123
23.01.2023;22:00;23:00;179;123
23.01.2023;23:00;00:00;195;125
24.01.2023;00:00;01:00;196;125
24.01.2023;01:00;02:00;198;125
24.01.2023;02:00;03:00;196;125
24.01.2023;03:00;04:00;198;124
24.01.2023;04:00;05:00;200;124
24.01.2023;05:00;06:00;198;125
24.01.2023;06:00;07:00;196;125
24.01.2023;07:00;08:00;194;124
24.01.2023;08:00;09:00;192;125
24.01.2023;09:00;10:00;192;124
24.01.2023;10:00;11:00;195;124
24.01.2023;11:00;12:00;192;124
24.01.2023;12:00;13:00;192;126
24.01.2023;13:00;14:00;192;124
24.01.2023;14:00;15:00;192;123
24.01.2023;15:00;16:00;193;127
24.01.2023;16:00;17:00;193;124
24.01.2023;17:00;18:00;192;127
24.01.2023;18:00;19:00;192;124
24.01.2023;19:00;20:00;192;123
24.01.2023;20:00;21:00;192;126
24.01.2023;21:00;22:00;192;125
24.01.2023;22:00;23:00;192;123
24.01.2023;23:00;00:00;192;124
25.01.2023;00:00;01:00;192;127
25.01.2023;01:00;02:00;192;125
25.01.2023;02:00;03:00;194;123
25.01.2023;03:00;04:00;194;124
25.01.2023;04:00;05:00;193;124
25.01.2023;05:00;06:00;191;127
25.01.2023;06:00;07:00;191;124
25.01.2023;07:00;08:00;191;126
25.01.2023;08:00;09:00;184;123
25.01.2023;09:00;10:00;140;124
25.01.2023;10:00;11:00;135;125
25.01.2023;11:00;12:00;135;123
25.01.2023;12:00;13:00;135;125
25.01.2023;13:00;14:00;138;125
25.01.2023;14:00;15:00;138;127
25.01.2023;15:00;16:00;135;126
25.01.2023;16:00;17:00;136;124
25.01.2023;17:00;18:00;136;128
25.01.2023;18:00;19:00;135;125
25.01.2023;19:00;20:00;136;126
25.01.2023;20:00;21:00;135;125
25.01.2023;21:00;22:00;138;128
25.01.2023;22:00;23:00;139;127
25.01.2023;23:00;00:00;139;126
26.01.2023;00:00;01:00;138;128
26.01.2023;01:00;02:00;135;128
26.01.2023;02:00;03:00;135;123
26.01.2023;03:00;04:00;138;128
26.01.2023;04:00;05:00;138;127
26.01.2023;05:00;06:00;139;127
26.01.2023;06:00;07:00;139;127
26.01.2023;07:00;08:00;138;127
26.01.2023;08:00;09:00;167;126
26.01.2023;09:00;10:00;176;126
26.01.2023;10:00;11:00;180;127
26.01.2023;11:00;12:00;184;127
26.01.2023;12:00;13:00;184;126
26.01.2023;13:00;14:00;184;124
26.01.2023;14:00;15:00;184;126
26.01.2023;15:00;16:00;184;126
26.01.2023;16:00;17:00;184;125
26.01.2023;17:00;18:00;184;126
26.01.2023;18:00;19:00;184;124
26.01.2023;19:00;20:00;184;127
26.01.2023;20:00;21:00;184;125
26.01.2023;21:00;22:00;184;124
26.01.2023;22:00;23:00;184;125
26.01.2023;23:00;00:00;184;127
27.01.2023;00:00;01:00;184;127
27.01.2023;01:00;02:00;184;127
27.01.2023;02:00;03:00;184;126
27.01.2023;03:00;04:00;184;126
27.01.2023;04:00;05:00;184;125
27.01.2023;05:00;06:00;183;127
27.01.2023;06:00;07:00;184;129
27.01.2023;07:00;08:00;184;101
27.01.2023;08:00;09:00;183;75
27.01.2023;09:00;10:00;183;34
27.01.2023;10:00;11:00;186;0
27.01.2023;11:00;12:00;194;0
27.01.2023;12:00;13:00;195;0
27.01.2023;13:00;14:00;195;0
27.01.2023;14:00;15:00;194;0
27.01.2023;15:00;16:00;193;0
27.01.2023;16:00;17:00;194;0
27.01.2023;17:00;18:00;196;0
27.01.2023;18:00;19:00;196;0
27.01.2023;19:00;20:00;194;0
27.01.2023;20:00;21:00;194;0
27.01.2023;21:00;22:00;195;0
27.01.2023;22:00;23:00;195;0
27.01.2023;23:00;00:00;196;0
28.01.2023;00:00;01:00;195;0
28.01.2023;01:00;02:00;194;0
28.01.2023;02:00;03:00;194;0
28.01.2023;03:00;04:00;194;0
28.01.2023;04:00;05:00;195;0
28.01.2023;05:00;06:00;196;0
28.01.2023;06:00;07:00;195;0
28.01.2023;07:00;08:00;196;0
28.01.2023;08:00;09:00;195;0
28.01.2023;09:00;10:00;195;0
28.01.2023;10:00;11:00;194;0
28.01.2023;11:00;12:00;196;0
28.01.2023;12:00;13:00;196;0
28.01.2023;13:00;14:00;196;0
28.01.2023;14:00;15:00;196;0
28.01.2023;15:00;16:00;196;0
28.01.2023;16:00;17:00;195;0
28.01.2023;17:00;18:00;196;0
28.01.2023;18:00;19:00;196;0
28.01.2023;19:00;20:00;195;0
28.01.2023;20:00;21:00;193;0
28.01.2023;21:00;22:00;196;0
28.01.2023;22:00;23:00;195;0
28.01.2023;23:00;00:00;196;0
29.01.2023;00:00;01:00;195;0
29.01.2023;01:00;02:00;196;0
29.01.2023;02:00;03:00;196;0
29.01.2023;03:00;04:00;196;0
29.01.2023;04:00;05:00;195;0
29.01.2023;05:00;06:00;195;0
29.01.2023;06:00;07:00;196;0
29.01.2023;07:00;08:00;194;0
29.01.2023;08:00;09:00;196;0
29.01.2023;09:00;10:00;196;0
29.01.2023;10:00;11:00;196;0
29.01.2023;11:00;12:00;194;0
29.01.2023;12:00;13:00;194;0
29.01.2023;13:00;14:00;196;0
29.01.2023;14:00;15:00;194;0
29.01.2023;15:00;16:00;194;0
29.01.2023;16:00;17:00;194;0
29.01.2023;17:00;18:00;193;0
29.01.2023;18:00;19:00;193;0
29.01.2023;19:00;20:00;193;0
29.01.2023;20:00;21:00;193;0
29.01.2023;21:00;22:00;193;0
29.01.2023;22:00;23:00;196;0
29.01.2023;23:00;00:00;190;0
30.01.2023;00:00;01:00;147;0
30.01.2023;01:00;02:00;143;0
30.01.2023;02:00;03:00;143;0
30.01.2023;03:00;04:00;143;0
30.01.2023;04:00;05:00;143;0
30.01.2023;05:00;06:00;151;0
30.01.2023;06:00;07:00;195;0
30.01.2023;07:00;08:00;196;0
30.01.2023;08:00;09:00;195;0
30.01.2023;09:00;10:00;196;0
30.01.2023;10:00;11:00;196;0
30.01.2023;11:00;12:00;196;0
30.01.2023;12:00;13:00;196;0
30.01.2023;13:00;14:00;196;0
30.01.2023;14:00;15:00;196;0
30.01.2023;15:00;16:00;196;0
30.01.2023;16:00;17:00;195;0
30.01.2023;17:00;18:00;195;0
30.01.2023;18:00;19:00;194;0
30.01.2023;19:00;20:00;192;0
30.01.2023;20:00;21:00;193;0
30.01.2023;21:00;22:00;197;0
30.01.2023;22:00;23:00;196;0
30.01.2023;23:00;00:00;196;0
31.01.2023;00:00;01:00;197;0
31.01.2023;01:00;02:00;195;0
31.01.2023;02:00;03:00;196;0
31.01.2023;03:00;04:00;196;0
31.01.2023;04:00;05:00;196;0
31.01.2023;05:00;06:00;196;0
31.01.2023;06:00;07:00;193;0
31.01.2023;07:00;08:00;193;0
31.01.2023;08:00;09:00;196;0
31.01.2023;09:00;10:00;195;0
31.01.2023;10:00;11:00;194;0
31.01.2023;11:00;12:00;194;0
31.01.2023;12:00;13:00;195;0
31.01.2023;13:00;14:00;180;0
31.01.2023;14:00;15:00;176;0
31.01.2023;15:00;16:00;176;0
31.01.2023;16:00;17:00;176;0
31.01.2023;17:00;18:00;176;0
31.01.2023;18:00;19:00;176;0
31.01.2023;19:00;20:00;176;0
31.01.2023;20:00;21:00;176;0
31.01.2023;21:00;22:00;176;0
31.01.2023;22:00;23:00;176;0
31.01.2023;23:00;00:00;178;0
01.02.2023;00:00;01:00;168;0
01.02.2023;01:00;02:00;166;0
01.02.2023;02:00;03:00;156;0
01.02.2023;03:00;04:00;156;0
01.02.2023;04:00;05:00;156;0
01.02.2023;05:00;06:00;159;0
01.02.2023;06:00;07:00;157;0
01.02.2023;07:00;08:00;167;0
01.02.2023;08:00;09:00;187;0
01.02.2023;09:00;10:00;176;0
01.02.2023;10:00;11:00;176;0
01.02.2023;11:00;12:00;176;0
01.02.2023;12:00;13:00;178;0
01.02.2023;13:00;14:00;188;0
01.02.2023;14:00;15:00;187;0
01.02.2023;15:00;16:00;185;0
01.02.2023;16:00;17:00;184;0
01.02.2023;17:00;18:00;183;0
01.02.2023;18:00;19:00;183;0
01.02.2023;19:00;20:00;185;0
01.02.2023;20:00;21:00;187;0
01.02.2023;21:00;22:00;174;0
01.02.2023;22:00;23:00;171;0
01.02.2023;23:00;00:00;163;0
02.02.2023;00:00;01:00;144;0
02.02.2023;01:00;02:00;143;0
02.02.2023;02:00;03:00;146;0
02.02.2023;03:00;04:00;146;0
02.02.2023;04:00;05:00;144;0
02.02.2023;05:00;06:00;142;0
02.02.2023;06:00;07:00;142;0
02.02.2023;07:00;08:00;142;0
02.02.2023;08:00;09:00;142;0
02.02.2023;09:00;10:00;142;0
02.02.2023;10:00;11:00;142;0
02.02.2023;11:00;12:00;142;0
02.02.2023;12:00;13:00;142;0
02.02.2023;13:00;14:00;142;0
02.02.2023;14:00;15:00;144;0
02.02.2023;15:00;16:00;142;0
02.02.2023;16:00;17:00;142;0
02.02.2023;17:00;18:00;142;0
02.02.2023;18:00;19:00;142;0
02.02.2023;19:00;20:00;142;0
02.02.2023;20:00;21:00;144;0
02.02.2023;21:00;22:00;144;0
02.02.2023;22:00;23:00;144;0
02.02.2023;23:00;00:00;144;0
03.02.2023;00:00;01:00;143;0
03.02.2023;01:00;02:00;144;0
03.02.2023;02:00;03:00;143;0
03.02.2023;03:00;04:00;144;0
03.02.2023;04:00;05:00;144;0
03.02.2023;05:00;06:00;143;0
03.02.2023;06:00;07:00;143;0
03.02.2023;07:00;08:00;143;0
03.02.2023;08:00;09:00;143;0
03.02.2023;09:00;10:00;143;0
03.02.2023;10:00;11:00;143;0
03.02.2023;11:00;12:00;143;0
03.02.2023;12:00;13:00;143;0
03.02.2023;13:00;14:00;143;0
03.02.2023;14:00;15:00;143;0
03.02.2023;15:00;16:00;143;0
03.02.2023;16:00;17:00;143;0
03.02.2023;17:00;18:00;143;0
03.02.2023;18:00;19:00;143;0
03.02.2023;19:00;20:00;143;0
03.02.2023;20:00;21:00;143;0
03.02.2023;21:00;22:00;143;0
03.02.2023;22:00;23:00;143;0
03.02.2023;23:00;00:00;145;0
04.02.2023;00:00;01:00;144;0
04.02.2023;01:00;02:00;142;0
04.02.2023;02:00;03:00;142;0
04.02.2023;03:00;04:00;146;0
04.02.2023;04:00;05:00;145;0
04.02.2023;05:00;06:00;146;0
04.02.2023;06:00;07:00;146;0
04.02.2023;07:00;08:00;144;0
04.02.2023;08:00;09:00;144;0
04.02.2023;09:00;10:00;143;0
04.02.2023;10:00;11:00;142;0
04.02.2023;11:00;12:00;142;0
04.02.2023;12:00;13:00;142;0
04.02.2023;13:00;14:00;142;0
04.02.2023;14:00;15:00;144;0
04.02.2023;15:00;16:00;143;0
04.02.2023;16:00;17:00;142;0
04.02.2023;17:00;18:00;142;0
04.02.2023;18:00;19:00;145;0
04.02.2023;19:00;20:00;142;0
04.02.2023;20:00;21:00;141;0
04.02.2023;21:00;22:00;141;0
04.02.2023;22:00;23:00;142;0
04.02.2023;23:00;00:00;145;0
05.02.2023;00:00;01:00;142;0
05.02.2023;01:00;02:00;141;0
05.02.2023;02:00;03:00;141;0
05.02.2023;03:00;04:00;144;0
05.02.2023;04:00;05:00;145;0
05.02.2023;05:00;06:00;142;0
05.02.2023;06:00;07:00;141;0
05.02.2023;07:00;08:00;144;0
05.02.2023;08:00;09:00;142;0
05.02.2023;09:00;10:00;142;0
05.02.2023;10:00;11:00;146;0
05.02.2023;11:00;12:00;143;0
05.02.2023;12:00;13:00;141;0
05.02.2023;13:00;14:00;141;0
05.02.2023;14:00;15:00;142;0
05.02.2023;15:00;16:00;144;0
05.02.2023;16:00;17:00;142;0
05.02.2023;17:00;18:00;143;0
05.02.2023;18:00;19:00;143;0
05.02.2023;19:00;20:00;142;0
05.02.2023;20:00;21:00;144;0
05.02.2023;21:00;22:00;142;0
05.02.2023;22:00;23:00;142;0
05.02.2023;23:00;00:00;142;0
06.02.2023;00:00;01:00;142;0
06.02.2023;01:00;02:00;142;0
06.02.2023;02:00;03:00;142;0
06.02.2023;03:00;04:00;144;0
06.02.2023;04:00;05:00;144;0
06.02.2023;05:00;06:00;146;0
06.02.2023;06:00;07:00;143;0
06.02.2023;07:00;08:00;144;0
06.02.2023;08:00;09:00;142;0
06.02.2023;09:00;10:00;142;0
06.02.2023;10:00;11:00;142;0
06.02.2023;11:00;12:00;142;0
06.02.2023;12:00;13:00;142;0
06.02.2023;13:00;14:00;142;0
06.02.2023;14:00;15:00;142;0
06.02.2023;15:00;16:00;142;0
06.02.2023;16:00;17:00;143;0
06.02.2023;17:00;18:00;142;0
06.02.2023;18:00;19:00;144;0
06.02.2023;19:00;20:00;142;0
06.02.2023;20:00;21:00;142;0
06.02.2023;21:00;22:00;142;0
06.02.2023;22:00;23:00;142;0
06.02.2023;23:00;00:00;142;0
07.02.2023;00:00;01:00;142;0
07.02.2023;01:00;02:00;142;0
07.02.2023;02:00;03:00;142;0
07.02.2023;03:00;04:00;145;0
07.02.2023;04:00;05:00;144;0
07.02.2023;05:00;06:00;142;0
07.02.2023;06:00;07:00;142;0
07.02.2023;07:00;08:00;142;0
07.02.2023;08:00;09:00;143;0
07.02.2023;09:00;10:00;144;0
07.02.2023;10:00;11:00;144;0
07.02.2023;11:00;12:00;142;0
07.02.2023;12:00;13:00;141;0
07.02.2023;13:00;14:00;143;0
07.02.2023;14:00;15:00;144;0
07.02.2023;15:00;16:00;142;0
07.02.2023;16:00;17:00;142;0
07.02.2023;17:00;18:00;144;0
07.02.2023;18:00;19:00;143;0
07.02.2023;19:00;20:00;144;0
07.02.2023;20:00;21:00;144;0
07.02.2023;21:00;22:00;144;0
07.02.2023;22:00;23:00;144;0
07.02.2023;23:00;00:00;144;0
08.02.2023;00:00;01:00;142;0
08.02.2023;01:00;02:00;142;0
08.02.2023;02:00;03:00;143;0
08.02.2023;03:00;04:00;142;0
08.02.2023;04:00;05:00;144;0
08.02.2023;05:00;06:00;144;0
08.02.2023;06:00;07:00;143;0
08.02.2023;07:00;08:00;142;0
08.02.2023;08:00;09:00;142;0
08.02.2023;09:00;10:00;143;0
08.02.2023;10:00;11:00;143;0
08.02.2023;11:00;12:00;144;0
08.02.2023;12:00;13:00;144;0
08.02.2023;13:00;14:00;143;0
08.02.2023;14:00;15:00;144;0
08.02.2023;15:00;16:00;144;0
08.02.2023;16:00;17:00;143;0
08.02.2023;17:00;18:00;144;0
08.02.2023;18:00;19:00;144;0
08.02.2023;19:00;20:00;144;0
08.02.2023;20:00;21:00;144;0
08.02.2023;21:00;22:00;144;0
08.02.2023;22:00;23:00;143;0
08.02.2023;23:00;00:00;144;0
09.02.2023;00:00;01:00;143;0
09.02.2023;01:00;02:00;144;0
09.02.2023;02:00;03:00;143;0
09.02.2023;03:00;04:00;144;0
09.02.2023;04:00;05:00;143;0
09.02.2023;05:00;06:00;144;0
09.02.2023;06:00;07:00;142;0
09.02.2023;07:00;08:00;143;0
09.02.2023;08:00;09:00;142;0
09.02.2023;09:00;10:00;141;0
09.02.2023;10:00;11:00;142;0
09.02.2023;11:00;12:00;142;0
09.02.2023;12:00;13:00;143;0
09.02.2023;13:00;14:00;142;0
09.02.2023;14:00;15:00;144;0
09.02.2023;15:00;16:00;144;0
09.02.2023;16:00;17:00;144;0
09.02.2023;17:00;18:00;144;0
09.02.2023;18:00;19:00;145;0
09.02.2023;19:00;20:00;144;0
09.02.2023;20:00;21:00;144;0
09.02.2023;21:00;22:00;144;0
09.02.2023;22:00;23:00;143;0
09.02.2023;23:00;00:00;144;0
10.02.2023;00:00;01:00;144;0
10.02.2023;01:00;02:00;144;0
10.02.2023;02:00;03:00;144;0
10.02.2023;03:00;04:00;144;0
10.02.2023;04:00;05:00;144;0
10.02.2023;05:00;06:00;144;0
10.02.2023;06:00;07:00;144;0
10.02.2023;07:00;08:00;144;0
10.02.2023;08:00;09:00;142;0
10.02.2023;09:00;10:00;144;0
10.02.2023;10:00;11:00;143;0
10.02.2023;11:00;12:00;144;0
10.02.2023;12:00;13:00;144;0
10.02.2023;13:00;14:00;144;0
10.02.2023;14:00;15:00;144;0
10.02.2023;15:00;16:00;143;0
10.02.2023;16:00;17:00;143;0
10.02.2023;17:00;18:00;144;0
10.02.2023;18:00;19:00;144;0
10.02.2023;19:00;20:00;144;0
10.02.2023;20:00;21:00;144;0
10.02.2023;21:00;22:00;144;0
10.02.2023;22:00;23:00;142;0
10.02.2023;23:00;00:00;143;0
11.02.2023;00:00;01:00;143;0
11.02.2023;01:00;02:00;143;0
11.02.2023;02:00;03:00;143;0
11.02.2023;03:00;04:00;143;0
11.02.2023;04:00;05:00;143;0
11.02.2023;05:00;06:00;143;0
11.02.2023;06:00;07:00;143;0
11.02.2023;07:00;08:00;144;0
11.02.2023;08:00;09:00;143;0
11.02.2023;09:00;10:00;143;0
11.02.2023;10:00;11:00;143;0
11.02.2023;11:00;12:00;143;0
11.02.2023;12:00;13:00;143;0
11.02.2023;13:00;14:00;143;0
11.02.2023;14:00;15:00;143;0
11.02.2023;15:00;16:00;143;0
11.02.2023;16:00;17:00;143;0
11.02.2023;17:00;18:00;143;0
11.02.2023;18:00;19:00;142;0
11.02.2023;19:00;20:00;142;0
11.02.2023;20:00;21:00;145;0
11.02.2023;21:00;22:00;142;0
11.02.2023;22:00;23:00;142;0
11.02.2023;23:00;00:00;143;0
12.02.2023;00:00;01:00;143;0
12.02.2023;01:00;02:00;143;0
12.02.2023;02:00;03:00;143;0
12.02.2023;03:00;04:00;143;0
12.02.2023;04:00;05:00;143;0
12.02.2023;05:00;06:00;143;0
12.02.2023;06:00;07:00;143;0
12.02.2023;07:00;08:00;144;0
12.02.2023;08:00;09:00;143;0
12.02.2023;09:00;10:00;142;0
12.02.2023;10:00;11:00;144;0
12.02.2023;11:00;12:00;142;0
12.02.2023;12:00;13:00;142;0
12.02.2023;13:00;14:00;145;0
12.02.2023;14:00;15:00;142;0
12.02.2023;15:00;16:00;142;0
12.02.2023;16:00;17:00;142;0
12.02.2023;17:00;18:00;145;0
12.02.2023;18:00;19:00;142;0
12.02.2023;19:00;20:00;143;0
12.02.2023;20:00;21:00;143;0
12.02.2023;21:00;22:00;145;0
12.02.2023;22:00;23:00;145;0
12.02.2023;23:00;00:00;141;0
13.02.2023;00:00;01:00;143;0
13.02.2023;01:00;02:00;145;0
13.02.2023;02:00;03:00;144;0
13.02.2023;03:00;04:00;145;0
13.02.2023;04:00;05:00;145;0
13.02.2023;05:00;06:00;144;0
13.02.2023;06:00;07:00;144;0
13.02.2023;07:00;08:00;144;0
13.02.2023;08:00;09:00;153;0
13.02.2023;09:00;10:00;154;0
13.02.2023;10:00;11:00;154;0
13.02.2023;11:00;12:00;153;0
13.02.2023;12:00;13:00;153;0
13.02.2023;13:00;14:00;151;0
13.02.2023;14:00;15:00;151;0
13.02.2023;15:00;16:00;151;0
13.02.2023;16:00;17:00;153;0
13.02.2023;17:00;18:00;153;0
13.02.2023;18:00;19:00;154;0
13.02.2023;19:00;20:00;153;0
13.02.2023;20:00;21:00;154;0
13.02.2023;21:00;22:00;153;0
13.02.2023;22:00;23:00;153;0
13.02.2023;23:00;00:00;153;0
14.02.2023;00:00;01:00;153;0
14.02.2023;01:00;02:00;154;0
14.02.2023;02:00;03:00;153;0
14.02.2023;03:00;04:00;154;0
14.02.2023;04:00;05:00;152;0
14.02.2023;05:00;06:00;153;0
14.02.2023;06:00;07:00;153;0
14.02.2023;07:00;08:00;151;0
14.02.2023;08:00;09:00;151;0
14.02.2023;09:00;10:00;151;0
14.02.2023;10:00;11:00;151;0
14.02.2023;11:00;12:00;151;0
14.02.2023;12:00;13:00;151;0
14.02.2023;13:00;14:00;153;0
14.02.2023;14:00;15:00;153;0
14.02.2023;15:00;16:00;152;0
14.02.2023;16:00;17:00;152;0
14.02.2023;17:00;18:00;152;0
14.02.2023;18:00;19:00;152;0
14.02.2023;19:00;20:00;152;0
14.02.2023;20:00;21:00;152;0
14.02.2023;21:00;22:00;152;0
14.02.2023;22:00;23:00;152;0
14.02.2023;23:00;00:00;152;0
15.02.2023;00:00;01:00;151;0
15.02.2023;01:00;02:00;152;0
15.02.2023;02:00;03:00;152;0
15.02.2023;03:00;04:00;152;0
15.02.2023;04:00;05:00;152;0
15.02.2023;05:00;06:00;152;0
15.02.2023;06:00;07:00;152;0
15.02.2023;07:00;08:00;152;0
15.02.2023;08:00;09:00;152;0
15.02.2023;09:00;10:00;152;0
15.02.2023;10:00;11:00;152;0
15.02.2023;11:00;12:00;152;0
15.02.2023;12:00;13:00;152;0
15.02.2023;13:00;14:00;152;0
15.02.2023;14:00;15:00;152;0
15.02.2023;15:00;16:00;152;0
15.02.2023;16:00;17:00;152;0
15.02.2023;17:00;18:00;166;0
15.02.2023;18:00;19:00;180;0
15.02.2023;19:00;20:00;180;0
15.02.2023;20:00;21:00;160;0
15.02.2023;21:00;22:00;151;0
15.02.2023;22:00;23:00;151;0
15.02.2023;23:00;00:00;152;0
16.02.2023;00:00;01:00;155;0
16.02.2023;01:00;02:00;151;0
16.02.2023;02:00;03:00;151;0
16.02.2023;03:00;04:00;151;0
16.02.2023;04:00;05:00;154;0
16.02.2023;05:00;06:00;155;0
16.02.2023;06:00;07:00;151;0
16.02.2023;07:00;08:00;153;0
16.02.2023;08:00;09:00;150;0
16.02.2023;09:00;10:00;150;0
16.02.2023;10:00;11:00;150;0
16.02.2023;11:00;12:00;151;0
16.02.2023;12:00;13:00;151;0
16.02.2023;13:00;14:00;151;0
16.02.2023;14:00;15:00;151;0
16.02.2023;15:00;16:00;153;0
16.02.2023;16:00;17:00;153;0
16.02.2023;17:00;18:00;153;0
16.02.2023;18:00;19:00;152;0
16.02.2023;19:00;20:00;152;0
16.02.2023;20:00;21:00;152;0
16.02.2023;21:00;22:00;152;0
16.02.2023;22:00;23:00;152;0
16.02.2023;23:00;00:00;153;0
17.02.2023;00:00;01:00;152;0
17.02.2023;01:00;02:00;154;0
17.02.2023;02:00;03:00;153;0
17.02.2023;03:00;04:00;153;0
17.02.2023;04:00;05:00;153;0
17.02.2023;05:00;06:00;152;0
17.02.2023;06:00;07:00;152;0
17.02.2023;07:00;08:00;152;0
17.02.2023;08:00;09:00;150;0
17.02.2023;09:00;10:00;152;0
17.02.2023;10:00;11:00;148;0
17.02.2023;11:00;12:00;92;0
17.02.2023;12:00;13:00;87;0
17.02.2023;13:00;14:00;84;0
17.02.2023;14:00;15:00;84;0
17.02.2023;15:00;16:00;84;0
17.02.2023;16:00;17:00;86;0
17.02.2023;17:00;18:00;87;0
17.02.2023;18:00;19:00;87;0
17.02.2023;19:00;20:00;85;0
17.02.2023;20:00;21:00;86;0
17.02.2023;21:00;22:00;83;0
17.02.2023;22:00;23:00;81;0
17.02.2023;23:00;00:00;91;0
18.02.2023;00:00;01:00;139;0
18.02.2023;01:00;02:00;137;0
18.02.2023;02:00;03:00;138;0
18.02.2023;03:00;04:00;137;0
18.02.2023;04:00;05:00;138;0
18.02.2023;05:00;06:00;140;0
18.02.2023;06:00;07:00;139;0
18.02.2023;07:00;08:00;138;0
18.02.2023;08:00;09:00;136;0
18.02.2023;09:00;10:00;139;0
18.02.2023;10:00;11:00;136;0
18.02.2023;11:00;12:00;139;0
18.02.2023;12:00;13:00;139;0
18.02.2023;13:00;14:00;138;0
18.02.2023;14:00;15:00;136;0
18.02.2023;15:00;16:00;136;0
18.02.2023;16:00;17:00;136;0
18.02.2023;17:00;18:00;151;0
18.02.2023;18:00;19:00;157;0
18.02.2023;19:00;20:00;157;0
18.02.2023;20:00;21:00;156;0
18.02.2023;21:00;22:00;158;0
18.02.2023;22:00;23:00;156;0
18.02.2023;23:00;00:00;156;0
19.02.2023;00:00;01:00;156;0
19.02.2023;01:00;02:00;155;0
19.02.2023;02:00;03:00;156;0
19.02.2023;03:00;04:00;156;0
19.02.2023;04:00;05:00;157;0
19.02.2023;05:00;06:00;157;0
19.02.2023;06:00;07:00;156;0
19.02.2023;07:00;08:00;157;0
19.02.2023;08:00;09:00;156;0
19.02.2023;09:00;10:00;156;0
19.02.2023;10:00;11:00;156;0
19.02.2023;11:00;12:00;156;0
19.02.2023;12:00;13:00;156;0
19.02.2023;13:00;14:00;156;0
19.02.2023;14:00;15:00;156;0
19.02.2023;15:00;16:00;156;0
19.02.2023;16:00;17:00;156;0
19.02.2023;17:00;18:00;156;0
19.02.2023;18:00;19:00;156;0
19.02.2023;19:00;20:00;156;0
