Datum;Anfang;Ende;Generation_DE HKW Reuter West Dampfturbine D [MW] Originalauflösungen;Generation_DE HKW Reuter West Dampfturbine E [MW] Originalauflösungen
22.03.2023;08:00;09:00;128;113
22.03.2023;09:00;10:00;129;114
22.03.2023;10:00;11:00;127;115
22.03.2023;11:00;12:00;126;117
22.03.2023;12:00;13:00;129;114
22.03.2023;13:00;14:00;103;69
22.03.2023;14:00;15:00;97;56
22.03.2023;15:00;16:00;101;62
22.03.2023;16:00;17:00;129;114
22.03.2023;17:00;18:00;143;115
22.03.2023;18:00;19:00;147;118
22.03.2023;19:00;20:00;156;115
22.03.2023;20:00;21:00;144;116
22.03.2023;21:00;22:00;138;116
22.03.2023;22:00;23:00;135;115
22.03.2023;23:00;00:00;129;115
23.03.2023;00:00;01:00;129;115
23.03.2023;01:00;02:00;129;117
23.03.2023;02:00;03:00;129;116
23.03.2023;03:00;04:00;130;113
23.03.2023;04:00;05:00;129;115
23.03.2023;05:00;06:00;129;117
23.03.2023;06:00;07:00;129;116
23.03.2023;07:00;08:00;129;116
23.03.2023;08:00;09:00;126;116
23.03.2023;09:00;10:00;127;117
23.03.2023;10:00;11:00;127;117
23.03.2023;11:00;12:00;127;115
23.03.2023;12:00;13:00;127;123
23.03.2023;13:00;14:00;128;126
23.03.2023;14:00;15:00;119;119
23.03.2023;15:00;16:00;119;116
23.03.2023;16:00;17:00;120;116
23.03.2023;17:00;18:00;120;114
23.03.2023;18:00;19:00;139;125
23.03.2023;19:00;20:00;141;121
23.03.2023;20:00;21:00;128;116
23.03.2023;21:00;22:00;142;124
23.03.2023;22:00;23:00;128;126
23.03.2023;23:00;00:00;118;125
24.03.2023;00:00;01:00;121;124
24.03.2023;01:00;02:00;118;125
24.03.2023;02:00;03:00;119;124
24.03.2023;03:00;04:00;120;128
24.03.2023;04:00;05:00;119;125
24.03.2023;05:00;06:00;122;125
24.03.2023;06:00;07:00;119;125
24.03.2023;07:00;08:00;120;125
24.03.2023;08:00;09:00;115;125
24.03.2023;09:00;10:00;118;125
24.03.2023;10:00;11:00;119;125
24.03.2023;11:00;12:00;119;125
24.03.2023;12:00;13:00;119;124
24.03.2023;13:00;14:00;120;126
24.03.2023;14:00;15:00;120;125
24.03.2023;15:00;16:00;131;127
24.03.2023;16:00;17:00;129;126
24.03.2023;17:00;18:00;128;125
24.03.2023;18:00;19:00;152;125
24.03.2023;19:00;20:00;137;117
24.03.2023;20:00;21:00;127;115
24.03.2023;21:00;22:00;131;117
24.03.2023;22:00;23:00;129;116
24.03.2023;23:00;00:00;117;106
25.03.2023;00:00;01:00;100;74
25.03.2023;01:00;02:00;100;76
25.03.2023;02:00;03:00;93;63
25.03.2023;03:00;04:00;93;61
25.03.2023;04:00;05:00;92;61
25.03.2023;05:00;06:00;94;63
25.03.2023;06:00;07:00;93;62
25.03.2023;07:00;08:00;93;63
25.03.2023;08:00;09:00;91;63
25.03.2023;09:00;10:00;91;63
25.03.2023;10:00;11:00;91;60
25.03.2023;11:00;12:00;92;63
25.03.2023;12:00;13:00;94;62
25.03.2023;13:00;14:00;93;64
25.03.2023;14:00;15:00;91;60
25.03.2023;15:00;16:00;92;61
25.03.2023;16:00;17:00;92;62
25.03.2023;17:00;18:00;95;72
25.03.2023;18:00;19:00;121;114
25.03.2023;19:00;20:00;122;113
25.03.2023;20:00;21:00;127;116
25.03.2023;21:00;22:00;122;116
25.03.2023;22:00;23:00;122;114
25.03.2023;23:00;00:00;124;116
26.03.2023;00:00;01:00;123;113
26.03.2023;01:00;02:00;127;114
26.03.2023;03:00;04:00;124;115
26.03.2023;04:00;05:00;125;113
26.03.2023;05:00;06:00;126;116
26.03.2023;06:00;07:00;124;114
26.03.2023;07:00;08:00;124;115
26.03.2023;08:00;09:00;124;114
26.03.2023;09:00;10:00;125;114
26.03.2023;10:00;11:00;122;114
26.03.2023;11:00;12:00;126;114
26.03.2023;12:00;13:00;124;114
26.03.2023;13:00;14:00;124;115
26.03.2023;14:00;15:00;124;116
26.03.2023;15:00;16:00;124;114
26.03.2023;16:00;17:00;125;115
26.03.2023;17:00;18:00;124;116
26.03.2023;18:00;19:00;123;114
26.03.2023;19:00;20:00;126;115
26.03.2023;20:00;21:00;143;123
26.03.2023;21:00;22:00;136;126
26.03.2023;22:00;23:00;133;125
26.03.2023;23:00;00:00;133;124
27.03.2023;00:00;01:00;133;123
27.03.2023;01:00;02:00;133;126
27.03.2023;02:00;03:00;133;123
27.03.2023;03:00;04:00;135;124
27.03.2023;04:00;05:00;125;123
27.03.2023;05:00;06:00;124;124
27.03.2023;06:00;07:00;125;124
27.03.2023;07:00;08:00;127;123
27.03.2023;08:00;09:00;151;121
27.03.2023;09:00;10:00;155;121
27.03.2023;10:00;11:00;131;121
27.03.2023;11:00;12:00;127;118
27.03.2023;12:00;13:00;127;117
27.03.2023;13:00;14:00;128;120
27.03.2023;14:00;15:00;128;120
27.03.2023;15:00;16:00;129;118
27.03.2023;16:00;17:00;129;118
27.03.2023;17:00;18:00;130;119
27.03.2023;18:00;19:00;128;118
27.03.2023;19:00;20:00;128;118
27.03.2023;20:00;21:00;130;118
27.03.2023;21:00;22:00;127;119
27.03.2023;22:00;23:00;130;116
27.03.2023;23:00;00:00;132;114
28.03.2023;00:00;01:00;131;114
28.03.2023;01:00;02:00;133;114
28.03.2023;02:00;03:00;134;114
28.03.2023;03:00;04:00;134;114
28.03.2023;04:00;05:00;133;113
28.03.2023;05:00;06:00;133;115
28.03.2023;06:00;07:00;133;114
28.03.2023;07:00;08:00;138;115
28.03.2023;08:00;09:00;161;115
28.03.2023;09:00;10:00;162;116
28.03.2023;10:00;11:00;161;115
28.03.2023;11:00;12:00;144;115
28.03.2023;12:00;13:00;130;115
28.03.2023;13:00;14:00;133;119
28.03.2023;14:00;15:00;133;118
28.03.2023;15:00;16:00;133;116
28.03.2023;16:00;17:00;136;117
28.03.2023;17:00;18:00;162;117
28.03.2023;18:00;19:00;162;116
28.03.2023;19:00;20:00;135;118
28.03.2023;20:00;21:00;138;116
28.03.2023;21:00;22:00;163;116
28.03.2023;22:00;23:00;161;115
28.03.2023;23:00;00:00;146;113
29.03.2023;00:00;01:00;146;113
29.03.2023;01:00;02:00;146;115
29.03.2023;02:00;03:00;146;115
29.03.2023;03:00;04:00;146;116
29.03.2023;04:00;05:00;146;114
29.03.2023;05:00;06:00;159;115
29.03.2023;06:00;07:00;162;116
29.03.2023;07:00;08:00;162;118
29.03.2023;08:00;09:00;162;116
29.03.2023;09:00;10:00;161;115
29.03.2023;10:00;11:00;153;115
29.03.2023;11:00;12:00;132;117
29.03.2023;12:00;13:00;133;115
29.03.2023;13:00;14:00;133;119
29.03.2023;14:00;15:00;133;118
29.03.2023;15:00;16:00;131;117
29.03.2023;16:00;17:00;123;115
29.03.2023;17:00;18:00;128;117
29.03.2023;18:00;19:00;147;119
29.03.2023;19:00;20:00;149;116
29.03.2023;20:00;21:00;149;115
29.03.2023;21:00;22:00;147;116
29.03.2023;22:00;23:00;149;117
29.03.2023;23:00;00:00;138;115
30.03.2023;00:00;01:00;133;117
30.03.2023;01:00;02:00;133;119
30.03.2023;02:00;03:00;133;118
30.03.2023;03:00;04:00;133;117
30.03.2023;04:00;05:00;135;117
30.03.2023;05:00;06:00;132;117
30.03.2023;06:00;07:00;132;117
30.03.2023;07:00;08:00;132;117
30.03.2023;08:00;09:00;133;118
30.03.2023;09:00;10:00;132;117
30.03.2023;10:00;11:00;132;116
30.03.2023;11:00;12:00;132;116
30.03.2023;12:00;13:00;134;117
30.03.2023;13:00;14:00;132;118
30.03.2023;14:00;15:00;132;118
30.03.2023;15:00;16:00;132;118
30.03.2023;16:00;17:00;135;115
30.03.2023;17:00;18:00;133;119
30.03.2023;18:00;19:00;134;118
30.03.2023;19:00;20:00;135;117
30.03.2023;20:00;21:00;135;118
30.03.2023;21:00;22:00;135;118
30.03.2023;22:00;23:00;134;118
30.03.2023;23:00;00:00;128;118
31.03.2023;00:00;01:00;122;118
31.03.2023;01:00;02:00;124;118
31.03.2023;02:00;03:00;125;117
31.03.2023;03:00;04:00;126;120
31.03.2023;04:00;05:00;125;119
31.03.2023;05:00;06:00;123;118
31.03.2023;06:00;07:00;144;123
31.03.2023;07:00;08:00;152;123
31.03.2023;08:00;09:00;152;124
31.03.2023;09:00;10:00;133;122
31.03.2023;10:00;11:00;129;121
31.03.2023;11:00;12:00;129;121
31.03.2023;12:00;13:00;129;121
31.03.2023;13:00;14:00;129;121
31.03.2023;14:00;15:00;129;122
31.03.2023;15:00;16:00;128;122
31.03.2023;16:00;17:00;127;122
31.03.2023;17:00;18:00;134;123
31.03.2023;18:00;19:00;147;121
31.03.2023;19:00;20:00;128;121
31.03.2023;20:00;21:00;123;121
31.03.2023;21:00;22:00;124;121
31.03.2023;22:00;23:00;124;123
31.03.2023;23:00;00:00;124;122
01.04.2023;00:00;01:00;124;121
01.04.2023;01:00;02:00;121;124
01.04.2023;02:00;03:00;118;121
01.04.2023;03:00;04:00;119;125
01.04.2023;04:00;05:00;119;121
01.04.2023;05:00;06:00;120;123
01.04.2023;06:00;07:00;119;123
01.04.2023;07:00;08:00;120;122
01.04.2023;08:00;09:00;119;121
01.04.2023;09:00;10:00;116;121
01.04.2023;10:00;11:00;121;118
01.04.2023;11:00;12:00;125;115
01.04.2023;12:00;13:00;126;113
01.04.2023;13:00;14:00;126;117
01.04.2023;14:00;15:00;124;115
01.04.2023;15:00;16:00;125;115
01.04.2023;16:00;17:00;124;115
01.04.2023;17:00;18:00;125;114
01.04.2023;18:00;19:00;136;113
01.04.2023;19:00;20:00;133;116
01.04.2023;20:00;21:00;135;115
01.04.2023;21:00;22:00;134;115
01.04.2023;22:00;23:00;134;115
01.04.2023;23:00;00:00;127;112
02.04.2023;00:00;01:00;124;115
02.04.2023;01:00;02:00;124;115
02.04.2023;02:00;03:00;125;114
02.04.2023;03:00;04:00;128;116
02.04.2023;04:00;05:00;124;115
02.04.2023;05:00;06:00;126;114
02.04.2023;06:00;07:00;125;113
02.04.2023;07:00;08:00;126;114
02.04.2023;08:00;09:00;125;113
02.04.2023;09:00;10:00;125;111
02.04.2023;10:00;11:00;124;114
02.04.2023;11:00;12:00;125;114
02.04.2023;12:00;13:00;124;113
02.04.2023;13:00;14:00;125;114
02.04.2023;14:00;15:00;126;115
02.04.2023;15:00;16:00;151;114
02.04.2023;16:00;17:00;178;114
02.04.2023;17:00;18:00;175;114
02.04.2023;18:00;19:00;175;114
02.04.2023;19:00;20:00;175;113
02.04.2023;20:00;21:00;175;113
02.04.2023;21:00;22:00;174;113
02.04.2023;22:00;23:00;175;113
02.04.2023;23:00;00:00;175;113
03.04.2023;00:00;01:00;139;113
03.04.2023;01:00;02:00;138;113
03.04.2023;02:00;03:00;137;113
03.04.2023;03:00;04:00;138;114
03.04.2023;04:00;05:00;138;113
03.04.2023;05:00;06:00;144;114
03.04.2023;06:00;07:00;166;114
03.04.2023;07:00;08:00;172;114
03.04.2023;08:00;09:00;174;114
03.04.2023;09:00;10:00;167;110
03.04.2023;10:00;11:00;135;113
03.04.2023;11:00;12:00;136;114
03.04.2023;12:00;13:00;128;114
03.04.2023;13:00;14:00;125;114
03.04.2023;14:00;15:00;129;114
03.04.2023;15:00;16:00;142;111
03.04.2023;16:00;17:00;145;113
03.04.2023;17:00;18:00;166;113
03.04.2023;18:00;19:00;171;114
03.04.2023;19:00;20:00;170;114
03.04.2023;20:00;21:00;171;114
03.04.2023;21:00;22:00;171;114
03.04.2023;22:00;23:00;172;112
03.04.2023;23:00;00:00;172;113
04.04.2023;00:00;01:00;172;113
04.04.2023;01:00;02:00;171;113
04.04.2023;02:00;03:00;171;112
04.04.2023;03:00;04:00;172;112
04.04.2023;04:00;05:00;171;115
04.04.2023;05:00;06:00;171;113
04.04.2023;06:00;07:00;169;113
04.04.2023;07:00;08:00;176;113
04.04.2023;08:00;09:00;179;113
04.04.2023;09:00;10:00;151;111
04.04.2023;10:00;11:00;137;111
04.04.2023;11:00;12:00;134;112
04.04.2023;12:00;13:00;137;113
04.04.2023;13:00;14:00;138;112
04.04.2023;14:00;15:00;138;113
04.04.2023;15:00;16:00;140;113
04.04.2023;16:00;17:00;138;113
04.04.2023;17:00;18:00;140;113
04.04.2023;18:00;19:00;135;113
04.04.2023;19:00;20:00;136;113
04.04.2023;20:00;21:00;139;112
04.04.2023;21:00;22:00;145;35
04.04.2023;22:00;23:00;148;0
04.04.2023;23:00;00:00;147;0
05.04.2023;00:00;01:00;147;0
05.04.2023;01:00;02:00;147;0
05.04.2023;02:00;03:00;147;0
05.04.2023;03:00;04:00;147;0
05.04.2023;04:00;05:00;148;0
05.04.2023;05:00;06:00;148;0
05.04.2023;06:00;07:00;147;0
05.04.2023;07:00;08:00;148;0
05.04.2023;08:00;09:00;148;0
05.04.2023;09:00;10:00;148;0
05.04.2023;10:00;11:00;147;0
05.04.2023;11:00;12:00;147;0
05.04.2023;12:00;13:00;148;0
05.04.2023;13:00;14:00;148;0
05.04.2023;14:00;15:00;146;0
05.04.2023;15:00;16:00;147;0
05.04.2023;16:00;17:00;148;0
05.04.2023;17:00;18:00;145;0
05.04.2023;18:00;19:00;148;0
05.04.2023;19:00;20:00;148;0
05.04.2023;20:00;21:00;147;0
05.04.2023;21:00;22:00;148;0
05.04.2023;22:00;23:00;148;0
05.04.2023;23:00;00:00;148;0
06.04.2023;00:00;01:00;148;0
06.04.2023;01:00;02:00;148;0
06.04.2023;02:00;03:00;145;0
06.04.2023;03:00;04:00;147;0
06.04.2023;04:00;05:00;147;0
06.04.2023;05:00;06:00;147;0
06.04.2023;06:00;07:00;147;0
06.04.2023;07:00;08:00;147;0
06.04.2023;08:00;09:00;147;0
06.04.2023;09:00;10:00;147;0
06.04.2023;10:00;11:00;146;0
06.04.2023;11:00;12:00;147;0
06.04.2023;12:00;13:00;147;0
06.04.2023;13:00;14:00;147;0
06.04.2023;14:00;15:00;146;0
06.04.2023;15:00;16:00;146;0
06.04.2023;16:00;17:00;146;0
06.04.2023;17:00;18:00;148;0
06.04.2023;18:00;19:00;148;0
06.04.2023;19:00;20:00;149;0
06.04.2023;20:00;21:00;149;0
06.04.2023;21:00;22:00;150;0
06.04.2023;22:00;23:00;150;0
06.04.2023;23:00;00:00;146;0
07.04.2023;00:00;01:00;147;0
07.04.2023;01:00;02:00;150;0
07.04.2023;02:00;03:00;149;0
07.04.2023;03:00;04:00;148;0
07.04.2023;04:00;05:00;147;0
07.04.2023;05:00;06:00;147;0
07.04.2023;06:00;07:00;147;0
07.04.2023;07:00;08:00;148;0
07.04.2023;08:00;09:00;144;0
07.04.2023;09:00;10:00;146;0
07.04.2023;10:00;11:00;127;0
07.04.2023;11:00;12:00;115;0
07.04.2023;12:00;13:00;117;0
07.04.2023;13:00;14:00;118;0
07.04.2023;14:00;15:00;118;0
07.04.2023;15:00;16:00;118;0
07.04.2023;16:00;17:00;118;0
07.04.2023;17:00;18:00;118;0
07.04.2023;18:00;19:00;117;0
07.04.2023;19:00;20:00;119;0
07.04.2023;20:00;21:00;118;0
07.04.2023;21:00;22:00;119;0
07.04.2023;22:00;23:00;118;0
07.04.2023;23:00;00:00;118;0
08.04.2023;00:00;01:00;118;0
08.04.2023;01:00;02:00;119;0
08.04.2023;02:00;03:00;118;0
08.04.2023;03:00;04:00;113;0
08.04.2023;04:00;05:00;121;0
08.04.2023;05:00;06:00;119;0
08.04.2023;06:00;07:00;119;0
08.04.2023;07:00;08:00;119;0
08.04.2023;08:00;09:00;120;0
08.04.2023;09:00;10:00;117;0
08.04.2023;10:00;11:00;118;0
08.04.2023;11:00;12:00;120;0
08.04.2023;12:00;13:00;120;0
08.04.2023;13:00;14:00;118;0
08.04.2023;14:00;15:00;119;0
08.04.2023;15:00;16:00;118;0
08.04.2023;16:00;17:00;117;0
08.04.2023;17:00;18:00;119;0
08.04.2023;18:00;19:00;120;0
08.04.2023;19:00;20:00;117;0
08.04.2023;20:00;21:00;117;0
08.04.2023;21:00;22:00;120;0
08.04.2023;22:00;23:00;120;0
08.04.2023;23:00;00:00;120;0
09.04.2023;00:00;01:00;118;0
09.04.2023;01:00;02:00;120;0
09.04.2023;02:00;03:00;120;0
09.04.2023;03:00;04:00;120;0
09.04.2023;04:00;05:00;118;0
09.04.2023;05:00;06:00;119;0
09.04.2023;06:00;07:00;119;0
09.04.2023;07:00;08:00;118;0
09.04.2023;08:00;09:00;118;0
09.04.2023;09:00;10:00;115;0
09.04.2023;10:00;11:00;119;0
09.04.2023;11:00;12:00;119;0
09.04.2023;12:00;13:00;118;0
09.04.2023;13:00;14:00;119;0
09.04.2023;14:00;15:00;118;0
09.04.2023;15:00;16:00;116;0
09.04.2023;16:00;17:00;117;0
09.04.2023;17:00;18:00;119;0
09.04.2023;18:00;19:00;119;0
09.04.2023;19:00;20:00;119;0
09.04.2023;20:00;21:00;117;0
09.04.2023;21:00;22:00;118;0
09.04.2023;22:00;23:00;118;0
09.04.2023;23:00;00:00;119;0
10.04.2023;00:00;01:00;118;0
10.04.2023;01:00;02:00;119;0
10.04.2023;02:00;03:00;119;0
10.04.2023;03:00;04:00;118;0
10.04.2023;04:00;05:00;119;0
10.04.2023;05:00;06:00;122;0
10.04.2023;06:00;07:00;120;0
10.04.2023;07:00;08:00;119;0
10.04.2023;08:00;09:00;118;0
10.04.2023;09:00;10:00;115;0
10.04.2023;10:00;11:00;118;0
10.04.2023;11:00;12:00;119;0
10.04.2023;12:00;13:00;119;0
10.04.2023;13:00;14:00;120;0
10.04.2023;14:00;15:00;118;0
10.04.2023;15:00;16:00;118;0
10.04.2023;16:00;17:00;118;0
10.04.2023;17:00;18:00;119;0
10.04.2023;18:00;19:00;118;0
10.04.2023;19:00;20:00;120;0
10.04.2023;20:00;21:00;118;0
10.04.2023;21:00;22:00;118;0
10.04.2023;22:00;23:00;118;0
10.04.2023;23:00;00:00;118;0
11.04.2023;00:00;01:00;118;0
11.04.2023;01:00;02:00;118;0
11.04.2023;02:00;03:00;118;0
