Date;Start;End;Generation_DE D [MW] Original resolutions;Generation_DE C [MW] Original resolutions;Generation_DE E [MW] Original resolutions;Generation_DE Weisweiler G VGT [MW] Original resolutions;Generation_DE Weisweiler H VGT [MW] Original resolutions;Generation_DE Weisweiler F [MW] Original resolutions;Generation_DE Weisweiler G [MW] Original resolutions;Generation_DE Weisweiler H [MW] Original resolutions
02.01.2021;22:00;23:00;-;-;154;0;0;320;439;664
02.01.2021;23:00;00:00;-;-;153;0;0;321;412;506
03.01.2021;00:00;01:00;-;-;116;0;0;239;291;350
03.01.2021;01:00;02:00;-;-;95;0;0;190;288;346
03.01.2021;02:00;03:00;-;-;94;0;0;191;282;338
03.01.2021;03:00;04:00;-;-;93;0;0;191;258;310
03.01.2021;04:00;05:00;-;-;94;0;0;192;253;305
03.01.2021;05:00;06:00;-;-;89;0;0;191;248;297
03.01.2021;06:00;07:00;-;-;88;0;0;189;249;297
03.01.2021;07:00;08:00;-;-;87;0;0;189;250;297
03.01.2021;08:00;09:00;-;-;93;0;0;191;254;354
03.01.2021;09:00;10:00;-;-;94;0;0;192;254;358
03.01.2021;10:00;11:00;-;-;94;0;0;191;254;360
03.01.2021;11:00;12:00;-;-;94;0;0;192;254;359
03.01.2021;12:00;13:00;-;-;93;0;0;191;254;359
03.01.2021;13:00;14:00;-;-;93;0;0;191;254;358
03.01.2021;14:00;15:00;-;-;91;0;0;191;254;358
03.01.2021;15:00;16:00;-;-;91;0;0;190;254;359
03.01.2021;16:00;17:00;-;-;92;0;0;191;254;359
03.01.2021;17:00;18:00;-;-;92;0;0;191;254;360
03.01.2021;18:00;19:00;-;-;92;0;0;191;255;359
03.01.2021;19:00;20:00;-;-;92;0;0;192;253;360
03.01.2021;20:00;21:00;-;-;91;0;0;191;254;360
03.01.2021;21:00;22:00;-;-;92;0;0;192;255;360
03.01.2021;22:00;23:00;-;-;92;0;0;193;254;361
03.01.2021;23:00;00:00;-;-;91;0;0;191;255;360
04.01.2021;00:00;01:00;-;-;85;0;0;191;254;360
04.01.2021;01:00;02:00;-;-;85;0;0;191;254;359
04.01.2021;02:00;03:00;-;-;85;0;0;190;253;359
04.01.2021;03:00;04:00;-;-;78;0;0;189;254;359
04.01.2021;04:00;05:00;-;-;135;0;0;190;255;361
04.01.2021;05:00;06:00;-;-;252;0;0;258;453;556
04.01.2021;06:00;07:00;-;-;318;0;0;322;653;664
04.01.2021;07:00;08:00;-;-;314;0;0;321;653;666
04.01.2021;08:00;09:00;-;-;312;0;0;320;652;666
04.01.2021;09:00;10:00;-;-;313;0;0;321;652;664
04.01.2021;10:00;11:00;-;-;314;0;0;320;651;666
04.01.2021;11:00;12:00;-;-;315;0;0;320;652;665
04.01.2021;12:00;13:00;-;-;314;0;0;320;650;664
04.01.2021;13:00;14:00;-;-;314;0;0;322;652;664
04.01.2021;14:00;15:00;-;-;315;0;0;321;651;666
04.01.2021;15:00;16:00;-;-;313;0;0;321;651;664
04.01.2021;16:00;17:00;-;-;313;0;0;321;654;665
04.01.2021;17:00;18:00;-;-;313;0;0;321;650;664
04.01.2021;18:00;19:00;-;-;317;0;0;320;651;664
04.01.2021;19:00;20:00;-;-;318;0;0;323;652;664
04.01.2021;20:00;21:00;-;-;318;0;0;322;653;663
04.01.2021;21:00;22:00;-;-;320;0;0;321;650;664
04.01.2021;22:00;23:00;-;-;319;0;0;321;654;666
04.01.2021;23:00;00:00;-;-;317;0;0;321;654;665
05.01.2021;00:00;01:00;-;-;251;0;0;245;651;669
05.01.2021;01:00;02:00;-;-;190;0;0;191;644;665
05.01.2021;02:00;03:00;-;-;189;0;0;192;651;666
05.01.2021;03:00;04:00;-;-;189;0;0;192;647;665
05.01.2021;04:00;05:00;-;-;188;0;0;193;651;666
05.01.2021;05:00;06:00;-;-;202;0;0;205;650;666
05.01.2021;06:00;07:00;-;-;300;0;0;305;652;666
05.01.2021;07:00;08:00;-;-;316;113;0;321;649;667
05.01.2021;08:00;09:00;-;-;316;215;0;321;643;667
05.01.2021;09:00;10:00;-;-;319;218;0;322;644;666
05.01.2021;10:00;11:00;-;-;318;218;0;322;642;666
05.01.2021;11:00;12:00;-;-;317;218;0;320;649;665
05.01.2021;12:00;13:00;-;-;318;218;0;321;651;668
05.01.2021;13:00;14:00;-;-;318;218;0;323;653;667
05.01.2021;14:00;15:00;-;-;318;218;0;320;652;667
05.01.2021;15:00;16:00;-;-;315;218;0;320;651;666
05.01.2021;16:00;17:00;-;-;317;218;0;321;651;665
05.01.2021;17:00;18:00;-;-;318;218;0;321;651;666
05.01.2021;18:00;19:00;-;-;318;180;0;320;606;666
05.01.2021;19:00;20:00;-;-;317;1;0;320;589;664
05.01.2021;20:00;21:00;-;-;317;0;0;320;542;665
05.01.2021;21:00;22:00;-;-;316;0;0;321;379;663
05.01.2021;22:00;23:00;-;-;316;0;0;318;280;511
05.01.2021;23:00;00:00;-;-;258;0;0;263;253;362
06.01.2021;00:00;01:00;-;-;191;0;0;192;255;359
06.01.2021;01:00;02:00;-;-;189;0;0;190;253;360
06.01.2021;02:00;03:00;-;-;189;0;0;191;253;357
06.01.2021;03:00;04:00;-;-;189;0;0;190;254;359
06.01.2021;04:00;05:00;-;-;190;0;0;190;255;360
06.01.2021;05:00;06:00;-;-;190;0;0;191;418;559
06.01.2021;06:00;07:00;-;-;252;37;0;260;645;661
06.01.2021;07:00;08:00;-;-;317;146;0;320;647;665
06.01.2021;08:00;09:00;-;-;318;102;0;320;639;665
06.01.2021;09:00;10:00;-;-;317;129;0;320;640;667
06.01.2021;10:00;11:00;-;-;317;144;0;317;643;666
06.01.2021;11:00;12:00;-;-;318;216;0;318;645;666
06.01.2021;12:00;13:00;-;-;317;185;0;320;644;666
06.01.2021;13:00;14:00;-;-;317;217;0;319;650;666
06.01.2021;14:00;15:00;-;-;317;218;0;319;652;664
06.01.2021;15:00;16:00;-;-;314;218;0;319;651;665
06.01.2021;16:00;17:00;-;-;313;218;0;320;649;666
06.01.2021;17:00;18:00;-;-;317;218;0;320;653;667
06.01.2021;18:00;19:00;-;-;318;218;0;320;651;667
06.01.2021;19:00;20:00;-;-;316;219;0;321;653;668
06.01.2021;20:00;21:00;-;-;319;219;0;319;654;668
06.01.2021;21:00;22:00;-;-;318;219;0;320;654;668
06.01.2021;22:00;23:00;-;-;318;73;0;319;590;667
06.01.2021;23:00;00:00;-;-;317;0;0;318;602;666
07.01.2021;00:00;01:00;-;-;315;0;0;318;643;665
07.01.2021;01:00;02:00;-;-;317;0;0;320;650;655
07.01.2021;02:00;03:00;-;-;313;0;0;320;649;484
07.01.2021;03:00;04:00;-;-;319;0;0;320;648;318
07.01.2021;04:00;05:00;-;-;317;0;0;319;645;335
07.01.2021;05:00;06:00;-;-;317;0;0;319;646;529
07.01.2021;06:00;07:00;-;-;317;44;0;318;645;667
07.01.2021;07:00;08:00;-;-;316;215;14;319;649;668
07.01.2021;08:00;09:00;-;-;318;217;201;320;645;660
07.01.2021;09:00;10:00;-;-;316;218;205;321;647;661
07.01.2021;10:00;11:00;-;-;319;219;206;320;644;660
07.01.2021;11:00;12:00;-;-;317;218;206;319;646;660
07.01.2021;12:00;13:00;-;-;317;218;206;318;646;660
07.01.2021;13:00;14:00;-;-;316;217;206;319;645;660
07.01.2021;14:00;15:00;-;-;316;217;206;321;649;662
07.01.2021;15:00;16:00;-;-;318;218;206;321;654;664
07.01.2021;16:00;17:00;-;-;319;218;207;320;651;661
07.01.2021;17:00;18:00;-;-;318;218;207;318;653;664
07.01.2021;18:00;19:00;-;-;317;218;207;320;656;666
07.01.2021;19:00;20:00;-;-;319;217;206;321;659;667
07.01.2021;20:00;21:00;-;-;319;196;207;320;633;666
07.01.2021;21:00;22:00;-;-;318;2;207;321;599;667
07.01.2021;22:00;23:00;-;-;319;0;207;320;613;669
07.01.2021;23:00;00:00;-;-;318;0;207;320;619;669
08.01.2021;00:00;01:00;-;-;317;0;207;318;650;667
08.01.2021;01:00;02:00;-;-;318;0;207;319;650;664
08.01.2021;02:00;03:00;-;-;317;0;207;319;651;664
08.01.2021;03:00;04:00;-;-;318;0;207;319;652;667
08.01.2021;04:00;05:00;-;-;319;0;207;321;652;671
08.01.2021;05:00;06:00;-;-;319;0;208;321;652;664
08.01.2021;06:00;07:00;-;-;319;162;208;321;649;665
08.01.2021;07:00;08:00;-;-;317;217;208;320;654;664
08.01.2021;08:00;09:00;-;-;318;218;208;323;656;662
08.01.2021;09:00;10:00;-;-;319;219;208;318;656;664
08.01.2021;10:00;11:00;-;-;318;219;208;320;657;663
08.01.2021;11:00;12:00;-;-;319;219;208;320;656;665
08.01.2021;12:00;13:00;-;-;318;219;208;319;654;662
08.01.2021;13:00;14:00;-;-;315;219;207;322;660;664
08.01.2021;14:00;15:00;-;-;314;218;207;320;660;663
08.01.2021;15:00;16:00;-;-;317;219;208;321;660;666
08.01.2021;16:00;17:00;-;-;314;219;208;319;655;661
08.01.2021;17:00;18:00;-;-;316;219;208;318;656;662
08.01.2021;18:00;19:00;-;-;313;218;208;322;654;662
08.01.2021;19:00;20:00;-;-;317;218;208;320;652;661
08.01.2021;20:00;21:00;-;-;315;219;208;320;653;660
08.01.2021;21:00;22:00;-;-;316;219;209;320;657;662
08.01.2021;22:00;23:00;-;-;314;220;136;319;657;634
08.01.2021;23:00;00:00;-;-;315;46;0;320;599;608
09.01.2021;00:00;01:00;-;-;314;0;0;321;597;653
09.01.2021;01:00;02:00;-;-;316;0;0;321;631;660
09.01.2021;02:00;03:00;-;-;317;0;0;322;654;666
09.01.2021;03:00;04:00;-;-;319;0;0;321;653;664
09.01.2021;04:00;05:00;-;-;320;0;0;322;654;665
09.01.2021;05:00;06:00;-;-;318;0;0;320;653;666
09.01.2021;06:00;07:00;-;-;319;0;0;320;650;663
09.01.2021;07:00;08:00;-;-;316;0;0;320;654;666
09.01.2021;08:00;09:00;-;-;317;0;0;321;653;664
09.01.2021;09:00;10:00;-;-;318;0;0;320;652;663
09.01.2021;10:00;11:00;-;-;318;0;0;318;642;664
09.01.2021;11:00;12:00;-;-;319;0;0;319;643;666
09.01.2021;12:00;13:00;-;-;320;0;0;322;654;669
09.01.2021;13:00;14:00;-;-;318;0;0;319;650;666
09.01.2021;14:00;15:00;-;-;319;0;0;320;654;661
09.01.2021;15:00;16:00;-;-;315;0;0;323;654;666
09.01.2021;16:00;17:00;-;-;317;0;0;321;654;667
09.01.2021;17:00;18:00;-;-;317;0;0;321;654;665
09.01.2021;18:00;19:00;-;-;318;0;0;321;652;665
09.01.2021;19:00;20:00;-;-;318;0;0;321;653;664
09.01.2021;20:00;21:00;-;-;318;0;0;320;654;666
09.01.2021;21:00;22:00;-;-;315;0;0;319;655;665
09.01.2021;22:00;23:00;-;-;317;0;0;320;652;663
09.01.2021;23:00;00:00;-;-;318;0;0;322;652;665
10.01.2021;00:00;01:00;-;-;317;0;0;321;652;666
10.01.2021;01:00;02:00;-;-;319;0;0;300;652;669
10.01.2021;02:00;03:00;-;-;320;0;0;261;655;665
10.01.2021;03:00;04:00;-;-;320;0;0;320;651;666
10.01.2021;04:00;05:00;-;-;319;0;0;323;650;667
10.01.2021;05:00;06:00;-;-;318;0;0;321;649;666
10.01.2021;06:00;07:00;-;-;318;0;0;321;650;667
10.01.2021;07:00;08:00;-;-;316;0;0;319;653;667
10.01.2021;08:00;09:00;-;-;317;0;0;319;653;667
10.01.2021;09:00;10:00;-;-;320;0;0;323;652;665
10.01.2021;10:00;11:00;-;-;320;0;0;321;651;666
10.01.2021;11:00;12:00;-;-;318;0;0;320;653;666
10.01.2021;12:00;13:00;-;-;318;0;0;320;653;666
10.01.2021;13:00;14:00;-;-;319;0;0;321;652;668
10.01.2021;14:00;15:00;-;-;318;0;0;321;654;668
10.01.2021;15:00;16:00;-;-;317;0;0;321;652;667
10.01.2021;16:00;17:00;-;-;318;0;0;322;653;666
10.01.2021;17:00;18:00;-;-;319;0;0;320;653;666
10.01.2021;18:00;19:00;-;-;319;0;0;322;648;665
10.01.2021;19:00;20:00;-;-;320;0;0;323;654;668
10.01.2021;20:00;21:00;-;-;320;0;0;321;653;667
10.01.2021;21:00;22:00;-;-;319;0;0;321;652;666
10.01.2021;22:00;23:00;-;-;319;0;0;321;653;667
10.01.2021;23:00;00:00;-;-;260;0;0;316;648;667
11.01.2021;00:00;01:00;-;-;188;0;0;214;633;665
11.01.2021;01:00;02:00;-;-;185;0;0;190;634;664
11.01.2021;02:00;03:00;-;-;187;0;0;193;633;589
11.01.2021;03:00;04:00;-;-;192;0;0;192;632;586
11.01.2021;04:00;05:00;-;-;193;0;0;192;633;585
11.01.2021;05:00;06:00;-;-;193;0;0;195;641;616
11.01.2021;06:00;07:00;-;-;252;0;0;286;651;663
11.01.2021;07:00;08:00;-;-;317;0;0;320;650;663
11.01.2021;08:00;09:00;-;-;318;0;0;320;651;663
11.01.2021;09:00;10:00;-;-;316;0;0;321;650;664
11.01.2021;10:00;11:00;-;-;313;0;0;322;652;664
11.01.2021;11:00;12:00;-;-;313;0;0;322;650;667
11.01.2021;12:00;13:00;-;-;318;0;0;321;651;664
11.01.2021;13:00;14:00;-;-;319;0;0;323;652;665
11.01.2021;14:00;15:00;-;-;316;0;0;321;653;664
11.01.2021;15:00;16:00;-;-;316;14;0;320;650;663
11.01.2021;16:00;17:00;-;-;317;164;0;321;649;665
11.01.2021;17:00;18:00;-;-;315;184;0;320;649;662
11.01.2021;18:00;19:00;-;-;315;184;0;321;647;663
11.01.2021;19:00;20:00;-;-;316;183;0;299;638;666
11.01.2021;20:00;21:00;-;-;319;25;0;201;591;599
11.01.2021;21:00;22:00;-;-;303;0;0;89;414;311
11.01.2021;22:00;23:00;-;-;198;0;0;91;276;252
11.01.2021;23:00;00:00;-;-;184;0;0;97;247;251
12.01.2021;00:00;01:00;-;-;182;0;0;98;248;251
12.01.2021;01:00;02:00;-;-;183;0;0;96;248;252
12.01.2021;02:00;03:00;-;-;182;0;0;97;246;251
12.01.2021;03:00;04:00;-;-;181;0;0;96;247;252
12.01.2021;04:00;05:00;-;-;185;0;0;94;248;251
12.01.2021;05:00;06:00;-;-;190;0;0;99;271;290
12.01.2021;06:00;07:00;-;-;281;0;0;136;483;529
12.01.2021;07:00;08:00;-;-;320;0;0;144;484;540
12.01.2021;08:00;09:00;-;-;318;0;0;143;485;543
12.01.2021;09:00;10:00;-;-;318;0;0;140;624;546
12.01.2021;10:00;11:00;-;-;319;0;0;144;649;547
12.01.2021;11:00;12:00;-;-;318;0;0;146;649;547
12.01.2021;12:00;13:00;-;-;318;0;0;144;651;548
12.01.2021;13:00;14:00;-;-;317;0;0;147;651;606
12.01.2021;14:00;15:00;-;-;315;0;0;154;652;660
12.01.2021;15:00;16:00;-;-;314;0;0;151;654;662
12.01.2021;16:00;17:00;-;-;315;0;0;152;652;663
12.01.2021;17:00;18:00;-;-;316;0;0;153;652;658
12.01.2021;18:00;19:00;-;-;317;0;0;148;653;572
12.01.2021;19:00;20:00;-;-;315;0;0;155;650;569
12.01.2021;20:00;21:00;-;-;318;0;0;156;653;568
12.01.2021;21:00;22:00;-;-;317;0;0;158;652;572
12.01.2021;22:00;23:00;-;-;289;0;0;140;652;571
12.01.2021;23:00;00:00;-;-;183;0;0;97;556;494
13.01.2021;00:00;01:00;-;-;174;0;0;94;427;312
13.01.2021;01:00;02:00;-;-;185;0;0;100;278;264
13.01.2021;02:00;03:00;-;-;190;0;0;101;277;263
13.01.2021;03:00;04:00;-;-;185;0;0;95;271;285
13.01.2021;04:00;05:00;-;-;187;0;0;98;259;298
13.01.2021;05:00;06:00;-;-;191;0;0;102;395;469
13.01.2021;06:00;07:00;-;-;236;0;0;116;632;648
13.01.2021;07:00;08:00;-;-;312;0;0;156;656;661
13.01.2021;08:00;09:00;-;-;315;0;0;154;653;658
13.01.2021;09:00;10:00;-;-;315;0;0;152;656;659
13.01.2021;10:00;11:00;-;-;314;0;0;154;657;660
13.01.2021;11:00;12:00;-;-;218;0;0;156;657;619
13.01.2021;12:00;13:00;-;-;176;0;0;158;652;606
13.01.2021;13:00;14:00;-;-;173;0;0;154;656;600
13.01.2021;14:00;15:00;-;-;176;0;0;153;656;607
13.01.2021;15:00;16:00;-;-;190;0;0;156;657;610
13.01.2021;16:00;17:00;-;-;186;0;0;156;648;616
13.01.2021;17:00;18:00;-;-;183;0;0;154;657;661
13.01.2021;18:00;19:00;-;-;183;0;0;158;657;667
13.01.2021;19:00;20:00;-;-;183;0;0;156;657;667
13.01.2021;20:00;21:00;-;-;180;0;0;156;656;666
13.01.2021;21:00;22:00;-;-;180;0;0;123;654;667
13.01.2021;22:00;23:00;-;-;180;0;0;99;636;647
13.01.2021;23:00;00:00;-;-;178;0;0;94;342;380
14.01.2021;00:00;01:00;-;-;179;0;0;93;248;296
14.01.2021;01:00;02:00;-;-;182;0;0;91;249;295
14.01.2021;02:00;03:00;-;-;181;0;0;90;250;297
14.01.2021;03:00;04:00;-;-;179;0;0;81;249;296
14.01.2021;04:00;05:00;-;-;181;0;0;80;290;315
14.01.2021;05:00;06:00;-;-;181;0;0;192;465;536
14.01.2021;06:00;07:00;-;-;228;0;0;273;634;654
14.01.2021;07:00;08:00;-;-;313;142;170;321;649;661
14.01.2021;08:00;09:00;-;-;315;216;206;321;660;656
14.01.2021;09:00;10:00;-;-;314;219;208;322;659;661
14.01.2021;10:00;11:00;-;-;315;219;208;320;659;659
14.01.2021;11:00;12:00;-;-;316;219;208;320;659;662
14.01.2021;12:00;13:00;-;-;317;219;208;321;658;655
14.01.2021;13:00;14:00;-;-;318;219;207;321;662;659
14.01.2021;14:00;15:00;-;-;318;219;208;322;660;658
14.01.2021;15:00;16:00;-;-;316;219;208;321;658;657
14.01.2021;16:00;17:00;-;-;316;219;208;322;661;659
14.01.2021;17:00;18:00;-;-;317;219;208;320;658;658
14.01.2021;18:00;19:00;-;-;315;219;209;321;660;658
14.01.2021;19:00;20:00;-;-;316;220;180;322;658;634
14.01.2021;20:00;21:00;-;-;317;187;0;320;631;613
14.01.2021;21:00;22:00;-;-;316;0;0;321;602;633
14.01.2021;22:00;23:00;-;-;317;0;0;321;625;667
14.01.2021;23:00;00:00;-;-;316;0;0;320;656;666
15.01.2021;00:00;01:00;-;-;316;0;0;320;655;666
15.01.2021;01:00;02:00;-;-;319;0;0;320;657;534
15.01.2021;02:00;03:00;-;-;314;0;0;319;655;476
15.01.2021;03:00;04:00;-;-;318;0;0;317;655;472
15.01.2021;04:00;05:00;-;-;319;0;0;322;656;474
15.01.2021;05:00;06:00;-;-;318;0;0;321;652;506
15.01.2021;06:00;07:00;-;-;318;0;0;320;654;664
15.01.2021;07:00;08:00;-;-;318;118;147;321;647;661
15.01.2021;08:00;09:00;-;-;318;221;210;320;656;660
15.01.2021;09:00;10:00;-;-;319;223;211;319;658;660
15.01.2021;10:00;11:00;-;-;318;224;212;319;656;662
15.01.2021;11:00;12:00;-;-;316;223;212;319;657;659
15.01.2021;12:00;13:00;-;-;316;224;212;319;660;662
15.01.2021;13:00;14:00;-;-;319;224;212;316;657;658
15.01.2021;14:00;15:00;-;-;318;223;212;321;663;658
15.01.2021;15:00;16:00;-;-;318;223;211;322;657;665
15.01.2021;16:00;17:00;-;-;318;223;212;318;658;664
15.01.2021;17:00;18:00;-;-;318;223;212;319;658;664
15.01.2021;18:00;19:00;-;-;317;223;212;319;659;666
15.01.2021;19:00;20:00;-;-;319;223;212;318;658;664
15.01.2021;20:00;21:00;-;-;317;186;180;320;628;634
15.01.2021;21:00;22:00;-;-;319;0;0;320;609;614
15.01.2021;22:00;23:00;-;-;317;0;0;319;634;656
15.01.2021;23:00;00:00;-;-;318;0;0;318;658;670
16.01.2021;00:00;01:00;-;-;319;0;0;319;655;669
16.01.2021;01:00;02:00;-;-;318;0;0;321;656;667
16.01.2021;02:00;03:00;-;-;319;0;0;320;655;667
16.01.2021;03:00;04:00;-;-;319;0;0;319;656;641
16.01.2021;04:00;05:00;-;-;319;0;0;320;654;526
16.01.2021;05:00;06:00;-;-;318;0;0;319;655;526
16.01.2021;06:00;07:00;-;-;319;0;0;320;656;561
16.01.2021;07:00;08:00;-;-;318;0;0;320;655;668
16.01.2021;08:00;09:00;-;-;316;0;0;316;658;668
16.01.2021;09:00;10:00;-;-;315;0;0;319;655;666
16.01.2021;10:00;11:00;-;-;318;0;0;321;655;666
16.01.2021;11:00;12:00;-;-;317;0;0;320;655;666
16.01.2021;12:00;13:00;-;-;317;0;0;321;655;667
16.01.2021;13:00;14:00;-;-;318;0;0;320;657;667
16.01.2021;14:00;15:00;-;-;317;0;0;322;658;666
16.01.2021;15:00;16:00;-;-;317;0;0;320;657;667
16.01.2021;16:00;17:00;-;-;318;0;0;320;658;669
16.01.2021;17:00;18:00;-;-;318;0;0;317;654;667
16.01.2021;18:00;19:00;-;-;320;0;0;323;657;666
16.01.2021;19:00;20:00;-;-;318;0;0;319;654;663
16.01.2021;20:00;21:00;-;-;317;0;0;319;604;663
16.01.2021;21:00;22:00;-;-;319;0;0;321;500;665
16.01.2021;22:00;23:00;-;-;321;0;0;323;392;665
16.01.2021;23:00;00:00;-;-;318;0;0;319;284;512
17.01.2021;00:00;01:00;-;-;225;0;0;217;254;361
17.01.2021;01:00;02:00;-;-;184;0;0;190;254;359
17.01.2021;02:00;03:00;-;-;183;0;0;191;254;359
17.01.2021;03:00;04:00;-;-;184;0;0;193;254;360
17.01.2021;04:00;05:00;-;-;185;0;0;190;254;358
17.01.2021;05:00;06:00;-;-;186;0;0;192;254;358
17.01.2021;06:00;07:00;-;-;185;0;0;190;254;359
17.01.2021;07:00;08:00;-;-;186;0;0;192;254;358
17.01.2021;08:00;09:00;-;-;185;0;0;193;254;359
17.01.2021;09:00;10:00;-;-;238;0;0;243;442;561
17.01.2021;10:00;11:00;-;-;316;0;0;320;656;665
17.01.2021;11:00;12:00;-;-;319;0;0;322;657;664
17.01.2021;12:00;13:00;-;-;318;0;0;322;657;664
17.01.2021;13:00;14:00;-;-;318;0;0;322;656;664
17.01.2021;14:00;15:00;-;-;318;0;0;321;657;667
17.01.2021;15:00;16:00;-;-;319;0;0;322;659;665
17.01.2021;16:00;17:00;-;-;319;0;0;322;656;664
17.01.2021;17:00;18:00;-;-;317;0;0;320;659;664
17.01.2021;18:00;19:00;-;-;317;0;0;320;657;665
17.01.2021;19:00;20:00;-;-;318;0;0;321;659;664
17.01.2021;20:00;21:00;-;-;319;0;0;322;601;665
17.01.2021;21:00;22:00;-;-;319;0;0;323;483;667
17.01.2021;22:00;23:00;-;-;320;0;0;323;365;665
17.01.2021;23:00;00:00;-;-;302;0;0;300;271;505
18.01.2021;00:00;01:00;-;-;192;0;0;198;255;358
18.01.2021;01:00;02:00;-;-;184;0;0;191;254;357
18.01.2021;02:00;03:00;-;-;185;0;0;192;253;357
18.01.2021;03:00;04:00;-;-;184;0;0;191;254;358
18.01.2021;04:00;05:00;-;-;183;0;0;191;253;359
18.01.2021;05:00;06:00;-;-;184;0;0;192;256;360
18.01.2021;06:00;07:00;-;-;234;0;0;246;416;567
18.01.2021;07:00;08:00;-;-;313;0;0;318;628;664
18.01.2021;08:00;09:00;-;-;313;0;0;318;658;664
18.01.2021;09:00;10:00;-;-;308;0;0;316;657;663
18.01.2021;10:00;11:00;-;-;310;0;0;320;656;664
18.01.2021;11:00;12:00;-;-;319;0;0;323;659;665
18.01.2021;12:00;13:00;-;-;316;0;0;322;656;660
18.01.2021;13:00;14:00;-;-;316;0;0;322;654;663
18.01.2021;14:00;15:00;-;-;316;0;0;322;655;664
18.01.2021;15:00;16:00;-;-;317;0;0;321;654;664
18.01.2021;16:00;17:00;-;-;317;0;0;320;656;665
18.01.2021;17:00;18:00;-;-;317;0;0;321;655;664
18.01.2021;18:00;19:00;-;-;316;0;0;321;655;665
18.01.2021;19:00;20:00;-;-;316;0;0;321;657;664
18.01.2021;20:00;21:00;-;-;311;0;0;317;604;660
18.01.2021;21:00;22:00;-;-;311;0;0;324;484;656
18.01.2021;22:00;23:00;-;-;289;0;0;292;400;648
18.01.2021;23:00;00:00;-;-;187;0;0;205;300;511
19.01.2021;00:00;01:00;-;-;176;0;0;194;251;330
19.01.2021;01:00;02:00;-;-;181;0;0;198;249;292
19.01.2021;02:00;03:00;-;-;177;0;0;194;248;305
19.01.2021;03:00;04:00;-;-;176;0;0;193;249;305
19.01.2021;04:00;05:00;-;-;176;0;0;193;249;323
19.01.2021;05:00;06:00;-;-;175;0;0;194;252;348
19.01.2021;06:00;07:00;-;-;175;0;0;194;387;540
