Datum;Anfang;Ende;Generation_DE Kraftwerk Schwarze Pumpe Block A [MW] Originalauflösungen;Generation_DE Kraftwerk Schwarze Pumpe Block B [MW] Originalauflösungen
05.01.2023;19:00;20:00;685;716
05.01.2023;20:00;21:00;699;727
05.01.2023;21:00;22:00;702;728
05.01.2023;22:00;23:00;701;727
05.01.2023;23:00;00:00;677;706
06.01.2023;00:00;01:00;506;523
06.01.2023;01:00;02:00;366;387
06.01.2023;02:00;03:00;361;311
06.01.2023;03:00;04:00;329;291
06.01.2023;04:00;05:00;362;358
06.01.2023;05:00;06:00;425;400
06.01.2023;06:00;07:00;393;436
06.01.2023;07:00;08:00;412;589
06.01.2023;08:00;09:00;477;500
06.01.2023;09:00;10:00;441;406
06.01.2023;10:00;11:00;433;402
06.01.2023;11:00;12:00;437;403
06.01.2023;12:00;13:00;447;451
06.01.2023;13:00;14:00;580;611
06.01.2023;14:00;15:00;666;668
06.01.2023;15:00;16:00;612;615
06.01.2023;16:00;17:00;740;732
06.01.2023;17:00;18:00;744;732
06.01.2023;18:00;19:00;731;725
06.01.2023;19:00;20:00;736;737
06.01.2023;20:00;21:00;724;736
06.01.2023;21:00;22:00;729;739
06.01.2023;22:00;23:00;723;740
06.01.2023;23:00;00:00;659;702
07.01.2023;00:00;01:00;596;682
07.01.2023;01:00;02:00;704;710
07.01.2023;02:00;03:00;561;699
07.01.2023;03:00;04:00;395;615
07.01.2023;04:00;05:00;395;648
07.01.2023;05:00;06:00;316;503
07.01.2023;06:00;07:00;489;637
07.01.2023;07:00;08:00;693;725
07.01.2023;08:00;09:00;662;680
07.01.2023;09:00;10:00;696;705
07.01.2023;10:00;11:00;714;713
07.01.2023;11:00;12:00;719;705
07.01.2023;12:00;13:00;737;729
07.01.2023;13:00;14:00;727;735
07.01.2023;14:00;15:00;715;739
07.01.2023;15:00;16:00;726;740
07.01.2023;16:00;17:00;726;736
07.01.2023;17:00;18:00;723;736
07.01.2023;18:00;19:00;709;714
07.01.2023;19:00;20:00;694;616
07.01.2023;20:00;21:00;472;310
07.01.2023;21:00;22:00;364;0
07.01.2023;22:00;23:00;339;0
07.01.2023;23:00;00:00;308;0
08.01.2023;00:00;01:00;278;0
08.01.2023;01:00;02:00;267;0
08.01.2023;02:00;03:00;252;0
08.01.2023;03:00;04:00;238;0
08.01.2023;04:00;05:00;243;0
08.01.2023;05:00;06:00;257;0
08.01.2023;06:00;07:00;277;0
08.01.2023;07:00;08:00;307;0
08.01.2023;08:00;09:00;322;0
08.01.2023;09:00;10:00;572;0
08.01.2023;10:00;11:00;717;0
08.01.2023;11:00;12:00;713;0
08.01.2023;12:00;13:00;704;0
08.01.2023;13:00;14:00;678;0
08.01.2023;14:00;15:00;719;0
08.01.2023;15:00;16:00;727;0
08.01.2023;16:00;17:00;729;0
08.01.2023;17:00;18:00;734;0
08.01.2023;18:00;19:00;731;0
08.01.2023;19:00;20:00;733;0
08.01.2023;20:00;21:00;732;0
08.01.2023;21:00;22:00;732;0
08.01.2023;22:00;23:00;726;0
08.01.2023;23:00;00:00;500;0
09.01.2023;00:00;01:00;373;0
09.01.2023;01:00;02:00;300;0
09.01.2023;02:00;03:00;305;0
09.01.2023;03:00;04:00;344;90
09.01.2023;04:00;05:00;405;312
09.01.2023;05:00;06:00;424;431
09.01.2023;06:00;07:00;676;520
09.01.2023;07:00;08:00;709;652
09.01.2023;08:00;09:00;718;650
09.01.2023;09:00;10:00;713;648
09.01.2023;10:00;11:00;720;632
09.01.2023;11:00;12:00;722;635
09.01.2023;12:00;13:00;717;633
09.01.2023;13:00;14:00;722;634
09.01.2023;14:00;15:00;713;637
09.01.2023;15:00;16:00;716;633
09.01.2023;16:00;17:00;715;632
09.01.2023;17:00;18:00;718;618
09.01.2023;18:00;19:00;709;617
09.01.2023;19:00;20:00;716;618
09.01.2023;20:00;21:00;716;621
09.01.2023;21:00;22:00;711;614
09.01.2023;22:00;23:00;715;600
09.01.2023;23:00;00:00;684;522
10.01.2023;00:00;01:00;565;401
10.01.2023;01:00;02:00;559;393
10.01.2023;02:00;03:00;431;403
10.01.2023;03:00;04:00;405;401
10.01.2023;04:00;05:00;466;399
10.01.2023;05:00;06:00;609;533
10.01.2023;06:00;07:00;724;732
10.01.2023;07:00;08:00;728;730
10.01.2023;08:00;09:00;733;730
10.01.2023;09:00;10:00;731;728
10.01.2023;10:00;11:00;730;732
10.01.2023;11:00;12:00;734;730
10.01.2023;12:00;13:00;734;729
10.01.2023;13:00;14:00;736;730
10.01.2023;14:00;15:00;729;741
10.01.2023;15:00;16:00;727;736
10.01.2023;16:00;17:00;713;729
10.01.2023;17:00;18:00;710;734
10.01.2023;18:00;19:00;703;735
10.01.2023;19:00;20:00;709;740
10.01.2023;20:00;21:00;714;742
10.01.2023;21:00;22:00;643;707
10.01.2023;22:00;23:00;447;523
10.01.2023;23:00;00:00;268;410
11.01.2023;00:00;01:00;278;288
11.01.2023;01:00;02:00;273;296
11.01.2023;02:00;03:00;276;291
11.01.2023;03:00;04:00;272;285
11.01.2023;04:00;05:00;262;290
11.01.2023;05:00;06:00;270;293
11.01.2023;06:00;07:00;435;483
11.01.2023;07:00;08:00;629;672
11.01.2023;08:00;09:00;633;726
11.01.2023;09:00;10:00;620;721
11.01.2023;10:00;11:00;638;723
11.01.2023;11:00;12:00;706;729
11.01.2023;12:00;13:00;672;723
11.01.2023;13:00;14:00;704;715
11.01.2023;14:00;15:00;708;741
11.01.2023;15:00;16:00;717;742
11.01.2023;16:00;17:00;722;740
11.01.2023;17:00;18:00;682;734
11.01.2023;18:00;19:00;499;731
11.01.2023;19:00;20:00;502;727
11.01.2023;20:00;21:00;458;717
11.01.2023;21:00;22:00;290;710
11.01.2023;22:00;23:00;300;667
11.01.2023;23:00;00:00;298;345
12.01.2023;00:00;01:00;285;318
12.01.2023;01:00;02:00;261;303
12.01.2023;02:00;03:00;274;293
12.01.2023;03:00;04:00;270;288
12.01.2023;04:00;05:00;272;290
12.01.2023;05:00;06:00;268;286
12.01.2023;06:00;07:00;274;443
12.01.2023;07:00;08:00;290;542
12.01.2023;08:00;09:00;279;646
12.01.2023;09:00;10:00;275;623
12.01.2023;10:00;11:00;270;615
12.01.2023;11:00;12:00;266;648
12.01.2023;12:00;13:00;271;633
12.01.2023;13:00;14:00;268;608
12.01.2023;14:00;15:00;273;683
12.01.2023;15:00;16:00;295;645
12.01.2023;16:00;17:00;479;536
12.01.2023;17:00;18:00;486;551
12.01.2023;18:00;19:00;266;533
12.01.2023;19:00;20:00;335;528
12.01.2023;20:00;21:00;302;380
12.01.2023;21:00;22:00;292;263
12.01.2023;22:00;23:00;0;303
12.01.2023;23:00;00:00;0;347
13.01.2023;00:00;01:00;0;372
13.01.2023;01:00;02:00;0;441
13.01.2023;02:00;03:00;0;261
13.01.2023;03:00;04:00;0;263
13.01.2023;04:00;05:00;0;254
13.01.2023;05:00;06:00;0;359
13.01.2023;06:00;07:00;0;497
13.01.2023;07:00;08:00;0;568
13.01.2023;08:00;09:00;0;665
13.01.2023;09:00;10:00;0;658
13.01.2023;10:00;11:00;0;664
13.01.2023;11:00;12:00;0;672
13.01.2023;12:00;13:00;0;624
13.01.2023;13:00;14:00;0;693
13.01.2023;14:00;15:00;0;632
13.01.2023;15:00;16:00;0;655
13.01.2023;16:00;17:00;0;639
13.01.2023;17:00;18:00;0;529
13.01.2023;18:00;19:00;0;344
13.01.2023;19:00;20:00;0;338
13.01.2023;20:00;21:00;0;311
13.01.2023;21:00;22:00;0;347
13.01.2023;22:00;23:00;0;407
13.01.2023;23:00;00:00;0;338
14.01.2023;00:00;01:00;0;264
14.01.2023;01:00;02:00;0;301
14.01.2023;02:00;03:00;0;331
14.01.2023;03:00;04:00;0;285
14.01.2023;04:00;05:00;0;413
14.01.2023;05:00;06:00;0;341
14.01.2023;06:00;07:00;0;308
14.01.2023;07:00;08:00;0;262
14.01.2023;08:00;09:00;0;342
14.01.2023;09:00;10:00;0;315
14.01.2023;10:00;11:00;0;322
14.01.2023;11:00;12:00;0;288
14.01.2023;12:00;13:00;0;366
14.01.2023;13:00;14:00;0;244
14.01.2023;14:00;15:00;0;224
14.01.2023;15:00;16:00;0;222
14.01.2023;16:00;17:00;0;216
14.01.2023;17:00;18:00;0;364
14.01.2023;18:00;19:00;0;277
14.01.2023;19:00;20:00;0;228
14.01.2023;20:00;21:00;0;217
14.01.2023;21:00;22:00;0;226
14.01.2023;22:00;23:00;0;267
14.01.2023;23:00;00:00;0;248
15.01.2023;00:00;01:00;0;277
15.01.2023;01:00;02:00;0;269
15.01.2023;02:00;03:00;0;254
15.01.2023;03:00;04:00;0;258
15.01.2023;04:00;05:00;0;261
15.01.2023;05:00;06:00;0;273
15.01.2023;06:00;07:00;0;269
15.01.2023;07:00;08:00;0;271
15.01.2023;08:00;09:00;0;279
15.01.2023;09:00;10:00;0;280
15.01.2023;10:00;11:00;0;286
15.01.2023;11:00;12:00;0;282
15.01.2023;12:00;13:00;0;319
15.01.2023;13:00;14:00;0;319
15.01.2023;14:00;15:00;0;266
15.01.2023;15:00;16:00;0;268
15.01.2023;16:00;17:00;0;275
15.01.2023;17:00;18:00;0;280
15.01.2023;18:00;19:00;0;288
15.01.2023;19:00;20:00;0;307
15.01.2023;20:00;21:00;0;331
15.01.2023;21:00;22:00;0;263
15.01.2023;22:00;23:00;0;314
15.01.2023;23:00;00:00;0;313
16.01.2023;00:00;01:00;0;252
16.01.2023;01:00;02:00;0;262
16.01.2023;02:00;03:00;0;337
16.01.2023;03:00;04:00;0;306
16.01.2023;04:00;05:00;0;385
16.01.2023;05:00;06:00;0;505
16.01.2023;06:00;07:00;0;703
16.01.2023;07:00;08:00;0;712
16.01.2023;08:00;09:00;0;715
16.01.2023;09:00;10:00;0;719
16.01.2023;10:00;11:00;0;721
16.01.2023;11:00;12:00;0;696
16.01.2023;12:00;13:00;0;651
16.01.2023;13:00;14:00;0;682
16.01.2023;14:00;15:00;0;697
16.01.2023;15:00;16:00;0;704
16.01.2023;16:00;17:00;0;682
16.01.2023;17:00;18:00;0;680
16.01.2023;18:00;19:00;0;666
16.01.2023;19:00;20:00;0;647
16.01.2023;20:00;21:00;0;643
16.01.2023;21:00;22:00;0;532
16.01.2023;22:00;23:00;0;448
16.01.2023;23:00;00:00;0;527
17.01.2023;00:00;01:00;0;633
17.01.2023;01:00;02:00;0;460
17.01.2023;02:00;03:00;0;313
17.01.2023;03:00;04:00;0;418
17.01.2023;04:00;05:00;0;602
17.01.2023;05:00;06:00;0;607
17.01.2023;06:00;07:00;0;610
17.01.2023;07:00;08:00;0;618
17.01.2023;08:00;09:00;0;699
17.01.2023;09:00;10:00;0;701
17.01.2023;10:00;11:00;0;676
17.01.2023;11:00;12:00;0;682
17.01.2023;12:00;13:00;0;675
17.01.2023;13:00;14:00;0;673
17.01.2023;14:00;15:00;0;671
17.01.2023;15:00;16:00;0;658
17.01.2023;16:00;17:00;0;655
17.01.2023;17:00;18:00;0;658
17.01.2023;18:00;19:00;0;600
17.01.2023;19:00;20:00;0;625
17.01.2023;20:00;21:00;0;631
17.01.2023;21:00;22:00;0;615
17.01.2023;22:00;23:00;0;617
17.01.2023;23:00;00:00;0;590
18.01.2023;00:00;01:00;0;608
18.01.2023;01:00;02:00;0;615
18.01.2023;02:00;03:00;0;616
18.01.2023;03:00;04:00;0;629
18.01.2023;04:00;05:00;0;648
18.01.2023;05:00;06:00;0;662
18.01.2023;06:00;07:00;0;680
18.01.2023;07:00;08:00;0;681
18.01.2023;08:00;09:00;0;666
18.01.2023;09:00;10:00;0;663
18.01.2023;10:00;11:00;0;668
18.01.2023;11:00;12:00;0;668
18.01.2023;12:00;13:00;0;672
18.01.2023;13:00;14:00;0;611
18.01.2023;14:00;15:00;0;566
18.01.2023;15:00;16:00;0;574
18.01.2023;16:00;17:00;0;553
18.01.2023;17:00;18:00;0;549
18.01.2023;18:00;19:00;0;546
18.01.2023;19:00;20:00;0;543
18.01.2023;20:00;21:00;0;553
18.01.2023;21:00;22:00;0;566
18.01.2023;22:00;23:00;0;564
18.01.2023;23:00;00:00;0;569
19.01.2023;00:00;01:00;0;571
19.01.2023;01:00;02:00;0;563
19.01.2023;02:00;03:00;0;556
19.01.2023;03:00;04:00;0;559
19.01.2023;04:00;05:00;0;559
19.01.2023;05:00;06:00;0;568
19.01.2023;06:00;07:00;0;573
19.01.2023;07:00;08:00;0;581
19.01.2023;08:00;09:00;0;578
19.01.2023;09:00;10:00;0;576
19.01.2023;10:00;11:00;0;568
19.01.2023;11:00;12:00;0;571
19.01.2023;12:00;13:00;0;562
19.01.2023;13:00;14:00;0;563
19.01.2023;14:00;15:00;0;573
19.01.2023;15:00;16:00;0;568
19.01.2023;16:00;17:00;0;550
19.01.2023;17:00;18:00;0;539
19.01.2023;18:00;19:00;0;538
19.01.2023;19:00;20:00;0;537
19.01.2023;20:00;21:00;0;560
19.01.2023;21:00;22:00;0;562
19.01.2023;22:00;23:00;0;556
19.01.2023;23:00;00:00;0;555
20.01.2023;00:00;01:00;0;539
20.01.2023;01:00;02:00;0;526
20.01.2023;02:00;03:00;0;528
20.01.2023;03:00;04:00;0;539
20.01.2023;04:00;05:00;0;539
20.01.2023;05:00;06:00;0;562
20.01.2023;06:00;07:00;0;573
20.01.2023;07:00;08:00;0;553
20.01.2023;08:00;09:00;0;552
20.01.2023;09:00;10:00;0;560
20.01.2023;10:00;11:00;0;549
20.01.2023;11:00;12:00;0;560
20.01.2023;12:00;13:00;0;559
20.01.2023;13:00;14:00;0;548
20.01.2023;14:00;15:00;0;545
20.01.2023;15:00;16:00;0;544
20.01.2023;16:00;17:00;0;545
20.01.2023;17:00;18:00;0;552
20.01.2023;18:00;19:00;0;545
20.01.2023;19:00;20:00;0;546
20.01.2023;20:00;21:00;0;547
20.01.2023;21:00;22:00;0;544
20.01.2023;22:00;23:00;0;536
20.01.2023;23:00;00:00;0;561
21.01.2023;00:00;01:00;0;582
21.01.2023;01:00;02:00;0;596
21.01.2023;02:00;03:00;0;607
21.01.2023;03:00;04:00;0;588
21.01.2023;04:00;05:00;0;569
21.01.2023;05:00;06:00;0;571
21.01.2023;06:00;07:00;0;575
21.01.2023;07:00;08:00;166;575
21.01.2023;08:00;09:00;281;580
21.01.2023;09:00;10:00;358;571
21.01.2023;10:00;11:00;455;588
21.01.2023;11:00;12:00;532;590
21.01.2023;12:00;13:00;428;589
21.01.2023;13:00;14:00;414;588
21.01.2023;14:00;15:00;378;591
21.01.2023;15:00;16:00;418;589
21.01.2023;16:00;17:00;516;591
21.01.2023;17:00;18:00;470;589
21.01.2023;18:00;19:00;474;589
21.01.2023;19:00;20:00;481;593
21.01.2023;20:00;21:00;429;592
21.01.2023;21:00;22:00;433;590
21.01.2023;22:00;23:00;423;592
21.01.2023;23:00;00:00;415;593
22.01.2023;00:00;01:00;448;589
22.01.2023;01:00;02:00;444;593
22.01.2023;02:00;03:00;445;593
22.01.2023;03:00;04:00;449;595
22.01.2023;04:00;05:00;500;591
22.01.2023;05:00;06:00;470;593
22.01.2023;06:00;07:00;465;592
22.01.2023;07:00;08:00;466;593
22.01.2023;08:00;09:00;437;594
22.01.2023;09:00;10:00;451;598
22.01.2023;10:00;11:00;446;597
22.01.2023;11:00;12:00;473;595
22.01.2023;12:00;13:00;562;594
22.01.2023;13:00;14:00;590;590
22.01.2023;14:00;15:00;609;594
22.01.2023;15:00;16:00;611;595
22.01.2023;16:00;17:00;609;597
22.01.2023;17:00;18:00;612;597
22.01.2023;18:00;19:00;565;600
22.01.2023;19:00;20:00;608;594
22.01.2023;20:00;21:00;605;598
22.01.2023;21:00;22:00;595;597
22.01.2023;22:00;23:00;474;600
22.01.2023;23:00;00:00;453;598
23.01.2023;00:00;01:00;404;594
23.01.2023;01:00;02:00;402;601
23.01.2023;02:00;03:00;404;598
23.01.2023;03:00;04:00;412;598
23.01.2023;04:00;05:00;459;599
23.01.2023;05:00;06:00;571;601
23.01.2023;06:00;07:00;604;596
23.01.2023;07:00;08:00;604;597
23.01.2023;08:00;09:00;610;594
23.01.2023;09:00;10:00;610;594
23.01.2023;10:00;11:00;611;600
23.01.2023;11:00;12:00;613;600
23.01.2023;12:00;13:00;609;589
23.01.2023;13:00;14:00;609;596
23.01.2023;14:00;15:00;611;598
23.01.2023;15:00;16:00;606;597
23.01.2023;16:00;17:00;604;592
23.01.2023;17:00;18:00;599;593
23.01.2023;18:00;19:00;594;591
23.01.2023;19:00;20:00;589;595
23.01.2023;20:00;21:00;585;593
23.01.2023;21:00;22:00;581;592
23.01.2023;22:00;23:00;584;592
23.01.2023;23:00;00:00;585;589
24.01.2023;00:00;01:00;589;588
24.01.2023;01:00;02:00;576;582
24.01.2023;02:00;03:00;579;579
24.01.2023;03:00;04:00;583;597
24.01.2023;04:00;05:00;581;587
24.01.2023;05:00;06:00;580;594
24.01.2023;06:00;07:00;578;590
24.01.2023;07:00;08:00;577;586
24.01.2023;08:00;09:00;578;585
24.01.2023;09:00;10:00;576;588
24.01.2023;10:00;11:00;582;594
24.01.2023;11:00;12:00;580;595
24.01.2023;12:00;13:00;583;588
24.01.2023;13:00;14:00;586;588
24.01.2023;14:00;15:00;584;595
24.01.2023;15:00;16:00;590;591
24.01.2023;16:00;17:00;521;591
24.01.2023;17:00;18:00;514;587
24.01.2023;18:00;19:00;658;591
24.01.2023;19:00;20:00;712;587
24.01.2023;20:00;21:00;713;596
24.01.2023;21:00;22:00;725;592
24.01.2023;22:00;23:00;728;588
24.01.2023;23:00;00:00;711;591
25.01.2023;00:00;01:00;711;593
25.01.2023;01:00;02:00;631;592
25.01.2023;02:00;03:00;639;592
25.01.2023;03:00;04:00;634;595
25.01.2023;04:00;05:00;582;589
25.01.2023;05:00;06:00;504;590
25.01.2023;06:00;07:00;578;585
25.01.2023;07:00;08:00;629;579
25.01.2023;08:00;09:00;718;589
25.01.2023;09:00;10:00;720;618
25.01.2023;10:00;11:00;719;609
25.01.2023;11:00;12:00;719;589
25.01.2023;12:00;13:00;718;575
25.01.2023;13:00;14:00;718;572
25.01.2023;14:00;15:00;715;590
25.01.2023;15:00;16:00;710;590
25.01.2023;16:00;17:00;712;591
25.01.2023;17:00;18:00;720;584
25.01.2023;18:00;19:00;714;590
25.01.2023;19:00;20:00;708;591
25.01.2023;20:00;21:00;708;588
25.01.2023;21:00;22:00;712;588
25.01.2023;22:00;23:00;710;595
25.01.2023;23:00;00:00;708;595
26.01.2023;00:00;01:00;713;728
26.01.2023;01:00;02:00;710;733
26.01.2023;02:00;03:00;716;731
26.01.2023;03:00;04:00;716;730
26.01.2023;04:00;05:00;714;733
26.01.2023;05:00;06:00;711;731
26.01.2023;06:00;07:00;709;729
26.01.2023;07:00;08:00;708;728
26.01.2023;08:00;09:00;729;734
26.01.2023;09:00;10:00;731;737
26.01.2023;10:00;11:00;730;734
26.01.2023;11:00;12:00;714;737
26.01.2023;12:00;13:00;706;726
26.01.2023;13:00;14:00;710;731
26.01.2023;14:00;15:00;708;727
26.01.2023;15:00;16:00;710;731
26.01.2023;16:00;17:00;710;726
26.01.2023;17:00;18:00;713;728
26.01.2023;18:00;19:00;709;727
26.01.2023;19:00;20:00;690;730
26.01.2023;20:00;21:00;679;733
26.01.2023;21:00;22:00;695;732
26.01.2023;22:00;23:00;712;737
26.01.2023;23:00;00:00;702;733
27.01.2023;00:00;01:00;704;734
27.01.2023;01:00;02:00;693;736
27.01.2023;02:00;03:00;691;738
27.01.2023;03:00;04:00;689;739
27.01.2023;04:00;05:00;690;735
27.01.2023;05:00;06:00;690;739
27.01.2023;06:00;07:00;707;734
27.01.2023;07:00;08:00;704;724
27.01.2023;08:00;09:00;709;730
27.01.2023;09:00;10:00;702;734
27.01.2023;10:00;11:00;705;732
27.01.2023;11:00;12:00;715;736
27.01.2023;12:00;13:00;709;725
27.01.2023;13:00;14:00;714;722
27.01.2023;14:00;15:00;709;725
27.01.2023;15:00;16:00;714;728
27.01.2023;16:00;17:00;705;727
27.01.2023;17:00;18:00;704;723
27.01.2023;18:00;19:00;702;725
27.01.2023;19:00;20:00;713;723
27.01.2023;20:00;21:00;724;731
27.01.2023;21:00;22:00;708;736
27.01.2023;22:00;23:00;692;739
27.01.2023;23:00;00:00;683;734
28.01.2023;00:00;01:00;693;727
28.01.2023;01:00;02:00;695;727
28.01.2023;02:00;03:00;686;727
28.01.2023;03:00;04:00;690;727
28.01.2023;04:00;05:00;685;728
28.01.2023;05:00;06:00;680;727
28.01.2023;06:00;07:00;688;731
28.01.2023;07:00;08:00;688;726
28.01.2023;08:00;09:00;690;727
28.01.2023;09:00;10:00;688;727
28.01.2023;10:00;11:00;693;726
28.01.2023;11:00;12:00;698;731
28.01.2023;12:00;13:00;697;738
28.01.2023;13:00;14:00;711;746
28.01.2023;14:00;15:00;712;745
28.01.2023;15:00;16:00;712;741
28.01.2023;16:00;17:00;684;737
28.01.2023;17:00;18:00;679;744
28.01.2023;18:00;19:00;680;744
28.01.2023;19:00;20:00;676;748
28.01.2023;20:00;21:00;669;606
28.01.2023;21:00;22:00;667;517
28.01.2023;22:00;23:00;640;441
28.01.2023;23:00;00:00;624;328
29.01.2023;00:00;01:00;542;5
29.01.2023;01:00;02:00;497;0
29.01.2023;02:00;03:00;468;0
29.01.2023;03:00;04:00;460;0
29.01.2023;04:00;05:00;477;0
29.01.2023;05:00;06:00;518;0
29.01.2023;06:00;07:00;561;0
29.01.2023;07:00;08:00;568;0
29.01.2023;08:00;09:00;693;0
29.01.2023;09:00;10:00;686;0
29.01.2023;10:00;11:00;544;0
29.01.2023;11:00;12:00;489;0
29.01.2023;12:00;13:00;484;0
29.01.2023;13:00;14:00;473;0
29.01.2023;14:00;15:00;476;0
29.01.2023;15:00;16:00;460;0
29.01.2023;16:00;17:00;464;0
29.01.2023;17:00;18:00;499;0
29.01.2023;18:00;19:00;486;0
29.01.2023;19:00;20:00;479;0
29.01.2023;20:00;21:00;397;0
29.01.2023;21:00;22:00;487;0
29.01.2023;22:00;23:00;526;0
29.01.2023;23:00;00:00;685;0
30.01.2023;00:00;01:00;713;0
30.01.2023;01:00;02:00;714;0
30.01.2023;02:00;03:00;704;0
30.01.2023;03:00;04:00;689;0
30.01.2023;04:00;05:00;650;0
30.01.2023;05:00;06:00;488;0
30.01.2023;06:00;07:00;319;0
30.01.2023;07:00;08:00;265;0
30.01.2023;08:00;09:00;307;0
30.01.2023;09:00;10:00;295;0
30.01.2023;10:00;11:00;309;0
30.01.2023;11:00;12:00;320;0
30.01.2023;12:00;13:00;255;0
30.01.2023;13:00;14:00;250;0
30.01.2023;14:00;15:00;267;0
30.01.2023;15:00;16:00;460;0
30.01.2023;16:00;17:00;390;0
30.01.2023;17:00;18:00;319;0
30.01.2023;18:00;19:00;349;0
30.01.2023;19:00;20:00;366;0
30.01.2023;20:00;21:00;268;0
30.01.2023;21:00;22:00;229;0
30.01.2023;22:00;23:00;239;0
30.01.2023;23:00;00:00;231;0
31.01.2023;00:00;01:00;257;0
31.01.2023;01:00;02:00;267;0
31.01.2023;02:00;03:00;310;0
31.01.2023;03:00;04:00;292;0
31.01.2023;04:00;05:00;289;0
31.01.2023;05:00;06:00;290;0
31.01.2023;06:00;07:00;298;0
