Datum;Anfang;Ende;Generation_DE Huckingen A [MW] Originalauflösungen;Generation_DE Huckingen B [MW] Originalauflösungen
05.01.2023;18:00;19:00;126;0
05.01.2023;19:00;20:00;132;0
05.01.2023;20:00;21:00;145;0
05.01.2023;21:00;22:00;153;0
05.01.2023;22:00;23:00;145;0
05.01.2023;23:00;00:00;170;0
06.01.2023;00:00;01:00;222;0
06.01.2023;01:00;02:00;198;0
06.01.2023;02:00;03:00;196;0
06.01.2023;03:00;04:00;204;0
06.01.2023;04:00;05:00;209;0
06.01.2023;05:00;06:00;197;0
06.01.2023;06:00;07:00;201;0
06.01.2023;07:00;08:00;180;0
06.01.2023;08:00;09:00;200;0
06.01.2023;09:00;10:00;202;0
06.01.2023;10:00;11:00;203;0
06.01.2023;11:00;12:00;214;0
06.01.2023;12:00;13:00;228;0
06.01.2023;13:00;14:00;226;0
06.01.2023;14:00;15:00;229;0
06.01.2023;15:00;16:00;214;0
06.01.2023;16:00;17:00;215;0
06.01.2023;17:00;18:00;217;0
06.01.2023;18:00;19:00;224;0
06.01.2023;19:00;20:00;211;0
06.01.2023;20:00;21:00;212;0
06.01.2023;21:00;22:00;214;0
06.01.2023;22:00;23:00;209;0
06.01.2023;23:00;00:00;210;0
07.01.2023;00:00;01:00;204;0
07.01.2023;01:00;02:00;186;0
07.01.2023;02:00;03:00;196;0
07.01.2023;03:00;04:00;190;0
07.01.2023;04:00;05:00;177;0
07.01.2023;05:00;06:00;190;0
07.01.2023;06:00;07:00;191;0
07.01.2023;07:00;08:00;185;0
07.01.2023;08:00;09:00;193;0
07.01.2023;09:00;10:00;193;0
07.01.2023;10:00;11:00;175;0
07.01.2023;11:00;12:00;177;0
07.01.2023;12:00;13:00;153;0
07.01.2023;13:00;14:00;140;0
07.01.2023;14:00;15:00;145;0
07.01.2023;15:00;16:00;138;0
07.01.2023;16:00;17:00;153;0
07.01.2023;17:00;18:00;182;0
07.01.2023;18:00;19:00;197;0
07.01.2023;19:00;20:00;206;0
07.01.2023;20:00;21:00;211;0
07.01.2023;21:00;22:00;209;0
07.01.2023;22:00;23:00;179;0
07.01.2023;23:00;00:00;188;0
08.01.2023;00:00;01:00;190;0
08.01.2023;01:00;02:00;175;0
08.01.2023;02:00;03:00;173;0
08.01.2023;03:00;04:00;181;0
08.01.2023;04:00;05:00;180;0
08.01.2023;05:00;06:00;181;0
08.01.2023;06:00;07:00;189;0
08.01.2023;07:00;08:00;184;0
08.01.2023;08:00;09:00;192;0
08.01.2023;09:00;10:00;208;0
08.01.2023;10:00;11:00;199;0
08.01.2023;11:00;12:00;196;0
08.01.2023;12:00;13:00;195;0
08.01.2023;13:00;14:00;185;0
08.01.2023;14:00;15:00;193;0
08.01.2023;15:00;16:00;192;0
08.01.2023;16:00;17:00;193;0
08.01.2023;17:00;18:00;186;0
08.01.2023;18:00;19:00;198;0
08.01.2023;19:00;20:00;187;0
08.01.2023;20:00;21:00;183;0
08.01.2023;21:00;22:00;189;0
08.01.2023;22:00;23:00;186;0
08.01.2023;23:00;00:00;196;0
09.01.2023;00:00;01:00;206;0
09.01.2023;01:00;02:00;199;0
09.01.2023;02:00;03:00;191;0
09.01.2023;03:00;04:00;206;0
09.01.2023;04:00;05:00;186;0
09.01.2023;05:00;06:00;174;0
09.01.2023;06:00;07:00;168;0
09.01.2023;07:00;08:00;178;0
09.01.2023;08:00;09:00;182;0
09.01.2023;09:00;10:00;179;0
09.01.2023;10:00;11:00;173;0
09.01.2023;11:00;12:00;198;0
09.01.2023;12:00;13:00;203;0
09.01.2023;13:00;14:00;202;0
09.01.2023;14:00;15:00;205;0
09.01.2023;15:00;16:00;215;0
09.01.2023;16:00;17:00;203;0
09.01.2023;17:00;18:00;213;0
09.01.2023;18:00;19:00;213;0
09.01.2023;19:00;20:00;202;0
09.01.2023;20:00;21:00;208;0
09.01.2023;21:00;22:00;212;0
09.01.2023;22:00;23:00;198;0
09.01.2023;23:00;00:00;199;0
10.01.2023;00:00;01:00;201;0
10.01.2023;01:00;02:00;194;0
10.01.2023;02:00;03:00;199;0
10.01.2023;03:00;04:00;204;0
10.01.2023;04:00;05:00;197;0
10.01.2023;05:00;06:00;203;0
10.01.2023;06:00;07:00;191;0
10.01.2023;07:00;08:00;149;0
10.01.2023;08:00;09:00;116;0
10.01.2023;09:00;10:00;113;0
10.01.2023;10:00;11:00;111;0
10.01.2023;11:00;12:00;112;0
10.01.2023;12:00;13:00;117;0
10.01.2023;13:00;14:00;119;0
10.01.2023;14:00;15:00;113;0
10.01.2023;15:00;16:00;136;0
10.01.2023;16:00;17:00;166;0
10.01.2023;17:00;18:00;127;0
10.01.2023;18:00;19:00;173;0
10.01.2023;19:00;20:00;175;0
10.01.2023;20:00;21:00;194;0
10.01.2023;21:00;22:00;208;0
10.01.2023;22:00;23:00;200;0
10.01.2023;23:00;00:00;209;0
11.01.2023;00:00;01:00;205;0
11.01.2023;01:00;02:00;194;0
11.01.2023;02:00;03:00;198;0
11.01.2023;03:00;04:00;201;0
11.01.2023;04:00;05:00;189;0
11.01.2023;05:00;06:00;193;0
11.01.2023;06:00;07:00;196;0
11.01.2023;07:00;08:00;189;0
11.01.2023;08:00;09:00;197;0
11.01.2023;09:00;10:00;206;0
11.01.2023;10:00;11:00;197;0
11.01.2023;11:00;12:00;208;0
11.01.2023;12:00;13:00;206;0
11.01.2023;13:00;14:00;198;0
11.01.2023;14:00;15:00;193;0
11.01.2023;15:00;16:00;193;0
11.01.2023;16:00;17:00;186;0
11.01.2023;17:00;18:00;196;0
11.01.2023;18:00;19:00;210;0
11.01.2023;19:00;20:00;198;0
11.01.2023;20:00;21:00;197;0
11.01.2023;21:00;22:00;189;0
11.01.2023;22:00;23:00;193;0
11.01.2023;23:00;00:00;202;0
12.01.2023;00:00;01:00;216;0
12.01.2023;01:00;02:00;216;0
12.01.2023;02:00;03:00;205;0
12.01.2023;03:00;04:00;204;0
12.01.2023;04:00;05:00;198;0
12.01.2023;05:00;06:00;212;0
12.01.2023;06:00;07:00;224;0
12.01.2023;07:00;08:00;219;0
12.01.2023;08:00;09:00;215;0
12.01.2023;09:00;10:00;212;0
12.01.2023;10:00;11:00;198;0
12.01.2023;11:00;12:00;213;0
12.01.2023;12:00;13:00;214;0
12.01.2023;13:00;14:00;205;0
12.01.2023;14:00;15:00;220;0
12.01.2023;15:00;16:00;213;0
12.01.2023;16:00;17:00;210;0
12.01.2023;17:00;18:00;215;0
12.01.2023;18:00;19:00;215;0
12.01.2023;19:00;20:00;200;0
12.01.2023;20:00;21:00;201;0
12.01.2023;21:00;22:00;195;0
12.01.2023;22:00;23:00;192;0
12.01.2023;23:00;00:00;214;0
13.01.2023;00:00;01:00;213;0
13.01.2023;01:00;02:00;204;0
13.01.2023;02:00;03:00;206;0
13.01.2023;03:00;04:00;206;0
13.01.2023;04:00;05:00;198;0
13.01.2023;05:00;06:00;213;0
13.01.2023;06:00;07:00;208;0
13.01.2023;07:00;08:00;198;0
13.01.2023;08:00;09:00;198;0
13.01.2023;09:00;10:00;180;0
13.01.2023;10:00;11:00;171;0
13.01.2023;11:00;12:00;182;0
13.01.2023;12:00;13:00;188;0
13.01.2023;13:00;14:00;195;0
13.01.2023;14:00;15:00;203;0
13.01.2023;15:00;16:00;220;0
13.01.2023;16:00;17:00;211;0
13.01.2023;17:00;18:00;212;0
13.01.2023;18:00;19:00;206;0
13.01.2023;19:00;20:00;204;0
13.01.2023;20:00;21:00;208;0
13.01.2023;21:00;22:00;196;0
13.01.2023;22:00;23:00;179;0
13.01.2023;23:00;00:00;184;0
14.01.2023;00:00;01:00;180;0
14.01.2023;01:00;02:00;179;0
14.01.2023;02:00;03:00;194;0
14.01.2023;03:00;04:00;201;0
14.01.2023;04:00;05:00;197;0
14.01.2023;05:00;06:00;206;0
14.01.2023;06:00;07:00;216;0
14.01.2023;07:00;08:00;211;0
14.01.2023;08:00;09:00;211;0
14.01.2023;09:00;10:00;215;0
14.01.2023;10:00;11:00;201;0
14.01.2023;11:00;12:00;203;0
14.01.2023;12:00;13:00;169;0
14.01.2023;13:00;14:00;134;0
14.01.2023;14:00;15:00;149;0
14.01.2023;15:00;16:00;152;0
14.01.2023;16:00;17:00;173;0
14.01.2023;17:00;18:00;185;0
14.01.2023;18:00;19:00;178;0
14.01.2023;19:00;20:00;173;0
14.01.2023;20:00;21:00;195;0
14.01.2023;21:00;22:00;210;0
14.01.2023;22:00;23:00;200;0
14.01.2023;23:00;00:00;221;0
15.01.2023;00:00;01:00;201;0
15.01.2023;01:00;02:00;182;0
15.01.2023;02:00;03:00;201;0
15.01.2023;03:00;04:00;207;0
15.01.2023;04:00;05:00;204;0
15.01.2023;05:00;06:00;206;0
15.01.2023;06:00;07:00;226;0
15.01.2023;07:00;08:00;218;0
15.01.2023;08:00;09:00;223;0
15.01.2023;09:00;10:00;214;0
15.01.2023;10:00;11:00;211;0
15.01.2023;11:00;12:00;211;0
15.01.2023;12:00;13:00;205;0
15.01.2023;13:00;14:00;195;0
15.01.2023;14:00;15:00;194;0
15.01.2023;15:00;16:00;197;0
15.01.2023;16:00;17:00;188;0
15.01.2023;17:00;18:00;194;0
15.01.2023;18:00;19:00;206;0
15.01.2023;19:00;20:00;209;0
15.01.2023;20:00;21:00;224;0
15.01.2023;21:00;22:00;221;0
15.01.2023;22:00;23:00;210;0
15.01.2023;23:00;00:00;224;0
16.01.2023;00:00;01:00;216;0
16.01.2023;01:00;02:00;203;0
16.01.2023;02:00;03:00;202;0
16.01.2023;03:00;04:00;195;0
16.01.2023;04:00;05:00;192;0
16.01.2023;05:00;06:00;207;0
16.01.2023;06:00;07:00;220;0
16.01.2023;07:00;08:00;224;0
16.01.2023;08:00;09:00;225;0
16.01.2023;09:00;10:00;221;0
16.01.2023;10:00;11:00;216;0
16.01.2023;11:00;12:00;212;0
16.01.2023;12:00;13:00;214;0
16.01.2023;13:00;14:00;203;0
16.01.2023;14:00;15:00;199;0
16.01.2023;15:00;16:00;202;0
16.01.2023;16:00;17:00;183;0
16.01.2023;17:00;18:00;199;0
16.01.2023;18:00;19:00;214;0
16.01.2023;19:00;20:00;208;0
16.01.2023;20:00;21:00;223;0
16.01.2023;21:00;22:00;217;0
16.01.2023;22:00;23:00;206;0
16.01.2023;23:00;00:00;215;0
17.01.2023;00:00;01:00;221;0
17.01.2023;01:00;02:00;203;0
17.01.2023;02:00;03:00;195;0
17.01.2023;03:00;04:00;201;0
17.01.2023;04:00;05:00;186;0
17.01.2023;05:00;06:00;191;0
17.01.2023;06:00;07:00;187;0
17.01.2023;07:00;08:00;183;0
17.01.2023;08:00;09:00;200;0
17.01.2023;09:00;10:00;213;0
17.01.2023;10:00;11:00;203;0
17.01.2023;11:00;12:00;208;0
17.01.2023;12:00;13:00;213;0
17.01.2023;13:00;14:00;200;0
17.01.2023;14:00;15:00;204;0
17.01.2023;15:00;16:00;203;0
17.01.2023;16:00;17:00;176;0
17.01.2023;17:00;18:00;181;0
17.01.2023;18:00;19:00;189;0
17.01.2023;19:00;20:00;181;0
17.01.2023;20:00;21:00;187;0
17.01.2023;21:00;22:00;204;0
17.01.2023;22:00;23:00;193;0
17.01.2023;23:00;00:00;196;0
18.01.2023;00:00;01:00;133;0
18.01.2023;01:00;02:00;112;0
18.01.2023;02:00;03:00;114;0
18.01.2023;03:00;04:00;109;0
18.01.2023;04:00;05:00;112;0
18.01.2023;05:00;06:00;117;0
18.01.2023;06:00;07:00;110;0
18.01.2023;07:00;08:00;117;0
18.01.2023;08:00;09:00;122;0
18.01.2023;09:00;10:00;108;0
18.01.2023;10:00;11:00;109;0
18.01.2023;11:00;12:00;108;0
18.01.2023;12:00;13:00;107;0
18.01.2023;13:00;14:00;111;0
18.01.2023;14:00;15:00;111;0
18.01.2023;15:00;16:00;108;0
18.01.2023;16:00;17:00;110;0
18.01.2023;17:00;18:00;105;0
18.01.2023;18:00;19:00;104;0
18.01.2023;19:00;20:00;106;0
18.01.2023;20:00;21:00;104;0
18.01.2023;21:00;22:00;104;0
18.01.2023;22:00;23:00;101;0
18.01.2023;23:00;00:00;109;0
19.01.2023;00:00;01:00;105;0
19.01.2023;01:00;02:00;106;0
19.01.2023;02:00;03:00;108;0
19.01.2023;03:00;04:00;147;0
19.01.2023;04:00;05:00;105;0
19.01.2023;05:00;06:00;133;0
19.01.2023;06:00;07:00;181;0
19.01.2023;07:00;08:00;161;0
19.01.2023;08:00;09:00;119;0
19.01.2023;09:00;10:00;101;0
19.01.2023;10:00;11:00;116;0
19.01.2023;11:00;12:00;115;0
19.01.2023;12:00;13:00;117;0
19.01.2023;13:00;14:00;113;0
19.01.2023;14:00;15:00;113;0
19.01.2023;15:00;16:00;135;0
19.01.2023;16:00;17:00;146;0
19.01.2023;17:00;18:00;146;0
19.01.2023;18:00;19:00;141;0
19.01.2023;19:00;20:00;167;0
19.01.2023;20:00;21:00;180;0
19.01.2023;21:00;22:00;183;0
19.01.2023;22:00;23:00;202;0
19.01.2023;23:00;00:00;193;0
20.01.2023;00:00;01:00;170;0
20.01.2023;01:00;02:00;170;0
20.01.2023;02:00;03:00;155;0
20.01.2023;03:00;04:00;158;0
20.01.2023;04:00;05:00;173;0
20.01.2023;05:00;06:00;176;0
20.01.2023;06:00;07:00;170;0
20.01.2023;07:00;08:00;187;0
20.01.2023;08:00;09:00;185;0
20.01.2023;09:00;10:00;173;0
20.01.2023;10:00;11:00;177;0
20.01.2023;11:00;12:00;184;0
20.01.2023;12:00;13:00;176;0
20.01.2023;13:00;14:00;182;0
20.01.2023;14:00;15:00;179;0
20.01.2023;15:00;16:00;167;0
20.01.2023;16:00;17:00;184;0
20.01.2023;17:00;18:00;194;0
20.01.2023;18:00;19:00;189;0
20.01.2023;19:00;20:00;193;0
20.01.2023;20:00;21:00;183;0
20.01.2023;21:00;22:00;176;0
20.01.2023;22:00;23:00;194;0
20.01.2023;23:00;00:00;205;0
21.01.2023;00:00;01:00;183;0
21.01.2023;01:00;02:00;200;0
21.01.2023;02:00;03:00;201;0
21.01.2023;03:00;04:00;179;0
21.01.2023;04:00;05:00;187;0
21.01.2023;05:00;06:00;166;0
21.01.2023;06:00;07:00;190;0
21.01.2023;07:00;08:00;191;0
21.01.2023;08:00;09:00;189;0
21.01.2023;09:00;10:00;192;0
21.01.2023;10:00;11:00;200;0
21.01.2023;11:00;12:00;188;0
21.01.2023;12:00;13:00;172;0
21.01.2023;13:00;14:00;197;0
21.01.2023;14:00;15:00;204;0
21.01.2023;15:00;16:00;192;0
21.01.2023;16:00;17:00;204;0
21.01.2023;17:00;18:00;178;0
21.01.2023;18:00;19:00;159;0
21.01.2023;19:00;20:00;185;0
21.01.2023;20:00;21:00;190;0
21.01.2023;21:00;22:00;188;0
21.01.2023;22:00;23:00;204;0
21.01.2023;23:00;00:00;202;0
22.01.2023;00:00;01:00;199;0
22.01.2023;01:00;02:00;193;0
22.01.2023;02:00;03:00;200;0
22.01.2023;03:00;04:00;183;0
22.01.2023;04:00;05:00;187;0
22.01.2023;05:00;06:00;174;0
22.01.2023;06:00;07:00;168;0
22.01.2023;07:00;08:00;175;0
22.01.2023;08:00;09:00;186;0
22.01.2023;09:00;10:00;166;0
22.01.2023;10:00;11:00;173;0
22.01.2023;11:00;12:00;178;0
22.01.2023;12:00;13:00;168;0
22.01.2023;13:00;14:00;180;0
22.01.2023;14:00;15:00;174;0
22.01.2023;15:00;16:00;161;0
22.01.2023;16:00;17:00;157;0
22.01.2023;17:00;18:00;124;0
22.01.2023;18:00;19:00;120;0
22.01.2023;19:00;20:00;125;0
22.01.2023;20:00;21:00;123;0
22.01.2023;21:00;22:00;122;0
22.01.2023;22:00;23:00;124;0
22.01.2023;23:00;00:00;119;0
23.01.2023;00:00;01:00;117;0
23.01.2023;01:00;02:00;118;0
23.01.2023;02:00;03:00;119;0
23.01.2023;03:00;04:00;114;0
23.01.2023;04:00;05:00;118;0
23.01.2023;05:00;06:00;116;0
23.01.2023;06:00;07:00;110;0
23.01.2023;07:00;08:00;116;0
23.01.2023;08:00;09:00;112;0
23.01.2023;09:00;10:00;114;0
23.01.2023;10:00;11:00;118;0
23.01.2023;11:00;12:00;120;0
23.01.2023;12:00;13:00;111;0
23.01.2023;13:00;14:00;113;0
23.01.2023;14:00;15:00;116;0
23.01.2023;15:00;16:00;120;0
23.01.2023;16:00;17:00;123;0
23.01.2023;17:00;18:00;121;0
23.01.2023;18:00;19:00;114;0
23.01.2023;19:00;20:00;115;0
23.01.2023;20:00;21:00;117;0
23.01.2023;21:00;22:00;120;0
23.01.2023;22:00;23:00;38;0
23.01.2023;23:00;00:00;0;0
24.01.2023;00:00;01:00;0;0
24.01.2023;01:00;02:00;0;0
24.01.2023;02:00;03:00;0;0
24.01.2023;03:00;04:00;0;0
24.01.2023;04:00;05:00;0;0
24.01.2023;05:00;06:00;0;0
24.01.2023;06:00;07:00;0;0
24.01.2023;07:00;08:00;0;0
24.01.2023;08:00;09:00;0;0
24.01.2023;09:00;10:00;0;0
24.01.2023;10:00;11:00;0;0
24.01.2023;11:00;12:00;0;0
24.01.2023;12:00;13:00;0;0
24.01.2023;13:00;14:00;0;0
24.01.2023;14:00;15:00;0;0
24.01.2023;15:00;16:00;0;0
24.01.2023;16:00;17:00;0;0
24.01.2023;17:00;18:00;0;0
24.01.2023;18:00;19:00;0;0
24.01.2023;19:00;20:00;0;0
24.01.2023;20:00;21:00;0;0
24.01.2023;21:00;22:00;0;0
24.01.2023;22:00;23:00;0;0
24.01.2023;23:00;00:00;0;0
25.01.2023;00:00;01:00;0;0
25.01.2023;01:00;02:00;0;0
25.01.2023;02:00;03:00;0;0
25.01.2023;03:00;04:00;0;0
25.01.2023;04:00;05:00;0;0
25.01.2023;05:00;06:00;0;0
25.01.2023;06:00;07:00;0;0
25.01.2023;07:00;08:00;0;0
25.01.2023;08:00;09:00;0;0
25.01.2023;09:00;10:00;0;0
25.01.2023;10:00;11:00;0;0
25.01.2023;11:00;12:00;0;0
25.01.2023;12:00;13:00;0;0
25.01.2023;13:00;14:00;0;0
25.01.2023;14:00;15:00;0;0
25.01.2023;15:00;16:00;0;0
25.01.2023;16:00;17:00;0;0
25.01.2023;17:00;18:00;0;0
25.01.2023;18:00;19:00;0;0
25.01.2023;19:00;20:00;0;0
25.01.2023;20:00;21:00;0;0
25.01.2023;21:00;22:00;0;0
25.01.2023;22:00;23:00;0;0
25.01.2023;23:00;00:00;0;0
26.01.2023;00:00;01:00;0;0
26.01.2023;01:00;02:00;0;0
26.01.2023;02:00;03:00;0;0
26.01.2023;03:00;04:00;0;0
26.01.2023;04:00;05:00;0;0
26.01.2023;05:00;06:00;0;0
26.01.2023;06:00;07:00;0;0
26.01.2023;07:00;08:00;0;0
26.01.2023;08:00;09:00;0;0
26.01.2023;09:00;10:00;0;0
26.01.2023;10:00;11:00;0;0
26.01.2023;11:00;12:00;0;0
26.01.2023;12:00;13:00;0;0
26.01.2023;13:00;14:00;0;0
26.01.2023;14:00;15:00;0;0
26.01.2023;15:00;16:00;0;0
26.01.2023;16:00;17:00;0;0
26.01.2023;17:00;18:00;0;0
26.01.2023;18:00;19:00;0;0
26.01.2023;19:00;20:00;0;0
26.01.2023;20:00;21:00;0;0
26.01.2023;21:00;22:00;0;0
26.01.2023;22:00;23:00;0;0
26.01.2023;23:00;00:00;0;0
27.01.2023;00:00;01:00;0;0
27.01.2023;01:00;02:00;0;0
27.01.2023;02:00;03:00;0;0
27.01.2023;03:00;04:00;0;0
27.01.2023;04:00;05:00;0;0
27.01.2023;05:00;06:00;0;0
27.01.2023;06:00;07:00;0;0
27.01.2023;07:00;08:00;0;0
27.01.2023;08:00;09:00;0;0
27.01.2023;09:00;10:00;0;0
27.01.2023;10:00;11:00;0;0
27.01.2023;11:00;12:00;0;0
27.01.2023;12:00;13:00;0;0
27.01.2023;13:00;14:00;0;0
27.01.2023;14:00;15:00;0;0
27.01.2023;15:00;16:00;0;0
27.01.2023;16:00;17:00;0;0
27.01.2023;17:00;18:00;0;0
27.01.2023;18:00;19:00;0;0
27.01.2023;19:00;20:00;0;0
27.01.2023;20:00;21:00;0;0
27.01.2023;21:00;22:00;0;0
27.01.2023;22:00;23:00;0;0
27.01.2023;23:00;00:00;0;0
28.01.2023;00:00;01:00;0;0
28.01.2023;01:00;02:00;0;0
28.01.2023;02:00;03:00;0;0
28.01.2023;03:00;04:00;0;0
28.01.2023;04:00;05:00;0;0
28.01.2023;05:00;06:00;0;0
28.01.2023;06:00;07:00;0;0
28.01.2023;07:00;08:00;0;0
28.01.2023;08:00;09:00;0;0
28.01.2023;09:00;10:00;0;0
28.01.2023;10:00;11:00;0;0
28.01.2023;11:00;12:00;0;0
28.01.2023;12:00;13:00;0;0
28.01.2023;13:00;14:00;0;0
28.01.2023;14:00;15:00;0;0
28.01.2023;15:00;16:00;0;0
28.01.2023;16:00;17:00;0;0
28.01.2023;17:00;18:00;0;0
28.01.2023;18:00;19:00;0;0
28.01.2023;19:00;20:00;0;0
28.01.2023;20:00;21:00;0;0
28.01.2023;21:00;22:00;0;0
28.01.2023;22:00;23:00;0;0
28.01.2023;23:00;00:00;0;0
29.01.2023;00:00;01:00;0;0
29.01.2023;01:00;02:00;0;0
29.01.2023;02:00;03:00;0;0
29.01.2023;03:00;04:00;0;0
29.01.2023;04:00;05:00;0;0
29.01.2023;05:00;06:00;0;0
29.01.2023;06:00;07:00;0;0
29.01.2023;07:00;08:00;0;0
29.01.2023;08:00;09:00;0;0
29.01.2023;09:00;10:00;0;0
29.01.2023;10:00;11:00;0;0
29.01.2023;11:00;12:00;0;0
29.01.2023;12:00;13:00;0;0
29.01.2023;13:00;14:00;0;0
29.01.2023;14:00;15:00;0;0
29.01.2023;15:00;16:00;0;0
29.01.2023;16:00;17:00;0;0
29.01.2023;17:00;18:00;0;0
29.01.2023;18:00;19:00;0;0
29.01.2023;19:00;20:00;0;0
29.01.2023;20:00;21:00;0;0
29.01.2023;21:00;22:00;0;0
29.01.2023;22:00;23:00;0;0
29.01.2023;23:00;00:00;0;0
30.01.2023;00:00;01:00;0;0
30.01.2023;01:00;02:00;0;0
30.01.2023;02:00;03:00;0;0
30.01.2023;03:00;04:00;0;0
30.01.2023;04:00;05:00;0;0
30.01.2023;05:00;06:00;0;0
30.01.2023;06:00;07:00;0;0
30.01.2023;07:00;08:00;0;0
30.01.2023;08:00;09:00;0;0
30.01.2023;09:00;10:00;0;0
30.01.2023;10:00;11:00;0;0
30.01.2023;11:00;12:00;0;0
30.01.2023;12:00;13:00;0;0
30.01.2023;13:00;14:00;0;0
30.01.2023;14:00;15:00;0;0
30.01.2023;15:00;16:00;0;0
30.01.2023;16:00;17:00;0;0
30.01.2023;17:00;18:00;0;0
30.01.2023;18:00;19:00;0;0
30.01.2023;19:00;20:00;0;0
30.01.2023;20:00;21:00;0;0
30.01.2023;21:00;22:00;0;0
30.01.2023;22:00;23:00;0;0
30.01.2023;23:00;00:00;0;0
31.01.2023;00:00;01:00;0;0
31.01.2023;01:00;02:00;0;0
31.01.2023;02:00;03:00;0;0
31.01.2023;03:00;04:00;0;0
31.01.2023;04:00;05:00;0;0
31.01.2023;05:00;06:00;0;0
31.01.2023;06:00;07:00;0;0
31.01.2023;07:00;08:00;0;0
31.01.2023;08:00;09:00;0;0
31.01.2023;09:00;10:00;0;0
