Datum;Anfang;Ende;Generation_DE GuD Marzahn Dampfturbine [MW] Originalauflösungen;Generation_DE GuD Marzahn Gasturbine [MW] Originalauflösungen
05.01.2023;05:00;06:00;42;42
05.01.2023;06:00;07:00;44;44
05.01.2023;07:00;08:00;88;88
05.01.2023;08:00;09:00;166;166
05.01.2023;09:00;10:00;210;210
05.01.2023;10:00;11:00;210;210
05.01.2023;11:00;12:00;223;223
05.01.2023;12:00;13:00;220;220
05.01.2023;13:00;14:00;220;220
05.01.2023;14:00;15:00;220;220
05.01.2023;15:00;16:00;220;220
05.01.2023;16:00;17:00;220;220
05.01.2023;17:00;18:00;220;220
05.01.2023;18:00;19:00;220;220
05.01.2023;19:00;20:00;220;220
05.01.2023;20:00;21:00;220;220
05.01.2023;21:00;22:00;220;220
05.01.2023;22:00;23:00;219;219
05.01.2023;23:00;00:00;210;210
06.01.2023;00:00;01:00;210;210
06.01.2023;01:00;02:00;210;210
06.01.2023;02:00;03:00;210;210
06.01.2023;03:00;04:00;130;130
06.01.2023;04:00;05:00;81;81
06.01.2023;05:00;06:00;150;150
06.01.2023;06:00;07:00;209;209
06.01.2023;07:00;08:00;210;210
06.01.2023;08:00;09:00;218;218
06.01.2023;09:00;10:00;220;220
06.01.2023;10:00;11:00;220;220
06.01.2023;11:00;12:00;220;220
06.01.2023;12:00;13:00;219;219
06.01.2023;13:00;14:00;154;154
06.01.2023;14:00;15:00;151;151
06.01.2023;15:00;16:00;224;224
06.01.2023;16:00;17:00;233;233
06.01.2023;17:00;18:00;235;235
06.01.2023;18:00;19:00;235;235
06.01.2023;19:00;20:00;235;235
06.01.2023;20:00;21:00;235;235
06.01.2023;21:00;22:00;237;237
06.01.2023;22:00;23:00;236;236
06.01.2023;23:00;00:00;193;193
07.01.2023;00:00;01:00;127;127
07.01.2023;01:00;02:00;79;79
07.01.2023;02:00;03:00;60;60
07.01.2023;03:00;04:00;60;60
07.01.2023;04:00;05:00;60;60
07.01.2023;05:00;06:00;60;60
07.01.2023;06:00;07:00;74;74
07.01.2023;07:00;08:00;140;140
07.01.2023;08:00;09:00;143;143
07.01.2023;09:00;10:00;160;160
07.01.2023;10:00;11:00;149;149
07.01.2023;11:00;12:00;203;203
07.01.2023;12:00;13:00;141;141
07.01.2023;13:00;14:00;135;135
07.01.2023;14:00;15:00;135;135
07.01.2023;15:00;16:00;139;139
07.01.2023;16:00;17:00;200;200
07.01.2023;17:00;18:00;198;198
07.01.2023;18:00;19:00;190;190
07.01.2023;19:00;20:00;128;128
07.01.2023;20:00;21:00;56;56
07.01.2023;21:00;22:00;40;40
07.01.2023;22:00;23:00;40;40
07.01.2023;23:00;00:00;41;41
08.01.2023;00:00;01:00;52;52
08.01.2023;01:00;02:00;55;55
08.01.2023;02:00;03:00;55;55
08.01.2023;03:00;04:00;55;55
08.01.2023;04:00;05:00;55;55
08.01.2023;05:00;06:00;55;55
08.01.2023;06:00;07:00;55;55
08.01.2023;07:00;08:00;55;55
08.01.2023;08:00;09:00;55;55
08.01.2023;09:00;10:00;58;58
08.01.2023;10:00;11:00;132;132
08.01.2023;11:00;12:00;200;200
08.01.2023;12:00;13:00;210;210
08.01.2023;13:00;14:00;151;151
08.01.2023;14:00;15:00;209;209
08.01.2023;15:00;16:00;210;210
08.01.2023;16:00;17:00;210;210
08.01.2023;17:00;18:00;210;210
08.01.2023;18:00;19:00;210;210
08.01.2023;19:00;20:00;210;210
08.01.2023;20:00;21:00;210;210
08.01.2023;21:00;22:00;196;196
08.01.2023;22:00;23:00;195;195
08.01.2023;23:00;00:00;120;120
09.01.2023;00:00;01:00;55;55
09.01.2023;01:00;02:00;55;55
09.01.2023;02:00;03:00;55;55
09.01.2023;03:00;04:00;55;55
09.01.2023;04:00;05:00;55;55
09.01.2023;05:00;06:00;55;55
09.01.2023;06:00;07:00;58;58
09.01.2023;07:00;08:00;129;129
09.01.2023;08:00;09:00;223;223
09.01.2023;09:00;10:00;234;234
09.01.2023;10:00;11:00;235;235
09.01.2023;11:00;12:00;234;234
09.01.2023;12:00;13:00;234;234
09.01.2023;13:00;14:00;233;233
09.01.2023;14:00;15:00;231;231
09.01.2023;15:00;16:00;225;225
09.01.2023;16:00;17:00;223;223
09.01.2023;17:00;18:00;230;230
09.01.2023;18:00;19:00;230;230
09.01.2023;19:00;20:00;230;230
09.01.2023;20:00;21:00;230;230
09.01.2023;21:00;22:00;230;230
09.01.2023;22:00;23:00;226;226
09.01.2023;23:00;00:00;159;159
10.01.2023;00:00;01:00;110;110
10.01.2023;01:00;02:00;105;105
10.01.2023;02:00;03:00;143;143
10.01.2023;03:00;04:00;108;108
10.01.2023;04:00;05:00;173;173
10.01.2023;05:00;06:00;216;216
10.01.2023;06:00;07:00;239;239
10.01.2023;07:00;08:00;239;239
10.01.2023;08:00;09:00;239;239
10.01.2023;09:00;10:00;239;239
10.01.2023;10:00;11:00;60;60
10.01.2023;11:00;12:00;30;30
10.01.2023;12:00;13:00;82;82
10.01.2023;13:00;14:00;146;146
10.01.2023;14:00;15:00;224;224
10.01.2023;15:00;16:00;235;235
10.01.2023;16:00;17:00;235;235
10.01.2023;17:00;18:00;235;235
10.01.2023;18:00;19:00;235;235
10.01.2023;19:00;20:00;215;215
10.01.2023;20:00;21:00;149;149
10.01.2023;21:00;22:00;67;67
10.01.2023;22:00;23:00;42;42
10.01.2023;23:00;00:00;41;41
11.01.2023;00:00;01:00;41;41
11.01.2023;01:00;02:00;41;41
11.01.2023;02:00;03:00;41;41
11.01.2023;03:00;04:00;41;41
11.01.2023;04:00;05:00;41;41
11.01.2023;05:00;06:00;41;41
11.01.2023;06:00;07:00;49;49
11.01.2023;07:00;08:00;98;98
11.01.2023;08:00;09:00;175;175
11.01.2023;09:00;10:00;215;215
11.01.2023;10:00;11:00;225;225
11.01.2023;11:00;12:00;225;225
11.01.2023;12:00;13:00;225;225
11.01.2023;13:00;14:00;216;216
11.01.2023;14:00;15:00;215;215
11.01.2023;15:00;16:00;215;215
11.01.2023;16:00;17:00;215;215
11.01.2023;17:00;18:00;215;215
11.01.2023;18:00;19:00;215;215
11.01.2023;19:00;20:00;168;168
11.01.2023;20:00;21:00;96;96
11.01.2023;21:00;22:00;69;69
11.01.2023;22:00;23:00;90;90
11.01.2023;23:00;00:00;54;54
12.01.2023;00:00;01:00;50;50
12.01.2023;01:00;02:00;49;49
12.01.2023;02:00;03:00;42;42
12.01.2023;03:00;04:00;41;41
12.01.2023;04:00;05:00;41;41
12.01.2023;05:00;06:00;42;42
12.01.2023;06:00;07:00;51;51
12.01.2023;07:00;08:00;55;55
12.01.2023;08:00;09:00;55;55
12.01.2023;09:00;10:00;55;55
12.01.2023;10:00;11:00;55;55
12.01.2023;11:00;12:00;55;55
12.01.2023;12:00;13:00;22;22
12.01.2023;13:00;14:00;0;0
12.01.2023;14:00;15:00;0;0
12.01.2023;15:00;16:00;0;0
12.01.2023;16:00;17:00;0;0
12.01.2023;17:00;18:00;2;2
12.01.2023;18:00;19:00;48;48
12.01.2023;19:00;20:00;102;102
12.01.2023;20:00;21:00;60;60
12.01.2023;21:00;22:00;0;0
12.01.2023;22:00;23:00;0;0
12.01.2023;23:00;00:00;0;0
13.01.2023;00:00;01:00;0;0
13.01.2023;01:00;02:00;0;0
13.01.2023;02:00;03:00;0;0
13.01.2023;03:00;04:00;0;0
13.01.2023;04:00;05:00;0;0
13.01.2023;05:00;06:00;0;0
13.01.2023;06:00;07:00;0;0
13.01.2023;07:00;08:00;0;0
13.01.2023;08:00;09:00;0;0
13.01.2023;09:00;10:00;0;0
13.01.2023;10:00;11:00;16;16
13.01.2023;11:00;12:00;63;63
13.01.2023;12:00;13:00;88;88
13.01.2023;13:00;14:00;105;105
13.01.2023;14:00;15:00;50;50
13.01.2023;15:00;16:00;51;51
13.01.2023;16:00;17:00;137;137
13.01.2023;17:00;18:00;191;191
13.01.2023;18:00;19:00;215;215
13.01.2023;19:00;20:00;197;197
13.01.2023;20:00;21:00;195;195
13.01.2023;21:00;22:00;166;166
13.01.2023;22:00;23:00;95;95
13.01.2023;23:00;00:00;56;56
14.01.2023;00:00;01:00;55;55
14.01.2023;01:00;02:00;55;55
14.01.2023;02:00;03:00;55;55
14.01.2023;03:00;04:00;56;56
14.01.2023;04:00;05:00;56;56
14.01.2023;05:00;06:00;55;55
14.01.2023;06:00;07:00;55;55
14.01.2023;07:00;08:00;56;56
14.01.2023;08:00;09:00;56;56
14.01.2023;09:00;10:00;55;55
14.01.2023;10:00;11:00;55;55
14.01.2023;11:00;12:00;55;55
14.01.2023;12:00;13:00;55;55
14.01.2023;13:00;14:00;55;55
14.01.2023;14:00;15:00;56;56
14.01.2023;15:00;16:00;56;56
14.01.2023;16:00;17:00;55;55
14.01.2023;17:00;18:00;55;55
14.01.2023;18:00;19:00;55;55
14.01.2023;19:00;20:00;55;55
14.01.2023;20:00;21:00;55;55
14.01.2023;21:00;22:00;55;55
14.01.2023;22:00;23:00;55;55
14.01.2023;23:00;00:00;54;54
15.01.2023;00:00;01:00;50;50
15.01.2023;01:00;02:00;50;50
15.01.2023;02:00;03:00;50;50
15.01.2023;03:00;04:00;50;50
15.01.2023;04:00;05:00;50;50
15.01.2023;05:00;06:00;50;50
15.01.2023;06:00;07:00;50;50
15.01.2023;07:00;08:00;50;50
15.01.2023;08:00;09:00;50;50
15.01.2023;09:00;10:00;50;50
15.01.2023;10:00;11:00;50;50
15.01.2023;11:00;12:00;50;50
15.01.2023;12:00;13:00;50;50
15.01.2023;13:00;14:00;50;50
15.01.2023;14:00;15:00;50;50
15.01.2023;15:00;16:00;50;50
15.01.2023;16:00;17:00;50;50
15.01.2023;17:00;18:00;50;50
15.01.2023;18:00;19:00;50;50
15.01.2023;19:00;20:00;50;50
15.01.2023;20:00;21:00;50;50
15.01.2023;21:00;22:00;53;53
15.01.2023;22:00;23:00;80;80
15.01.2023;23:00;00:00;57;57
16.01.2023;00:00;01:00;55;55
16.01.2023;01:00;02:00;55;55
16.01.2023;02:00;03:00;55;55
16.01.2023;03:00;04:00;55;55
16.01.2023;04:00;05:00;58;58
16.01.2023;05:00;06:00;110;110
16.01.2023;06:00;07:00;119;119
16.01.2023;07:00;08:00;198;198
16.01.2023;08:00;09:00;217;217
16.01.2023;09:00;10:00;220;220
16.01.2023;10:00;11:00;220;220
16.01.2023;11:00;12:00;220;220
16.01.2023;12:00;13:00;220;220
16.01.2023;13:00;14:00;215;215
16.01.2023;14:00;15:00;210;210
16.01.2023;15:00;16:00;210;210
16.01.2023;16:00;17:00;210;210
16.01.2023;17:00;18:00;210;210
16.01.2023;18:00;19:00;210;210
16.01.2023;19:00;20:00;210;210
16.01.2023;20:00;21:00;210;210
16.01.2023;21:00;22:00;210;210
16.01.2023;22:00;23:00;210;210
16.01.2023;23:00;00:00;181;181
17.01.2023;00:00;01:00;123;123
17.01.2023;01:00;02:00;120;120
17.01.2023;02:00;03:00;65;65
17.01.2023;03:00;04:00;61;61
17.01.2023;04:00;05:00;138;138
17.01.2023;05:00;06:00;210;210
17.01.2023;06:00;07:00;210;210
17.01.2023;07:00;08:00;215;215
17.01.2023;08:00;09:00;220;220
17.01.2023;09:00;10:00;220;220
17.01.2023;10:00;11:00;220;220
17.01.2023;11:00;12:00;220;220
17.01.2023;12:00;13:00;207;207
17.01.2023;13:00;14:00;205;205
17.01.2023;14:00;15:00;205;205
17.01.2023;15:00;16:00;205;205
17.01.2023;16:00;17:00;205;205
17.01.2023;17:00;18:00;205;205
17.01.2023;18:00;19:00;205;205
17.01.2023;19:00;20:00;205;205
17.01.2023;20:00;21:00;205;205
17.01.2023;21:00;22:00;205;205
17.01.2023;22:00;23:00;205;205
17.01.2023;23:00;00:00;205;205
18.01.2023;00:00;01:00;207;207
18.01.2023;01:00;02:00;210;210
18.01.2023;02:00;03:00;210;210
18.01.2023;03:00;04:00;210;210
18.01.2023;04:00;05:00;210;210
18.01.2023;05:00;06:00;211;211
18.01.2023;06:00;07:00;220;220
18.01.2023;07:00;08:00;220;220
18.01.2023;08:00;09:00;220;220
18.01.2023;09:00;10:00;220;220
18.01.2023;10:00;11:00;220;220
18.01.2023;11:00;12:00;220;220
18.01.2023;12:00;13:00;211;211
18.01.2023;13:00;14:00;210;210
18.01.2023;14:00;15:00;210;210
18.01.2023;15:00;16:00;210;210
18.01.2023;16:00;17:00;210;210
18.01.2023;17:00;18:00;210;210
18.01.2023;18:00;19:00;210;210
18.01.2023;19:00;20:00;210;210
18.01.2023;20:00;21:00;213;213
18.01.2023;21:00;22:00;234;234
18.01.2023;22:00;23:00;235;235
18.01.2023;23:00;00:00;235;235
19.01.2023;00:00;01:00;221;221
19.01.2023;01:00;02:00;220;220
19.01.2023;02:00;03:00;220;220
19.01.2023;03:00;04:00;220;220
19.01.2023;04:00;05:00;220;220
19.01.2023;05:00;06:00;220;220
19.01.2023;06:00;07:00;220;220
19.01.2023;07:00;08:00;220;220
19.01.2023;08:00;09:00;220;220
19.01.2023;09:00;10:00;220;220
19.01.2023;10:00;11:00;220;220
19.01.2023;11:00;12:00;220;220
19.01.2023;12:00;13:00;220;220
19.01.2023;13:00;14:00;220;220
19.01.2023;14:00;15:00;221;221
19.01.2023;15:00;16:00;238;238
19.01.2023;16:00;17:00;239;239
19.01.2023;17:00;18:00;240;240
19.01.2023;18:00;19:00;239;239
19.01.2023;19:00;20:00;239;239
19.01.2023;20:00;21:00;239;239
19.01.2023;21:00;22:00;237;237
19.01.2023;22:00;23:00;234;234
19.01.2023;23:00;00:00;229;229
20.01.2023;00:00;01:00;229;229
20.01.2023;01:00;02:00;228;228
20.01.2023;02:00;03:00;227;227
20.01.2023;03:00;04:00;229;229
20.01.2023;04:00;05:00;232;232
20.01.2023;05:00;06:00;239;239
20.01.2023;06:00;07:00;240;240
20.01.2023;07:00;08:00;238;238
20.01.2023;08:00;09:00;238;238
20.01.2023;09:00;10:00;238;238
20.01.2023;10:00;11:00;238;238
20.01.2023;11:00;12:00;237;237
20.01.2023;12:00;13:00;238;238
20.01.2023;13:00;14:00;238;238
20.01.2023;14:00;15:00;238;238
20.01.2023;15:00;16:00;239;239
20.01.2023;16:00;17:00;240;240
20.01.2023;17:00;18:00;240;240
20.01.2023;18:00;19:00;240;240
20.01.2023;19:00;20:00;240;240
20.01.2023;20:00;21:00;240;240
20.01.2023;21:00;22:00;240;240
20.01.2023;22:00;23:00;238;238
20.01.2023;23:00;00:00;243;243
21.01.2023;00:00;01:00;235;235
21.01.2023;01:00;02:00;235;235
21.01.2023;02:00;03:00;235;235
21.01.2023;03:00;04:00;235;235
21.01.2023;04:00;05:00;235;235
21.01.2023;05:00;06:00;235;235
21.01.2023;06:00;07:00;235;235
21.01.2023;07:00;08:00;235;235
21.01.2023;08:00;09:00;218;218
21.01.2023;09:00;10:00;215;215
21.01.2023;10:00;11:00;215;215
21.01.2023;11:00;12:00;215;215
21.01.2023;12:00;13:00;220;220
21.01.2023;13:00;14:00;230;230
21.01.2023;14:00;15:00;230;230
21.01.2023;15:00;16:00;230;230
21.01.2023;16:00;17:00;235;235
21.01.2023;17:00;18:00;242;242
21.01.2023;18:00;19:00;242;242
21.01.2023;19:00;20:00;242;242
21.01.2023;20:00;21:00;242;242
21.01.2023;21:00;22:00;240;240
21.01.2023;22:00;23:00;240;240
21.01.2023;23:00;00:00;233;233
22.01.2023;00:00;01:00;230;230
22.01.2023;01:00;02:00;230;230
22.01.2023;02:00;03:00;230;230
22.01.2023;03:00;04:00;230;230
22.01.2023;04:00;05:00;230;230
22.01.2023;05:00;06:00;227;227
22.01.2023;06:00;07:00;225;225
22.01.2023;07:00;08:00;225;225
22.01.2023;08:00;09:00;226;226
22.01.2023;09:00;10:00;235;235
22.01.2023;10:00;11:00;235;235
22.01.2023;11:00;12:00;235;235
22.01.2023;12:00;13:00;235;235
22.01.2023;13:00;14:00;235;235
22.01.2023;14:00;15:00;235;235
22.01.2023;15:00;16:00;235;235
22.01.2023;16:00;17:00;235;235
22.01.2023;17:00;18:00;235;235
22.01.2023;18:00;19:00;235;235
22.01.2023;19:00;20:00;235;235
22.01.2023;20:00;21:00;235;235
22.01.2023;21:00;22:00;235;235
22.01.2023;22:00;23:00;236;236
22.01.2023;23:00;00:00;235;235
23.01.2023;00:00;01:00;235;235
23.01.2023;01:00;02:00;235;235
23.01.2023;02:00;03:00;235;235
23.01.2023;03:00;04:00;235;235
23.01.2023;04:00;05:00;235;235
23.01.2023;05:00;06:00;235;235
23.01.2023;06:00;07:00;235;235
23.01.2023;07:00;08:00;235;235
23.01.2023;08:00;09:00;235;235
23.01.2023;09:00;10:00;235;235
23.01.2023;10:00;11:00;235;235
23.01.2023;11:00;12:00;235;235
23.01.2023;12:00;13:00;235;235
23.01.2023;13:00;14:00;235;235
23.01.2023;14:00;15:00;235;235
23.01.2023;15:00;16:00;235;235
23.01.2023;16:00;17:00;235;235
23.01.2023;17:00;18:00;235;235
23.01.2023;18:00;19:00;235;235
23.01.2023;19:00;20:00;235;235
23.01.2023;20:00;21:00;235;235
23.01.2023;21:00;22:00;235;235
23.01.2023;22:00;23:00;235;235
23.01.2023;23:00;00:00;235;235
24.01.2023;00:00;01:00;235;235
24.01.2023;01:00;02:00;235;235
24.01.2023;02:00;03:00;235;235
24.01.2023;03:00;04:00;235;235
24.01.2023;04:00;05:00;235;235
24.01.2023;05:00;06:00;235;235
24.01.2023;06:00;07:00;235;235
24.01.2023;07:00;08:00;235;235
24.01.2023;08:00;09:00;235;235
24.01.2023;09:00;10:00;235;235
24.01.2023;10:00;11:00;235;235
24.01.2023;11:00;12:00;235;235
24.01.2023;12:00;13:00;235;235
24.01.2023;13:00;14:00;235;235
24.01.2023;14:00;15:00;235;235
24.01.2023;15:00;16:00;235;235
24.01.2023;16:00;17:00;235;235
24.01.2023;17:00;18:00;235;235
24.01.2023;18:00;19:00;235;235
24.01.2023;19:00;20:00;235;235
24.01.2023;20:00;21:00;235;235
24.01.2023;21:00;22:00;235;235
24.01.2023;22:00;23:00;235;235
24.01.2023;23:00;00:00;235;235
25.01.2023;00:00;01:00;235;235
25.01.2023;01:00;02:00;235;235
25.01.2023;02:00;03:00;235;235
25.01.2023;03:00;04:00;235;235
25.01.2023;04:00;05:00;235;235
25.01.2023;05:00;06:00;235;235
25.01.2023;06:00;07:00;235;235
25.01.2023;07:00;08:00;235;235
25.01.2023;08:00;09:00;235;235
25.01.2023;09:00;10:00;235;235
25.01.2023;10:00;11:00;235;235
25.01.2023;11:00;12:00;235;235
25.01.2023;12:00;13:00;235;235
25.01.2023;13:00;14:00;235;235
25.01.2023;14:00;15:00;235;235
25.01.2023;15:00;16:00;235;235
25.01.2023;16:00;17:00;235;235
25.01.2023;17:00;18:00;235;235
25.01.2023;18:00;19:00;235;235
25.01.2023;19:00;20:00;235;235
25.01.2023;20:00;21:00;235;235
25.01.2023;21:00;22:00;235;235
25.01.2023;22:00;23:00;235;235
25.01.2023;23:00;00:00;234;234
26.01.2023;00:00;01:00;232;232
26.01.2023;01:00;02:00;234;234
26.01.2023;02:00;03:00;235;235
26.01.2023;03:00;04:00;235;235
26.01.2023;04:00;05:00;235;235
26.01.2023;05:00;06:00;235;235
26.01.2023;06:00;07:00;235;235
26.01.2023;07:00;08:00;235;235
26.01.2023;08:00;09:00;235;235
26.01.2023;09:00;10:00;235;235
26.01.2023;10:00;11:00;235;235
26.01.2023;11:00;12:00;235;235
26.01.2023;12:00;13:00;235;235
26.01.2023;13:00;14:00;235;235
26.01.2023;14:00;15:00;235;235
26.01.2023;15:00;16:00;235;235
26.01.2023;16:00;17:00;235;235
26.01.2023;17:00;18:00;235;235
26.01.2023;18:00;19:00;235;235
26.01.2023;19:00;20:00;235;235
26.01.2023;20:00;21:00;235;235
26.01.2023;21:00;22:00;235;235
26.01.2023;22:00;23:00;235;235
26.01.2023;23:00;00:00;235;235
27.01.2023;00:00;01:00;235;235
27.01.2023;01:00;02:00;235;235
27.01.2023;02:00;03:00;235;235
27.01.2023;03:00;04:00;235;235
27.01.2023;04:00;05:00;235;235
27.01.2023;05:00;06:00;235;235
27.01.2023;06:00;07:00;235;235
27.01.2023;07:00;08:00;235;235
27.01.2023;08:00;09:00;235;235
27.01.2023;09:00;10:00;235;235
27.01.2023;10:00;11:00;235;235
27.01.2023;11:00;12:00;235;235
27.01.2023;12:00;13:00;235;235
27.01.2023;13:00;14:00;235;235
27.01.2023;14:00;15:00;235;235
27.01.2023;15:00;16:00;235;235
27.01.2023;16:00;17:00;235;235
27.01.2023;17:00;18:00;235;235
27.01.2023;18:00;19:00;235;235
27.01.2023;19:00;20:00;235;235
27.01.2023;20:00;21:00;235;235
27.01.2023;21:00;22:00;235;235
27.01.2023;22:00;23:00;235;235
27.01.2023;23:00;00:00;235;235
28.01.2023;00:00;01:00;235;235
28.01.2023;01:00;02:00;235;235
28.01.2023;02:00;03:00;235;235
28.01.2023;03:00;04:00;235;235
28.01.2023;04:00;05:00;235;235
28.01.2023;05:00;06:00;235;235
28.01.2023;06:00;07:00;235;235
28.01.2023;07:00;08:00;235;235
28.01.2023;08:00;09:00;235;235
28.01.2023;09:00;10:00;235;235
28.01.2023;10:00;11:00;235;235
28.01.2023;11:00;12:00;235;235
28.01.2023;12:00;13:00;235;235
28.01.2023;13:00;14:00;235;235
28.01.2023;14:00;15:00;235;235
28.01.2023;15:00;16:00;235;235
28.01.2023;16:00;17:00;235;235
28.01.2023;17:00;18:00;235;235
28.01.2023;18:00;19:00;235;235
28.01.2023;19:00;20:00;235;235
28.01.2023;20:00;21:00;235;235
28.01.2023;21:00;22:00;235;235
28.01.2023;22:00;23:00;237;237
28.01.2023;23:00;00:00;235;235
29.01.2023;00:00;01:00;235;235
29.01.2023;01:00;02:00;235;235
29.01.2023;02:00;03:00;234;234
29.01.2023;03:00;04:00;235;235
29.01.2023;04:00;05:00;235;235
29.01.2023;05:00;06:00;235;235
29.01.2023;06:00;07:00;235;235
29.01.2023;07:00;08:00;235;235
29.01.2023;08:00;09:00;235;235
29.01.2023;09:00;10:00;235;235
29.01.2023;10:00;11:00;235;235
29.01.2023;11:00;12:00;235;235
29.01.2023;12:00;13:00;235;235
29.01.2023;13:00;14:00;235;235
29.01.2023;14:00;15:00;235;235
29.01.2023;15:00;16:00;235;235
29.01.2023;16:00;17:00;235;235
29.01.2023;17:00;18:00;235;235
29.01.2023;18:00;19:00;235;235
29.01.2023;19:00;20:00;225;225
29.01.2023;20:00;21:00;223;223
29.01.2023;21:00;22:00;185;185
29.01.2023;22:00;23:00;185;185
29.01.2023;23:00;00:00;185;185
30.01.2023;00:00;01:00;185;185
30.01.2023;01:00;02:00;185;185
30.01.2023;02:00;03:00;185;185
30.01.2023;03:00;04:00;186;186
30.01.2023;04:00;05:00;234;234
30.01.2023;05:00;06:00;235;235
30.01.2023;06:00;07:00;235;235
30.01.2023;07:00;08:00;235;235
30.01.2023;08:00;09:00;235;235
30.01.2023;09:00;10:00;235;235
30.01.2023;10:00;11:00;235;235
30.01.2023;11:00;12:00;235;235
30.01.2023;12:00;13:00;235;235
30.01.2023;13:00;14:00;235;235
30.01.2023;14:00;15:00;211;211
30.01.2023;15:00;16:00;205;205
30.01.2023;16:00;17:00;233;233
30.01.2023;17:00;18:00;235;235
30.01.2023;18:00;19:00;235;235
30.01.2023;19:00;20:00;235;235
30.01.2023;20:00;21:00;235;235
30.01.2023;21:00;22:00;235;235
30.01.2023;22:00;23:00;234;234
30.01.2023;23:00;00:00;191;191
31.01.2023;00:00;01:00;166;166
31.01.2023;01:00;02:00;165;165
31.01.2023;02:00;03:00;165;165
31.01.2023;03:00;04:00;171;171
31.01.2023;04:00;05:00;224;224
31.01.2023;05:00;06:00;243;243
31.01.2023;06:00;07:00;241;241
31.01.2023;07:00;08:00;239;239
