Datum;Anfang;Ende;Generation_DE  [MW] Originalauflösungen;Generation_DE  [MW] Originalauflösungen
03.03.2023;01:00;02:00;0;0
03.03.2023;02:00;03:00;0;0
03.03.2023;03:00;04:00;0;0
03.03.2023;04:00;05:00;0;0
03.03.2023;05:00;06:00;3;0
03.03.2023;06:00;07:00;78;59
03.03.2023;07:00;08:00;119;163
03.03.2023;08:00;09:00;100;165
03.03.2023;09:00;10:00;106;133
03.03.2023;10:00;11:00;0;0
03.03.2023;11:00;12:00;0;41
03.03.2023;12:00;13:00;0;42
03.03.2023;13:00;14:00;0;43
03.03.2023;14:00;15:00;0;0
03.03.2023;15:00;16:00;0;0
03.03.2023;16:00;17:00;0;30
03.03.2023;17:00;18:00;0;67
03.03.2023;18:00;19:00;90;146
03.03.2023;19:00;20:00;84;84
03.03.2023;20:00;21:00;18;4
03.03.2023;21:00;22:00;0;0
03.03.2023;22:00;23:00;0;0
03.03.2023;23:00;00:00;0;0
04.03.2023;00:00;01:00;0;23
04.03.2023;01:00;02:00;0;5
04.03.2023;02:00;03:00;0;0
04.03.2023;03:00;04:00;0;0
04.03.2023;04:00;05:00;0;0
04.03.2023;05:00;06:00;0;0
04.03.2023;06:00;07:00;0;0
04.03.2023;07:00;08:00;0;0
04.03.2023;08:00;09:00;0;0
04.03.2023;09:00;10:00;0;0
04.03.2023;10:00;11:00;0;0
04.03.2023;11:00;12:00;0;0
04.03.2023;12:00;13:00;0;0
04.03.2023;13:00;14:00;40;31
04.03.2023;14:00;15:00;99;43
04.03.2023;15:00;16:00;70;53
04.03.2023;16:00;17:00;66;70
04.03.2023;17:00;18:00;0;5
04.03.2023;18:00;19:00;0;37
04.03.2023;19:00;20:00;0;107
04.03.2023;20:00;21:00;0;90
04.03.2023;21:00;22:00;0;99
04.03.2023;22:00;23:00;0;57
04.03.2023;23:00;00:00;0;71
05.03.2023;00:00;01:00;0;0
05.03.2023;01:00;02:00;0;0
05.03.2023;02:00;03:00;0;0
05.03.2023;03:00;04:00;0;0
05.03.2023;04:00;05:00;0;0
05.03.2023;05:00;06:00;0;0
05.03.2023;06:00;07:00;0;0
05.03.2023;07:00;08:00;0;0
05.03.2023;08:00;09:00;22;0
05.03.2023;09:00;10:00;96;0
05.03.2023;10:00;11:00;73;0
05.03.2023;11:00;12:00;0;37
05.03.2023;12:00;13:00;0;0
05.03.2023;13:00;14:00;0;0
05.03.2023;14:00;15:00;0;0
05.03.2023;15:00;16:00;66;23
05.03.2023;16:00;17:00;73;96
05.03.2023;17:00;18:00;97;14
05.03.2023;18:00;19:00;68;0
05.03.2023;19:00;20:00;31;0
05.03.2023;20:00;21:00;0;0
05.03.2023;21:00;22:00;53;12
05.03.2023;22:00;23:00;97;0
05.03.2023;23:00;00:00;0;0
06.03.2023;00:00;01:00;0;0
06.03.2023;01:00;02:00;0;0
06.03.2023;02:00;03:00;0;0
06.03.2023;03:00;04:00;0;0
06.03.2023;04:00;05:00;0;0
06.03.2023;05:00;06:00;0;0
06.03.2023;06:00;07:00;94;37
06.03.2023;07:00;08:00;133;17
06.03.2023;08:00;09:00;173;104
06.03.2023;09:00;10:00;159;108
06.03.2023;10:00;11:00;33;21
06.03.2023;11:00;12:00;0;0
06.03.2023;12:00;13:00;0;4
06.03.2023;13:00;14:00;0;0
06.03.2023;14:00;15:00;0;80
06.03.2023;15:00;16:00;0;0
06.03.2023;16:00;17:00;78;2
06.03.2023;17:00;18:00;88;0
06.03.2023;18:00;19:00;131;25
06.03.2023;19:00;20:00;66;56
06.03.2023;20:00;21:00;49;32
06.03.2023;21:00;22:00;50;26
06.03.2023;22:00;23:00;69;81
06.03.2023;23:00;00:00;14;12
07.03.2023;00:00;01:00;30;45
07.03.2023;01:00;02:00;0;0
07.03.2023;02:00;03:00;0;0
07.03.2023;03:00;04:00;0;0
07.03.2023;04:00;05:00;0;0
07.03.2023;05:00;06:00;0;0
07.03.2023;06:00;07:00;74;49
07.03.2023;07:00;08:00;1;79
07.03.2023;08:00;09:00;0;69
07.03.2023;09:00;10:00;0;63
07.03.2023;10:00;11:00;77;11
07.03.2023;11:00;12:00;31;0
07.03.2023;12:00;13:00;0;0
07.03.2023;13:00;14:00;92;0
07.03.2023;14:00;15:00;119;7
07.03.2023;15:00;16:00;84;10
07.03.2023;16:00;17:00;32;52
07.03.2023;17:00;18:00;69;53
07.03.2023;18:00;19:00;15;67
07.03.2023;19:00;20:00;0;29
07.03.2023;20:00;21:00;0;29
07.03.2023;21:00;22:00;0;0
07.03.2023;22:00;23:00;0;0
07.03.2023;23:00;00:00;0;0
08.03.2023;00:00;01:00;7;0
08.03.2023;01:00;02:00;45;0
08.03.2023;02:00;03:00;0;0
08.03.2023;03:00;04:00;0;0
08.03.2023;04:00;05:00;0;0
08.03.2023;05:00;06:00;0;0
08.03.2023;06:00;07:00;98;21
08.03.2023;07:00;08:00;89;46
08.03.2023;08:00;09:00;155;138
08.03.2023;09:00;10:00;163;133
08.03.2023;10:00;11:00;108;92
08.03.2023;11:00;12:00;131;104
08.03.2023;12:00;13:00;31;16
08.03.2023;13:00;14:00;29;36
08.03.2023;14:00;15:00;58;34
08.03.2023;15:00;16:00;0;11
08.03.2023;16:00;17:00;24;0
08.03.2023;17:00;18:00;60;0
08.03.2023;18:00;19:00;8;0
08.03.2023;19:00;20:00;0;0
08.03.2023;20:00;21:00;0;0
08.03.2023;21:00;22:00;0;0
08.03.2023;22:00;23:00;0;0
08.03.2023;23:00;00:00;0;0
09.03.2023;00:00;01:00;0;48
09.03.2023;01:00;02:00;0;34
09.03.2023;02:00;03:00;0;0
09.03.2023;03:00;04:00;0;0
09.03.2023;04:00;05:00;0;0
09.03.2023;05:00;06:00;0;0
09.03.2023;06:00;07:00;17;60
09.03.2023;07:00;08:00;0;49
09.03.2023;08:00;09:00;0;75
09.03.2023;09:00;10:00;0;73
09.03.2023;10:00;11:00;0;91
09.03.2023;11:00;12:00;36;112
09.03.2023;12:00;13:00;82;35
09.03.2023;13:00;14:00;65;0
09.03.2023;14:00;15:00;144;67
09.03.2023;15:00;16:00;33;32
09.03.2023;16:00;17:00;0;0
09.03.2023;17:00;18:00;0;0
09.03.2023;18:00;19:00;5;0
09.03.2023;19:00;20:00;116;87
09.03.2023;20:00;21:00;52;0
09.03.2023;21:00;22:00;26;0
09.03.2023;22:00;23:00;0;0
09.03.2023;23:00;00:00;44;37
10.03.2023;00:00;01:00;16;0
10.03.2023;01:00;02:00;107;0
10.03.2023;02:00;03:00;88;39
10.03.2023;03:00;04:00;5;0
10.03.2023;04:00;05:00;0;0
10.03.2023;05:00;06:00;0;0
10.03.2023;06:00;07:00;0;0
10.03.2023;07:00;08:00;52;0
10.03.2023;08:00;09:00;3;0
10.03.2023;09:00;10:00;93;0
10.03.2023;10:00;11:00;0;0
10.03.2023;11:00;12:00;0;0
10.03.2023;12:00;13:00;0;102
10.03.2023;13:00;14:00;0;40
10.03.2023;14:00;15:00;0;0
10.03.2023;15:00;16:00;0;0
10.03.2023;16:00;17:00;0;19
10.03.2023;17:00;18:00;0;58
10.03.2023;18:00;19:00;52;96
10.03.2023;19:00;20:00;80;99
10.03.2023;20:00;21:00;91;75
10.03.2023;21:00;22:00;69;38
10.03.2023;22:00;23:00;35;31
10.03.2023;23:00;00:00;15;0
11.03.2023;00:00;01:00;20;0
11.03.2023;01:00;02:00;104;0
11.03.2023;02:00;03:00;84;0
11.03.2023;03:00;04:00;35;0
11.03.2023;04:00;05:00;59;0
11.03.2023;05:00;06:00;59;0
11.03.2023;06:00;07:00;30;0
11.03.2023;07:00;08:00;0;0
11.03.2023;08:00;09:00;0;33
11.03.2023;09:00;10:00;0;0
11.03.2023;10:00;11:00;81;67
11.03.2023;11:00;12:00;16;32
11.03.2023;12:00;13:00;0;0
11.03.2023;13:00;14:00;0;0
11.03.2023;14:00;15:00;0;0
11.03.2023;15:00;16:00;0;0
11.03.2023;16:00;17:00;0;0
11.03.2023;17:00;18:00;0;82
11.03.2023;18:00;19:00;46;44
11.03.2023;19:00;20:00;68;40
11.03.2023;20:00;21:00;61;0
11.03.2023;21:00;22:00;0;0
11.03.2023;22:00;23:00;0;0
11.03.2023;23:00;00:00;0;0
12.03.2023;00:00;01:00;1;0
12.03.2023;01:00;02:00;37;0
12.03.2023;02:00;03:00;0;0
12.03.2023;03:00;04:00;0;0
12.03.2023;04:00;05:00;0;0
12.03.2023;05:00;06:00;0;0
12.03.2023;06:00;07:00;0;0
12.03.2023;07:00;08:00;0;0
12.03.2023;08:00;09:00;0;0
12.03.2023;09:00;10:00;0;0
12.03.2023;10:00;11:00;0;0
12.03.2023;11:00;12:00;0;0
12.03.2023;12:00;13:00;10;0
12.03.2023;13:00;14:00;0;0
12.03.2023;14:00;15:00;0;33
12.03.2023;15:00;16:00;0;89
12.03.2023;16:00;17:00;0;0
12.03.2023;17:00;18:00;92;95
12.03.2023;18:00;19:00;149;149
12.03.2023;19:00;20:00;109;85
12.03.2023;20:00;21:00;65;108
12.03.2023;21:00;22:00;119;54
12.03.2023;22:00;23:00;53;0
12.03.2023;23:00;00:00;0;0
13.03.2023;00:00;01:00;0;0
13.03.2023;01:00;02:00;0;0
13.03.2023;02:00;03:00;0;0
13.03.2023;03:00;04:00;0;0
13.03.2023;04:00;05:00;0;0
13.03.2023;05:00;06:00;0;0
13.03.2023;06:00;07:00;0;14
13.03.2023;07:00;08:00;23;90
13.03.2023;08:00;09:00;0;41
13.03.2023;09:00;10:00;0;119
13.03.2023;10:00;11:00;0;42
13.03.2023;11:00;12:00;0;44
13.03.2023;12:00;13:00;0;0
13.03.2023;13:00;14:00;0;0
13.03.2023;14:00;15:00;0;1
13.03.2023;15:00;16:00;0;0
13.03.2023;16:00;17:00;0;1
13.03.2023;17:00;18:00;0;82
13.03.2023;18:00;19:00;0;128
13.03.2023;19:00;20:00;0;143
13.03.2023;20:00;21:00;0;107
13.03.2023;21:00;22:00;0;75
13.03.2023;22:00;23:00;0;49
13.03.2023;23:00;00:00;0;6
14.03.2023;00:00;01:00;0;0
14.03.2023;01:00;02:00;0;0
14.03.2023;02:00;03:00;0;0
14.03.2023;03:00;04:00;0;0
14.03.2023;04:00;05:00;0;0
14.03.2023;05:00;06:00;0;0
14.03.2023;06:00;07:00;0;0
14.03.2023;07:00;08:00;0;0
14.03.2023;08:00;09:00;0;112
14.03.2023;09:00;10:00;0;0
14.03.2023;10:00;11:00;0;106
14.03.2023;11:00;12:00;0;92
14.03.2023;12:00;13:00;0;5
14.03.2023;13:00;14:00;0;0
14.03.2023;14:00;15:00;0;0
14.03.2023;15:00;16:00;0;0
14.03.2023;16:00;17:00;0;0
14.03.2023;17:00;18:00;0;111
14.03.2023;18:00;19:00;0;99
14.03.2023;19:00;20:00;0;135
14.03.2023;20:00;21:00;0;19
14.03.2023;21:00;22:00;0;81
14.03.2023;22:00;23:00;0;119
14.03.2023;23:00;00:00;0;46
15.03.2023;00:00;01:00;0;0
15.03.2023;01:00;02:00;0;0
15.03.2023;02:00;03:00;0;0
15.03.2023;03:00;04:00;0;0
15.03.2023;04:00;05:00;0;0
15.03.2023;05:00;06:00;0;3
15.03.2023;06:00;07:00;0;122
15.03.2023;07:00;08:00;0;178
15.03.2023;08:00;09:00;0;154
15.03.2023;09:00;10:00;0;30
15.03.2023;10:00;11:00;0;37
15.03.2023;11:00;12:00;0;1
15.03.2023;12:00;13:00;0;0
15.03.2023;13:00;14:00;0;0
15.03.2023;14:00;15:00;0;0
15.03.2023;15:00;16:00;0;59
15.03.2023;16:00;17:00;0;62
15.03.2023;17:00;18:00;0;110
15.03.2023;18:00;19:00;0;69
15.03.2023;19:00;20:00;0;2
15.03.2023;20:00;21:00;0;108
15.03.2023;21:00;22:00;0;142
15.03.2023;22:00;23:00;0;65
15.03.2023;23:00;00:00;0;0
16.03.2023;00:00;01:00;0;0
16.03.2023;01:00;02:00;0;0
16.03.2023;02:00;03:00;0;0
16.03.2023;03:00;04:00;0;0
16.03.2023;04:00;05:00;0;0
16.03.2023;05:00;06:00;0;2
16.03.2023;06:00;07:00;0;55
16.03.2023;07:00;08:00;0;2
16.03.2023;08:00;09:00;0;30
16.03.2023;09:00;10:00;0;3
16.03.2023;10:00;11:00;0;1
16.03.2023;11:00;12:00;0;0
16.03.2023;12:00;13:00;0;2
16.03.2023;13:00;14:00;0;6
16.03.2023;14:00;15:00;0;0
16.03.2023;15:00;16:00;0;70
16.03.2023;16:00;17:00;0;64
16.03.2023;17:00;18:00;0;2
16.03.2023;18:00;19:00;0;8
16.03.2023;19:00;20:00;0;0
16.03.2023;20:00;21:00;0;145
16.03.2023;21:00;22:00;0;114
16.03.2023;22:00;23:00;0;24
16.03.2023;23:00;00:00;0;0
17.03.2023;00:00;01:00;0;0
17.03.2023;01:00;02:00;0;0
17.03.2023;02:00;03:00;0;0
17.03.2023;03:00;04:00;0;0
17.03.2023;04:00;05:00;0;0
17.03.2023;05:00;06:00;0;63
17.03.2023;06:00;07:00;0;120
17.03.2023;07:00;08:00;0;125
17.03.2023;08:00;09:00;0;112
17.03.2023;09:00;10:00;0;65
17.03.2023;10:00;11:00;0;40
17.03.2023;11:00;12:00;0;169
17.03.2023;12:00;13:00;0;157
17.03.2023;13:00;14:00;0;140
17.03.2023;14:00;15:00;0;167
17.03.2023;15:00;16:00;0;165
17.03.2023;16:00;17:00;0;149
17.03.2023;17:00;18:00;0;96
17.03.2023;18:00;19:00;0;125
17.03.2023;19:00;20:00;0;94
17.03.2023;20:00;21:00;0;82
17.03.2023;21:00;22:00;0;30
17.03.2023;22:00;23:00;0;72
17.03.2023;23:00;00:00;0;0
18.03.2023;00:00;01:00;0;0
18.03.2023;01:00;02:00;0;0
18.03.2023;02:00;03:00;0;0
18.03.2023;03:00;04:00;0;0
18.03.2023;04:00;05:00;0;0
18.03.2023;05:00;06:00;0;0
18.03.2023;06:00;07:00;0;0
18.03.2023;07:00;08:00;0;0
18.03.2023;08:00;09:00;0;0
18.03.2023;09:00;10:00;0;80
18.03.2023;10:00;11:00;0;1
18.03.2023;11:00;12:00;0;0
18.03.2023;12:00;13:00;0;0
18.03.2023;13:00;14:00;0;7
18.03.2023;14:00;15:00;0;30
18.03.2023;15:00;16:00;0;35
18.03.2023;16:00;17:00;0;43
18.03.2023;17:00;18:00;0;32
18.03.2023;18:00;19:00;0;82
18.03.2023;19:00;20:00;0;74
18.03.2023;20:00;21:00;0;73
18.03.2023;21:00;22:00;0;37
18.03.2023;22:00;23:00;0;0
18.03.2023;23:00;00:00;0;0
19.03.2023;00:00;01:00;0;0
19.03.2023;01:00;02:00;0;0
19.03.2023;02:00;03:00;0;0
19.03.2023;03:00;04:00;0;0
19.03.2023;04:00;05:00;0;0
19.03.2023;05:00;06:00;0;0
19.03.2023;06:00;07:00;0;0
19.03.2023;07:00;08:00;0;0
19.03.2023;08:00;09:00;0;0
19.03.2023;09:00;10:00;0;0
19.03.2023;10:00;11:00;0;0
19.03.2023;11:00;12:00;0;0
19.03.2023;12:00;13:00;0;2
19.03.2023;13:00;14:00;0;20
19.03.2023;14:00;15:00;0;0
19.03.2023;15:00;16:00;0;24
19.03.2023;16:00;17:00;0;113
19.03.2023;17:00;18:00;0;58
19.03.2023;18:00;19:00;0;132
19.03.2023;19:00;20:00;0;121
19.03.2023;20:00;21:00;0;101
19.03.2023;21:00;22:00;0;97
19.03.2023;22:00;23:00;0;20
19.03.2023;23:00;00:00;0;12
20.03.2023;00:00;01:00;0;0
20.03.2023;01:00;02:00;0;0
20.03.2023;02:00;03:00;0;0
20.03.2023;03:00;04:00;0;0
20.03.2023;04:00;05:00;0;0
20.03.2023;05:00;06:00;0;0
20.03.2023;06:00;07:00;0;25
20.03.2023;07:00;08:00;0;76
20.03.2023;08:00;09:00;0;87
20.03.2023;09:00;10:00;0;117
20.03.2023;10:00;11:00;0;48
20.03.2023;11:00;12:00;0;84
20.03.2023;12:00;13:00;0;58
20.03.2023;13:00;14:00;0;82
20.03.2023;14:00;15:00;0;25
20.03.2023;15:00;16:00;0;0
20.03.2023;16:00;17:00;0;0
20.03.2023;17:00;18:00;0;0
20.03.2023;18:00;19:00;0;0
20.03.2023;19:00;20:00;0;0
20.03.2023;20:00;21:00;0;0
20.03.2023;21:00;22:00;0;0
20.03.2023;22:00;23:00;0;0
20.03.2023;23:00;00:00;0;0
21.03.2023;00:00;01:00;0;0
21.03.2023;01:00;02:00;0;0
21.03.2023;02:00;03:00;0;0
21.03.2023;03:00;04:00;0;0
21.03.2023;04:00;05:00;0;0
21.03.2023;05:00;06:00;0;0
21.03.2023;06:00;07:00;0;0
21.03.2023;07:00;08:00;0;0
21.03.2023;08:00;09:00;0;0
21.03.2023;09:00;10:00;0;0
21.03.2023;10:00;11:00;0;0
21.03.2023;11:00;12:00;0;0
21.03.2023;12:00;13:00;0;0
21.03.2023;13:00;14:00;0;62
21.03.2023;14:00;15:00;0;24
21.03.2023;15:00;16:00;0;0
21.03.2023;16:00;17:00;0;124
21.03.2023;17:00;18:00;0;2
21.03.2023;18:00;19:00;0;33
21.03.2023;19:00;20:00;0;88
21.03.2023;20:00;21:00;0;134
21.03.2023;21:00;22:00;0;33
21.03.2023;22:00;23:00;0;63
21.03.2023;23:00;00:00;0;101
22.03.2023;00:00;01:00;0;63
22.03.2023;01:00;02:00;0;0
22.03.2023;02:00;03:00;0;0
22.03.2023;03:00;04:00;0;0
22.03.2023;04:00;05:00;0;0
22.03.2023;05:00;06:00;0;0
22.03.2023;06:00;07:00;0;20
22.03.2023;07:00;08:00;0;91
22.03.2023;08:00;09:00;0;108
22.03.2023;09:00;10:00;0;69
22.03.2023;10:00;11:00;0;16
22.03.2023;11:00;12:00;0;0
22.03.2023;12:00;13:00;0;0
22.03.2023;13:00;14:00;0;0
22.03.2023;14:00;15:00;0;0
22.03.2023;15:00;16:00;0;49
22.03.2023;16:00;17:00;0;129
22.03.2023;17:00;18:00;0;35
22.03.2023;18:00;19:00;0;115
22.03.2023;19:00;20:00;0;68
22.03.2023;20:00;21:00;0;55
22.03.2023;21:00;22:00;0;72
22.03.2023;22:00;23:00;0;0
22.03.2023;23:00;00:00;0;0
23.03.2023;00:00;01:00;0;63
23.03.2023;01:00;02:00;0;0
23.03.2023;02:00;03:00;0;0
23.03.2023;03:00;04:00;0;0
23.03.2023;04:00;05:00;0;0
23.03.2023;05:00;06:00;0;0
23.03.2023;06:00;07:00;0;71
23.03.2023;07:00;08:00;0;82
23.03.2023;08:00;09:00;0;129
23.03.2023;09:00;10:00;0;114
23.03.2023;10:00;11:00;0;134
23.03.2023;11:00;12:00;0;21
23.03.2023;12:00;13:00;0;0
23.03.2023;13:00;14:00;0;0
23.03.2023;14:00;15:00;0;24
23.03.2023;15:00;16:00;0;22
23.03.2023;16:00;17:00;0;5
23.03.2023;17:00;18:00;0;15
23.03.2023;18:00;19:00;0;63
23.03.2023;19:00;20:00;0;20
23.03.2023;20:00;21:00;0;16
23.03.2023;21:00;22:00;0;45
23.03.2023;22:00;23:00;0;0
23.03.2023;23:00;00:00;0;0
24.03.2023;00:00;01:00;0;0
24.03.2023;01:00;02:00;0;0
24.03.2023;02:00;03:00;0;0
24.03.2023;03:00;04:00;0;0
24.03.2023;04:00;05:00;0;0
24.03.2023;05:00;06:00;0;0
24.03.2023;06:00;07:00;0;59
24.03.2023;07:00;08:00;0;34
24.03.2023;08:00;09:00;0;70
24.03.2023;09:00;10:00;0;82
24.03.2023;10:00;11:00;0;137
24.03.2023;11:00;12:00;0;67
24.03.2023;12:00;13:00;0;101
24.03.2023;13:00;14:00;0;87
24.03.2023;14:00;15:00;0;63
24.03.2023;15:00;16:00;0;29
24.03.2023;16:00;17:00;0;67
24.03.2023;17:00;18:00;0;72
24.03.2023;18:00;19:00;0;37
24.03.2023;19:00;20:00;0;26
24.03.2023;20:00;21:00;0;128
24.03.2023;21:00;22:00;0;50
24.03.2023;22:00;23:00;0;0
24.03.2023;23:00;00:00;0;0
25.03.2023;00:00;01:00;0;0
25.03.2023;01:00;02:00;0;0
25.03.2023;02:00;03:00;0;0
25.03.2023;03:00;04:00;0;0
25.03.2023;04:00;05:00;0;0
25.03.2023;05:00;06:00;0;0
25.03.2023;06:00;07:00;0;0
25.03.2023;07:00;08:00;0;0
25.03.2023;08:00;09:00;0;0
25.03.2023;09:00;10:00;0;0
25.03.2023;10:00;11:00;0;0
25.03.2023;11:00;12:00;9;0
25.03.2023;12:00;13:00;0;2
25.03.2023;13:00;14:00;0;0
25.03.2023;14:00;15:00;0;0
25.03.2023;15:00;16:00;1;0
25.03.2023;16:00;17:00;13;15
25.03.2023;17:00;18:00;89;64
25.03.2023;18:00;19:00;103;108
25.03.2023;19:00;20:00;74;91
25.03.2023;20:00;21:00;45;12
25.03.2023;21:00;22:00;1;102
25.03.2023;22:00;23:00;94;96
25.03.2023;23:00;00:00;72;117
26.03.2023;00:00;01:00;0;0
26.03.2023;01:00;02:00;0;0
26.03.2023;03:00;04:00;0;0
26.03.2023;04:00;05:00;58;0
26.03.2023;05:00;06:00;105;16
26.03.2023;06:00;07:00;1;50
26.03.2023;07:00;08:00;0;10
26.03.2023;08:00;09:00;0;0
26.03.2023;09:00;10:00;55;34
26.03.2023;10:00;11:00;40;47
26.03.2023;11:00;12:00;70;1
26.03.2023;12:00;13:00;31;0
26.03.2023;13:00;14:00;0;0
26.03.2023;14:00;15:00;20;0
26.03.2023;15:00;16:00;47;0
26.03.2023;16:00;17:00;0;0
26.03.2023;17:00;18:00;0;0
26.03.2023;18:00;19:00;75;0
26.03.2023;19:00;20:00;68;26
26.03.2023;20:00;21:00;23;28
26.03.2023;21:00;22:00;0;102
26.03.2023;22:00;23:00;0;91
26.03.2023;23:00;00:00;0;49
27.03.2023;00:00;01:00;0;18
27.03.2023;01:00;02:00;86;0
27.03.2023;02:00;03:00;0;0
27.03.2023;03:00;04:00;0;115
27.03.2023;04:00;05:00;68;53
27.03.2023;05:00;06:00;66;83
27.03.2023;06:00;07:00;101;100
27.03.2023;07:00;08:00;93;94
27.03.2023;08:00;09:00;113;97
27.03.2023;09:00;10:00;38;41
27.03.2023;10:00;11:00;0;119
27.03.2023;11:00;12:00;0;20
27.03.2023;12:00;13:00;0;0
27.03.2023;13:00;14:00;5;0
27.03.2023;14:00;15:00;0;0
27.03.2023;15:00;16:00;0;0
27.03.2023;16:00;17:00;0;0
27.03.2023;17:00;18:00;20;19
27.03.2023;18:00;19:00;40;85
27.03.2023;19:00;20:00;0;137
27.03.2023;20:00;21:00;10;97
27.03.2023;21:00;22:00;0;50
27.03.2023;22:00;23:00;35;36
27.03.2023;23:00;00:00;66;41
28.03.2023;00:00;01:00;8;0
28.03.2023;01:00;02:00;0;0
28.03.2023;02:00;03:00;0;0
28.03.2023;03:00;04:00;9;14
28.03.2023;04:00;05:00;0;0
28.03.2023;05:00;06:00;12;83
28.03.2023;06:00;07:00;122;168
28.03.2023;07:00;08:00;111;163
28.03.2023;08:00;09:00;113;143
28.03.2023;09:00;10:00;71;97
28.03.2023;10:00;11:00;0;0
28.03.2023;11:00;12:00;0;20
28.03.2023;12:00;13:00;0;0
28.03.2023;13:00;14:00;0;25
28.03.2023;14:00;15:00;0;0
28.03.2023;15:00;16:00;0;0
28.03.2023;16:00;17:00;0;0
28.03.2023;17:00;18:00;0;24
28.03.2023;18:00;19:00;4;90
28.03.2023;19:00;20:00;51;108
28.03.2023;20:00;21:00;122;52
28.03.2023;21:00;22:00;35;18
28.03.2023;22:00;23:00;0;0
28.03.2023;23:00;00:00;0;51
29.03.2023;00:00;01:00;0;47
29.03.2023;01:00;02:00;0;0
29.03.2023;02:00;03:00;0;0
29.03.2023;03:00;04:00;0;0
29.03.2023;04:00;05:00;0;0
29.03.2023;05:00;06:00;0;0
29.03.2023;06:00;07:00;55;49
29.03.2023;07:00;08:00;73;54
29.03.2023;08:00;09:00;87;69
29.03.2023;09:00;10:00;100;81
29.03.2023;10:00;11:00;67;71
29.03.2023;11:00;12:00;48;23
29.03.2023;12:00;13:00;30;23
29.03.2023;13:00;14:00;0;0
29.03.2023;14:00;15:00;0;0
29.03.2023;15:00;16:00;57;66
29.03.2023;16:00;17:00;65;68
29.03.2023;17:00;18:00;85;24
29.03.2023;18:00;19:00;131;0
29.03.2023;19:00;20:00;106;0
29.03.2023;20:00;21:00;55;0
29.03.2023;21:00;22:00;0;0
29.03.2023;22:00;23:00;0;0
29.03.2023;23:00;00:00;0;0
30.03.2023;00:00;01:00;22;0
30.03.2023;01:00;02:00;79;0
30.03.2023;02:00;03:00;0;0
30.03.2023;03:00;04:00;0;0
30.03.2023;04:00;05:00;0;0
30.03.2023;05:00;06:00;0;0
30.03.2023;06:00;07:00;73;89
30.03.2023;07:00;08:00;167;162
30.03.2023;08:00;09:00;156;125
30.03.2023;09:00;10:00;120;99
30.03.2023;10:00;11:00;65;59
30.03.2023;11:00;12:00;51;26
30.03.2023;12:00;13:00;0;44
30.03.2023;13:00;14:00;59;21
30.03.2023;14:00;15:00;21;0
30.03.2023;15:00;16:00;0;0
30.03.2023;16:00;17:00;0;0
30.03.2023;17:00;18:00;0;0
30.03.2023;18:00;19:00;0;0
30.03.2023;19:00;20:00;0;8
30.03.2023;20:00;21:00;50;87
30.03.2023;21:00;22:00;51;68
30.03.2023;22:00;23:00;89;56
30.03.2023;23:00;00:00;0;0
31.03.2023;00:00;01:00;0;0
31.03.2023;01:00;02:00;0;0
31.03.2023;02:00;03:00;0;0
31.03.2023;03:00;04:00;0;0
31.03.2023;04:00;05:00;23;22
31.03.2023;05:00;06:00;47;17
31.03.2023;06:00;07:00;33;22
31.03.2023;07:00;08:00;140;108
31.03.2023;08:00;09:00;87;67
31.03.2023;09:00;10:00;97;71
31.03.2023;10:00;11:00;84;69
31.03.2023;11:00;12:00;34;77
31.03.2023;12:00;13:00;35;64
31.03.2023;13:00;14:00;0;75
31.03.2023;14:00;15:00;0;0
31.03.2023;15:00;16:00;0;5
31.03.2023;16:00;17:00;0;84
31.03.2023;17:00;18:00;45;92
31.03.2023;18:00;19:00;61;89
31.03.2023;19:00;20:00;11;63
31.03.2023;20:00;21:00;0;6
31.03.2023;21:00;22:00;0;0
31.03.2023;22:00;23:00;0;0
31.03.2023;23:00;00:00;0;34
01.04.2023;00:00;01:00;0;0
01.04.2023;01:00;02:00;0;17
01.04.2023;02:00;03:00;0;0
01.04.2023;03:00;04:00;0;0
01.04.2023;04:00;05:00;0;0
01.04.2023;05:00;06:00;0;0
01.04.2023;06:00;07:00;0;0
01.04.2023;07:00;08:00;0;0
01.04.2023;08:00;09:00;0;0
01.04.2023;09:00;10:00;0;0
01.04.2023;10:00;11:00;86;0
01.04.2023;11:00;12:00;11;0
01.04.2023;12:00;13:00;0;0
01.04.2023;13:00;14:00;0;0
01.04.2023;14:00;15:00;0;0
01.04.2023;15:00;16:00;0;0
01.04.2023;16:00;17:00;15;0
01.04.2023;17:00;18:00;75;48
01.04.2023;18:00;19:00;66;55
01.04.2023;19:00;20:00;138;66
01.04.2023;20:00;21:00;142;66
01.04.2023;21:00;22:00;106;65
01.04.2023;22:00;23:00;99;73
01.04.2023;23:00;00:00;114;97
02.04.2023;00:00;01:00;22;18
02.04.2023;01:00;02:00;0;0
02.04.2023;02:00;03:00;0;0
02.04.2023;03:00;04:00;0;0
02.04.2023;04:00;05:00;0;0
02.04.2023;05:00;06:00;0;0
02.04.2023;06:00;07:00;85;0
02.04.2023;07:00;08:00;88;0
02.04.2023;08:00;09:00;106;0
02.04.2023;09:00;10:00;63;0
02.04.2023;10:00;11:00;69;0
02.04.2023;11:00;12:00;134;62
02.04.2023;12:00;13:00;34;12
02.04.2023;13:00;14:00;0;0
02.04.2023;14:00;15:00;0;0
02.04.2023;15:00;16:00;0;0
