Datum;Anfang;Ende;Generation_DE  [MW] Originalauflösungen;Generation_DE  [MW] Originalauflösungen
14.01.2023;23:00;00:00;58;0
15.01.2023;00:00;01:00;47;0
15.01.2023;01:00;02:00;0;48
15.01.2023;02:00;03:00;0;0
15.01.2023;03:00;04:00;0;0
15.01.2023;04:00;05:00;0;0
15.01.2023;05:00;06:00;0;0
15.01.2023;06:00;07:00;0;0
15.01.2023;07:00;08:00;0;1
15.01.2023;08:00;09:00;0;0
15.01.2023;09:00;10:00;7;0
15.01.2023;10:00;11:00;0;0
15.01.2023;11:00;12:00;0;0
15.01.2023;12:00;13:00;0;0
15.01.2023;13:00;14:00;0;0
15.01.2023;14:00;15:00;0;0
15.01.2023;15:00;16:00;0;0
15.01.2023;16:00;17:00;0;0
15.01.2023;17:00;18:00;43;41
15.01.2023;18:00;19:00;99;75
15.01.2023;19:00;20:00;48;60
15.01.2023;20:00;21:00;0;0
15.01.2023;21:00;22:00;0;0
15.01.2023;22:00;23:00;0;0
15.01.2023;23:00;00:00;0;0
16.01.2023;00:00;01:00;0;0
16.01.2023;01:00;02:00;0;0
16.01.2023;02:00;03:00;0;19
16.01.2023;03:00;04:00;0;40
16.01.2023;04:00;05:00;0;1
16.01.2023;05:00;06:00;67;108
16.01.2023;06:00;07:00;100;130
16.01.2023;07:00;08:00;173;170
16.01.2023;08:00;09:00;76;141
16.01.2023;09:00;10:00;110;122
16.01.2023;10:00;11:00;47;57
16.01.2023;11:00;12:00;105;90
16.01.2023;12:00;13:00;1;27
16.01.2023;13:00;14:00;0;0
16.01.2023;14:00;15:00;20;0
16.01.2023;15:00;16:00;87;26
16.01.2023;16:00;17:00;27;1
16.01.2023;17:00;18:00;78;0
16.01.2023;18:00;19:00;129;0
16.01.2023;19:00;20:00;76;0
16.01.2023;20:00;21:00;69;0
16.01.2023;21:00;22:00;0;0
16.01.2023;22:00;23:00;0;0
16.01.2023;23:00;00:00;0;0
17.01.2023;00:00;01:00;23;0
17.01.2023;01:00;02:00;0;0
17.01.2023;02:00;03:00;0;0
17.01.2023;03:00;04:00;0;0
17.01.2023;04:00;05:00;0;0
17.01.2023;05:00;06:00;0;0
17.01.2023;06:00;07:00;33;68
17.01.2023;07:00;08:00;55;101
17.01.2023;08:00;09:00;101;90
17.01.2023;09:00;10:00;104;117
17.01.2023;10:00;11:00;30;53
17.01.2023;11:00;12:00;15;37
17.01.2023;12:00;13:00;21;0
17.01.2023;13:00;14:00;84;0
17.01.2023;14:00;15:00;87;0
17.01.2023;15:00;16:00;82;0
17.01.2023;16:00;17:00;99;0
17.01.2023;17:00;18:00;134;0
17.01.2023;18:00;19:00;179;111
17.01.2023;19:00;20:00;85;59
17.01.2023;20:00;21:00;0;0
17.01.2023;21:00;22:00;44;0
17.01.2023;22:00;23:00;105;0
17.01.2023;23:00;00:00;43;0
18.01.2023;00:00;01:00;0;0
18.01.2023;01:00;02:00;44;0
18.01.2023;02:00;03:00;0;0
18.01.2023;03:00;04:00;0;0
18.01.2023;04:00;05:00;0;0
18.01.2023;05:00;06:00;0;0
18.01.2023;06:00;07:00;0;33
18.01.2023;07:00;08:00;93;115
18.01.2023;08:00;09:00;97;127
18.01.2023;09:00;10:00;123;107
18.01.2023;10:00;11:00;94;70
18.01.2023;11:00;12:00;21;17
18.01.2023;12:00;13:00;0;0
18.01.2023;13:00;14:00;0;0
18.01.2023;14:00;15:00;0;0
18.01.2023;15:00;16:00;0;0
18.01.2023;16:00;17:00;0;0
18.01.2023;17:00;18:00;0;0
18.01.2023;18:00;19:00;0;0
18.01.2023;19:00;20:00;26;11
18.01.2023;20:00;21:00;0;0
18.01.2023;21:00;22:00;0;0
18.01.2023;22:00;23:00;0;0
18.01.2023;23:00;00:00;0;0
19.01.2023;00:00;01:00;0;0
19.01.2023;01:00;02:00;0;0
19.01.2023;02:00;03:00;1;0
19.01.2023;03:00;04:00;0;0
19.01.2023;04:00;05:00;0;0
19.01.2023;05:00;06:00;0;0
19.01.2023;06:00;07:00;21;24
19.01.2023;07:00;08:00;0;0
19.01.2023;08:00;09:00;72;0
19.01.2023;09:00;10:00;34;0
19.01.2023;10:00;11:00;0;0
19.01.2023;11:00;12:00;0;0
19.01.2023;12:00;13:00;0;0
19.01.2023;13:00;14:00;0;0
19.01.2023;14:00;15:00;18;14
19.01.2023;15:00;16:00;64;99
19.01.2023;16:00;17:00;73;87
19.01.2023;17:00;18:00;144;130
19.01.2023;18:00;19:00;156;158
19.01.2023;19:00;20:00;83;57
19.01.2023;20:00;21:00;67;0
19.01.2023;21:00;22:00;0;24
19.01.2023;22:00;23:00;0;1
19.01.2023;23:00;00:00;62;90
20.01.2023;00:00;01:00;0;0
20.01.2023;01:00;02:00;0;0
20.01.2023;02:00;03:00;0;0
20.01.2023;03:00;04:00;0;0
20.01.2023;04:00;05:00;0;0
20.01.2023;05:00;06:00;0;0
20.01.2023;06:00;07:00;29;0
20.01.2023;07:00;08:00;98;15
20.01.2023;08:00;09:00;105;92
20.01.2023;09:00;10:00;117;119
20.01.2023;10:00;11:00;0;0
20.01.2023;11:00;12:00;0;0
20.01.2023;12:00;13:00;0;0
20.01.2023;13:00;14:00;0;0
20.01.2023;14:00;15:00;0;4
20.01.2023;15:00;16:00;0;82
20.01.2023;16:00;17:00;0;45
20.01.2023;17:00;18:00;93;119
20.01.2023;18:00;19:00;122;135
20.01.2023;19:00;20:00;34;135
20.01.2023;20:00;21:00;25;83
20.01.2023;21:00;22:00;0;96
20.01.2023;22:00;23:00;0;30
20.01.2023;23:00;00:00;0;0
21.01.2023;00:00;01:00;0;33
21.01.2023;01:00;02:00;0;0
21.01.2023;02:00;03:00;0;0
21.01.2023;03:00;04:00;0;0
21.01.2023;04:00;05:00;0;0
21.01.2023;05:00;06:00;0;0
21.01.2023;06:00;07:00;0;0
21.01.2023;07:00;08:00;0;0
21.01.2023;08:00;09:00;21;20
21.01.2023;09:00;10:00;111;91
21.01.2023;10:00;11:00;92;89
21.01.2023;11:00;12:00;79;92
21.01.2023;12:00;13:00;42;43
21.01.2023;13:00;14:00;0;0
21.01.2023;14:00;15:00;0;0
21.01.2023;15:00;16:00;0;0
21.01.2023;16:00;17:00;0;0
21.01.2023;17:00;18:00;0;11
21.01.2023;18:00;19:00;0;18
21.01.2023;19:00;20:00;0;0
21.01.2023;20:00;21:00;0;6
21.01.2023;21:00;22:00;0;0
21.01.2023;22:00;23:00;0;0
21.01.2023;23:00;00:00;0;0
22.01.2023;00:00;01:00;0;0
22.01.2023;01:00;02:00;0;0
22.01.2023;02:00;03:00;0;0
22.01.2023;03:00;04:00;0;0
22.01.2023;04:00;05:00;0;0
22.01.2023;05:00;06:00;0;0
22.01.2023;06:00;07:00;0;0
22.01.2023;07:00;08:00;0;0
22.01.2023;08:00;09:00;0;38
22.01.2023;09:00;10:00;79;128
22.01.2023;10:00;11:00;87;145
22.01.2023;11:00;12:00;110;157
22.01.2023;12:00;13:00;57;83
22.01.2023;13:00;14:00;83;63
22.01.2023;14:00;15:00;110;19
22.01.2023;15:00;16:00;67;69
22.01.2023;16:00;17:00;84;90
22.01.2023;17:00;18:00;149;147
22.01.2023;18:00;19:00;150;140
22.01.2023;19:00;20:00;98;105
22.01.2023;20:00;21:00;0;73
22.01.2023;21:00;22:00;0;56
22.01.2023;22:00;23:00;0;24
22.01.2023;23:00;00:00;0;0
23.01.2023;00:00;01:00;0;0
23.01.2023;01:00;02:00;0;0
23.01.2023;02:00;03:00;0;0
23.01.2023;03:00;04:00;0;0
23.01.2023;04:00;05:00;0;0
23.01.2023;05:00;06:00;0;0
23.01.2023;06:00;07:00;28;17
23.01.2023;07:00;08:00;30;5
23.01.2023;08:00;09:00;133;128
23.01.2023;09:00;10:00;136;122
23.01.2023;10:00;11:00;151;138
23.01.2023;11:00;12:00;153;134
23.01.2023;12:00;13:00;3;48
23.01.2023;13:00;14:00;0;0
23.01.2023;14:00;15:00;34;0
23.01.2023;15:00;16:00;4;0
23.01.2023;16:00;17:00;0;0
23.01.2023;17:00;18:00;0;0
23.01.2023;18:00;19:00;36;0
23.01.2023;19:00;20:00;141;0
23.01.2023;20:00;21:00;123;0
23.01.2023;21:00;22:00;36;0
23.01.2023;22:00;23:00;0;0
23.01.2023;23:00;00:00;0;0
24.01.2023;00:00;01:00;0;0
24.01.2023;01:00;02:00;0;0
24.01.2023;02:00;03:00;0;0
24.01.2023;03:00;04:00;0;0
24.01.2023;04:00;05:00;0;0
24.01.2023;05:00;06:00;0;0
24.01.2023;06:00;07:00;1;18
24.01.2023;07:00;08:00;0;1
24.01.2023;08:00;09:00;0;0
24.01.2023;09:00;10:00;3;0
24.01.2023;10:00;11:00;139;126
24.01.2023;11:00;12:00;176;153
24.01.2023;12:00;13:00;101;78
24.01.2023;13:00;14:00;88;84
24.01.2023;14:00;15:00;107;108
24.01.2023;15:00;16:00;85;159
24.01.2023;16:00;17:00;23;20
24.01.2023;17:00;18:00;81;46
24.01.2023;18:00;19:00;127;118
24.01.2023;19:00;20:00;81;66
24.01.2023;20:00;21:00;0;0
24.01.2023;21:00;22:00;0;0
24.01.2023;22:00;23:00;0;0
24.01.2023;23:00;00:00;0;0
25.01.2023;00:00;01:00;0;0
25.01.2023;01:00;02:00;0;0
25.01.2023;02:00;03:00;0;0
25.01.2023;03:00;04:00;0;0
25.01.2023;04:00;05:00;0;0
25.01.2023;05:00;06:00;29;0
25.01.2023;06:00;07:00;21;0
25.01.2023;07:00;08:00;21;0
25.01.2023;08:00;09:00;0;0
25.01.2023;09:00;10:00;0;46
25.01.2023;10:00;11:00;150;161
25.01.2023;11:00;12:00;130;97
25.01.2023;12:00;13:00;90;0
25.01.2023;13:00;14:00;5;0
25.01.2023;14:00;15:00;0;0
25.01.2023;15:00;16:00;0;0
25.01.2023;16:00;17:00;0;0
25.01.2023;17:00;18:00;0;0
25.01.2023;18:00;19:00;0;0
25.01.2023;19:00;20:00;0;0
25.01.2023;20:00;21:00;0;0
25.01.2023;21:00;22:00;0;0
25.01.2023;22:00;23:00;0;0
25.01.2023;23:00;00:00;0;0
26.01.2023;00:00;01:00;0;0
26.01.2023;01:00;02:00;0;0
26.01.2023;02:00;03:00;0;0
26.01.2023;03:00;04:00;0;0
26.01.2023;04:00;05:00;0;0
26.01.2023;05:00;06:00;0;0
26.01.2023;06:00;07:00;0;1
26.01.2023;07:00;08:00;0;0
26.01.2023;08:00;09:00;72;115
26.01.2023;09:00;10:00;81;52
26.01.2023;10:00;11:00;39;24
26.01.2023;11:00;12:00;0;0
26.01.2023;12:00;13:00;0;0
26.01.2023;13:00;14:00;0;0
26.01.2023;14:00;15:00;0;61
26.01.2023;15:00;16:00;0;129
26.01.2023;16:00;17:00;14;32
26.01.2023;17:00;18:00;62;0
26.01.2023;18:00;19:00;0;0
26.01.2023;19:00;20:00;0;0
26.01.2023;20:00;21:00;0;0
26.01.2023;21:00;22:00;0;0
26.01.2023;22:00;23:00;0;0
26.01.2023;23:00;00:00;0;0
27.01.2023;00:00;01:00;0;0
27.01.2023;01:00;02:00;0;0
27.01.2023;02:00;03:00;0;0
27.01.2023;03:00;04:00;0;0
27.01.2023;04:00;05:00;0;0
27.01.2023;05:00;06:00;0;0
27.01.2023;06:00;07:00;80;66
27.01.2023;07:00;08:00;1;44
27.01.2023;08:00;09:00;0;51
27.01.2023;09:00;10:00;0;48
27.01.2023;10:00;11:00;0;0
27.01.2023;11:00;12:00;0;0
27.01.2023;12:00;13:00;0;0
27.01.2023;13:00;14:00;0;0
27.01.2023;14:00;15:00;0;0
27.01.2023;15:00;16:00;0;0
27.01.2023;16:00;17:00;0;0
27.01.2023;17:00;18:00;84;14
27.01.2023;18:00;19:00;142;125
27.01.2023;19:00;20:00;88;105
27.01.2023;20:00;21:00;74;52
27.01.2023;21:00;22:00;0;0
27.01.2023;22:00;23:00;49;0
27.01.2023;23:00;00:00;147;0
28.01.2023;00:00;01:00;87;0
28.01.2023;01:00;02:00;57;0
28.01.2023;02:00;03:00;0;0
28.01.2023;03:00;04:00;0;0
28.01.2023;04:00;05:00;0;0
28.01.2023;05:00;06:00;0;0
28.01.2023;06:00;07:00;2;1
28.01.2023;07:00;08:00;0;0
28.01.2023;08:00;09:00;0;0
28.01.2023;09:00;10:00;23;0
28.01.2023;10:00;11:00;76;0
28.01.2023;11:00;12:00;37;0
28.01.2023;12:00;13:00;0;0
28.01.2023;13:00;14:00;0;0
28.01.2023;14:00;15:00;0;0
28.01.2023;15:00;16:00;0;0
28.01.2023;16:00;17:00;0;0
28.01.2023;17:00;18:00;76;49
28.01.2023;18:00;19:00;69;91
28.01.2023;19:00;20:00;6;128
28.01.2023;20:00;21:00;0;74
28.01.2023;21:00;22:00;20;0
28.01.2023;22:00;23:00;129;81
28.01.2023;23:00;00:00;24;8
29.01.2023;00:00;01:00;0;0
29.01.2023;01:00;02:00;1;0
29.01.2023;02:00;03:00;0;0
29.01.2023;03:00;04:00;35;0
29.01.2023;04:00;05:00;0;0
29.01.2023;05:00;06:00;0;0
29.01.2023;06:00;07:00;0;0
29.01.2023;07:00;08:00;0;0
29.01.2023;08:00;09:00;18;18
29.01.2023;09:00;10:00;62;49
29.01.2023;10:00;11:00;64;73
29.01.2023;11:00;12:00;0;21
29.01.2023;12:00;13:00;0;0
29.01.2023;13:00;14:00;0;0
29.01.2023;14:00;15:00;31;0
29.01.2023;15:00;16:00;0;0
29.01.2023;16:00;17:00;0;0
29.01.2023;17:00;18:00;0;0
29.01.2023;18:00;19:00;0;0
29.01.2023;19:00;20:00;26;0
29.01.2023;20:00;21:00;111;95
29.01.2023;21:00;22:00;49;95
29.01.2023;22:00;23:00;0;0
29.01.2023;23:00;00:00;0;0
30.01.2023;00:00;01:00;0;0
30.01.2023;01:00;02:00;0;0
30.01.2023;02:00;03:00;0;0
30.01.2023;03:00;04:00;0;0
30.01.2023;04:00;05:00;0;0
30.01.2023;05:00;06:00;7;0
30.01.2023;06:00;07:00;80;115
30.01.2023;07:00;08:00;0;119
30.01.2023;08:00;09:00;20;58
30.01.2023;09:00;10:00;0;0
30.01.2023;10:00;11:00;0;0
30.01.2023;11:00;12:00;0;0
30.01.2023;12:00;13:00;0;81
30.01.2023;13:00;14:00;0;4
30.01.2023;14:00;15:00;0;63
30.01.2023;15:00;16:00;0;0
30.01.2023;16:00;17:00;37;19
30.01.2023;17:00;18:00;0;0
30.01.2023;18:00;19:00;28;10
30.01.2023;19:00;20:00;80;101
30.01.2023;20:00;21:00;0;3
30.01.2023;21:00;22:00;0;0
30.01.2023;22:00;23:00;0;0
30.01.2023;23:00;00:00;0;0
31.01.2023;00:00;01:00;0;0
31.01.2023;01:00;02:00;0;0
31.01.2023;02:00;03:00;0;0
31.01.2023;03:00;04:00;0;0
31.01.2023;04:00;05:00;0;0
31.01.2023;05:00;06:00;0;0
31.01.2023;06:00;07:00;0;0
31.01.2023;07:00;08:00;0;23
31.01.2023;08:00;09:00;29;0
31.01.2023;09:00;10:00;0;119
31.01.2023;10:00;11:00;0;4
