Datum;Anfang;Ende;Generation_DE D [MW] Originalauflösungen;Generation_DE C [MW] Originalauflösungen;Generation_DE E [MW] Originalauflösungen;Generation_DE Weisweiler G VGT [MW] Originalauflösungen;Generation_DE Weisweiler H VGT [MW] Originalauflösungen;Generation_DE Weisweiler F [MW] Originalauflösungen;Generation_DE Weisweiler G [MW] Originalauflösungen;Generation_DE Weisweiler H [MW] Originalauflösungen
04.01.2022;14:00;15:00;-;-;-;0;0;316;637;654
04.01.2022;15:00;16:00;-;-;-;0;0;321;635;652
04.01.2022;16:00;17:00;-;-;-;0;0;319;638;654
04.01.2022;17:00;18:00;-;-;-;0;0;318;633;652
04.01.2022;18:00;19:00;-;-;-;0;0;321;635;654
04.01.2022;19:00;20:00;-;-;-;0;0;322;631;653
04.01.2022;20:00;21:00;-;-;-;0;0;320;631;653
04.01.2022;21:00;22:00;-;-;-;0;0;320;631;653
04.01.2022;22:00;23:00;-;-;-;0;0;316;630;653
04.01.2022;23:00;00:00;-;-;-;0;0;321;631;652
05.01.2022;00:00;01:00;-;-;-;0;0;319;634;654
05.01.2022;01:00;02:00;-;-;-;0;0;316;601;621
05.01.2022;02:00;03:00;-;-;-;0;0;289;558;515
05.01.2022;03:00;04:00;-;-;-;0;0;210;449;462
05.01.2022;04:00;05:00;-;-;-;0;0;201;441;461
05.01.2022;05:00;06:00;-;-;-;0;0;215;501;550
05.01.2022;06:00;07:00;-;-;-;0;0;306;633;645
05.01.2022;07:00;08:00;-;-;-;0;0;316;634;646
05.01.2022;08:00;09:00;-;-;-;0;0;314;635;641
05.01.2022;09:00;10:00;-;-;-;0;0;321;637;648
05.01.2022;10:00;11:00;-;-;-;0;0;321;643;652
05.01.2022;11:00;12:00;-;-;-;0;0;321;643;657
05.01.2022;12:00;13:00;-;-;-;0;0;313;642;658
05.01.2022;13:00;14:00;-;-;-;0;0;264;641;657
05.01.2022;14:00;15:00;-;-;-;0;0;316;641;658
05.01.2022;15:00;16:00;-;-;-;0;0;321;640;658
05.01.2022;16:00;17:00;-;-;-;0;0;320;641;657
05.01.2022;17:00;18:00;-;-;-;0;0;320;640;658
05.01.2022;18:00;19:00;-;-;-;0;0;319;641;658
05.01.2022;19:00;20:00;-;-;-;0;0;320;642;658
05.01.2022;20:00;21:00;-;-;-;0;0;320;643;658
05.01.2022;21:00;22:00;-;-;-;0;0;320;641;656
05.01.2022;22:00;23:00;-;-;-;0;0;319;642;658
05.01.2022;23:00;00:00;-;-;-;0;0;321;642;656
06.01.2022;00:00;01:00;-;-;-;0;0;319;651;648
06.01.2022;01:00;02:00;-;-;-;0;0;319;650;651
06.01.2022;02:00;03:00;-;-;-;0;0;320;650;652
06.01.2022;03:00;04:00;-;-;-;0;0;319;648;652
06.01.2022;04:00;05:00;-;-;-;0;0;321;648;653
06.01.2022;05:00;06:00;-;-;-;0;0;320;646;650
06.01.2022;06:00;07:00;-;-;-;0;0;321;642;653
06.01.2022;07:00;08:00;-;-;-;0;0;321;641;653
06.01.2022;08:00;09:00;-;-;-;0;0;319;640;651
06.01.2022;09:00;10:00;-;-;-;0;0;319;644;654
06.01.2022;10:00;11:00;-;-;-;0;0;320;644;655
06.01.2022;11:00;12:00;-;-;-;0;0;319;647;655
06.01.2022;12:00;13:00;-;-;-;0;0;321;646;655
06.01.2022;13:00;14:00;-;-;-;0;0;319;647;655
06.01.2022;14:00;15:00;-;-;-;0;0;321;645;654
06.01.2022;15:00;16:00;-;-;-;0;0;320;648;650
06.01.2022;16:00;17:00;-;-;-;0;0;320;646;652
06.01.2022;17:00;18:00;-;-;-;0;0;318;645;651
06.01.2022;18:00;19:00;-;-;-;0;0;321;646;651
06.01.2022;19:00;20:00;-;-;-;0;0;322;646;651
06.01.2022;20:00;21:00;-;-;-;0;0;320;647;653
06.01.2022;21:00;22:00;-;-;-;0;0;320;645;654
06.01.2022;22:00;23:00;-;-;-;0;0;319;648;654
06.01.2022;23:00;00:00;-;-;-;0;0;320;646;656
07.01.2022;00:00;01:00;-;-;-;0;0;318;646;655
07.01.2022;01:00;02:00;-;-;-;0;0;322;649;655
07.01.2022;02:00;03:00;-;-;-;0;0;318;648;656
07.01.2022;03:00;04:00;-;-;-;0;0;320;647;655
07.01.2022;04:00;05:00;-;-;-;0;0;320;647;652
07.01.2022;05:00;06:00;-;-;-;0;0;320;644;650
07.01.2022;06:00;07:00;-;-;-;0;0;318;643;650
07.01.2022;07:00;08:00;-;-;-;0;0;321;646;651
07.01.2022;08:00;09:00;-;-;-;0;0;320;638;651
07.01.2022;09:00;10:00;-;-;-;0;0;320;644;653
07.01.2022;10:00;11:00;-;-;-;0;0;319;643;652
07.01.2022;11:00;12:00;-;-;-;0;0;320;643;651
07.01.2022;12:00;13:00;-;-;-;0;0;320;646;650
07.01.2022;13:00;14:00;-;-;-;0;0;321;647;651
07.01.2022;14:00;15:00;-;-;-;0;0;318;647;650
07.01.2022;15:00;16:00;-;-;-;0;0;319;645;652
07.01.2022;16:00;17:00;-;-;-;0;0;321;647;650
07.01.2022;17:00;18:00;-;-;-;0;0;320;644;650
07.01.2022;18:00;19:00;-;-;-;0;0;319;645;651
07.01.2022;19:00;20:00;-;-;-;0;0;319;645;652
07.01.2022;20:00;21:00;-;-;-;0;0;320;647;651
07.01.2022;21:00;22:00;-;-;-;0;0;320;647;654
07.01.2022;22:00;23:00;-;-;-;0;0;320;463;657
07.01.2022;23:00;00:00;-;-;-;0;0;317;111;656
08.01.2022;00:00;01:00;-;-;-;0;0;312;0;653
08.01.2022;01:00;02:00;-;-;-;0;0;312;0;653
08.01.2022;02:00;03:00;-;-;-;0;0;312;0;652
08.01.2022;03:00;04:00;-;-;-;0;0;312;0;652
08.01.2022;04:00;05:00;-;-;-;0;0;312;0;653
08.01.2022;05:00;06:00;-;-;-;0;0;312;0;653
08.01.2022;06:00;07:00;-;-;-;0;0;314;0;648
08.01.2022;07:00;08:00;-;-;-;0;0;316;0;649
08.01.2022;08:00;09:00;-;-;-;0;0;316;0;654
08.01.2022;09:00;10:00;-;-;-;0;0;316;0;657
08.01.2022;10:00;11:00;-;-;-;0;0;317;0;654
08.01.2022;11:00;12:00;-;-;-;0;0;315;0;655
08.01.2022;12:00;13:00;-;-;-;0;0;315;0;656
08.01.2022;13:00;14:00;-;-;-;0;0;314;0;656
08.01.2022;14:00;15:00;-;-;-;0;0;316;0;655
08.01.2022;15:00;16:00;-;-;-;0;0;315;0;655
08.01.2022;16:00;17:00;-;-;-;0;0;316;0;651
08.01.2022;17:00;18:00;-;-;-;0;0;314;0;656
08.01.2022;18:00;19:00;-;-;-;0;0;314;0;654
08.01.2022;19:00;20:00;-;-;-;0;0;315;0;654
08.01.2022;20:00;21:00;-;-;-;0;0;295;0;661
08.01.2022;21:00;22:00;-;-;-;0;0;204;0;656
08.01.2022;22:00;23:00;-;-;-;0;0;197;0;634
08.01.2022;23:00;00:00;-;-;-;0;0;196;0;470
09.01.2022;00:00;01:00;-;-;-;0;0;191;0;270
09.01.2022;01:00;02:00;-;-;-;0;0;191;0;274
09.01.2022;02:00;03:00;-;-;-;0;0;191;0;278
09.01.2022;03:00;04:00;-;-;-;0;0;192;0;276
09.01.2022;04:00;05:00;-;-;-;0;0;193;0;297
09.01.2022;05:00;06:00;-;-;-;0;0;194;0;338
09.01.2022;06:00;07:00;-;-;-;0;0;198;0;412
09.01.2022;07:00;08:00;-;-;-;0;0;229;0;550
09.01.2022;08:00;09:00;-;-;-;0;0;312;0;651
09.01.2022;09:00;10:00;-;-;-;0;0;314;0;649
09.01.2022;10:00;11:00;-;-;-;0;0;315;0;638
09.01.2022;11:00;12:00;-;-;-;0;0;315;0;639
09.01.2022;12:00;13:00;-;-;-;0;0;316;0;650
09.01.2022;13:00;14:00;-;-;-;0;0;316;0;647
09.01.2022;14:00;15:00;-;-;-;0;0;316;0;650
09.01.2022;15:00;16:00;-;-;-;0;0;315;0;647
09.01.2022;16:00;17:00;-;-;-;0;0;317;0;651
09.01.2022;17:00;18:00;-;-;-;0;0;316;0;653
09.01.2022;18:00;19:00;-;-;-;0;0;316;88;652
09.01.2022;19:00;20:00;-;-;-;0;0;319;453;650
09.01.2022;20:00;21:00;-;-;-;0;0;319;652;651
09.01.2022;21:00;22:00;-;-;-;0;0;316;651;652
09.01.2022;22:00;23:00;-;-;-;0;0;318;651;655
09.01.2022;23:00;00:00;-;-;-;0;0;317;653;659
10.01.2022;00:00;01:00;-;-;-;0;0;317;654;658
10.01.2022;01:00;02:00;-;-;-;0;0;321;650;659
10.01.2022;02:00;03:00;-;-;-;0;0;318;657;658
10.01.2022;03:00;04:00;-;-;-;0;0;318;655;657
10.01.2022;04:00;05:00;-;-;-;0;0;318;654;654
10.01.2022;05:00;06:00;-;-;-;0;0;321;655;652
10.01.2022;06:00;07:00;-;-;-;0;1;320;653;654
10.01.2022;07:00;08:00;-;-;-;0;185;319;646;647
10.01.2022;08:00;09:00;-;-;-;0;210;322;650;642
10.01.2022;09:00;10:00;-;-;-;0;212;320;653;640
10.01.2022;10:00;11:00;-;-;-;0;212;322;652;641
10.01.2022;11:00;12:00;-;-;-;142;212;321;648;636
10.01.2022;12:00;13:00;-;-;-;207;212;320;647;641
10.01.2022;13:00;14:00;-;-;-;207;211;320;648;640
10.01.2022;14:00;15:00;-;-;-;207;211;320;654;642
10.01.2022;15:00;16:00;-;-;-;208;211;321;650;648
10.01.2022;16:00;17:00;-;-;-;208;211;321;649;649
10.01.2022;17:00;18:00;-;-;-;210;212;320;654;644
10.01.2022;18:00;19:00;-;-;-;211;213;319;655;643
10.01.2022;19:00;20:00;-;-;-;183;186;320;644;634
10.01.2022;20:00;21:00;-;-;-;0;0;323;645;632
10.01.2022;21:00;22:00;-;-;-;0;0;320;651;645
10.01.2022;22:00;23:00;-;-;-;0;0;321;656;649
10.01.2022;23:00;00:00;-;-;-;0;0;321;654;649
11.01.2022;00:00;01:00;-;-;-;0;0;319;656;649
11.01.2022;01:00;02:00;-;-;-;0;0;321;652;652
11.01.2022;02:00;03:00;-;-;-;0;0;321;653;651
11.01.2022;03:00;04:00;-;-;-;0;0;320;654;650
11.01.2022;04:00;05:00;-;-;-;0;0;321;653;650
11.01.2022;05:00;06:00;-;-;-;0;0;320;653;650
11.01.2022;06:00;07:00;-;-;-;0;0;321;651;649
11.01.2022;07:00;08:00;-;-;-;0;0;320;650;648
11.01.2022;08:00;09:00;-;-;-;0;0;319;650;649
11.01.2022;09:00;10:00;-;-;-;0;0;320;649;649
11.01.2022;10:00;11:00;-;-;-;0;0;320;651;650
11.01.2022;11:00;12:00;-;-;-;0;0;319;652;650
11.01.2022;12:00;13:00;-;-;-;0;0;319;650;649
11.01.2022;13:00;14:00;-;-;-;0;0;320;652;650
11.01.2022;14:00;15:00;-;-;-;0;0;321;653;651
11.01.2022;15:00;16:00;-;-;-;0;0;320;650;648
11.01.2022;16:00;17:00;-;-;-;167;176;321;651;651
11.01.2022;17:00;18:00;-;-;-;210;211;322;655;652
11.01.2022;18:00;19:00;-;-;-;211;213;321;656;654
11.01.2022;19:00;20:00;-;-;-;213;215;319;655;657
11.01.2022;20:00;21:00;-;-;-;183;175;321;647;646
11.01.2022;21:00;22:00;-;-;-;0;0;321;642;641
11.01.2022;22:00;23:00;-;-;-;0;0;319;652;655
11.01.2022;23:00;00:00;-;-;-;0;0;320;656;653
12.01.2022;00:00;01:00;-;-;-;0;0;322;652;659
12.01.2022;01:00;02:00;-;-;-;0;0;323;651;660
12.01.2022;02:00;03:00;-;-;-;0;0;321;650;659
12.01.2022;03:00;04:00;-;-;-;0;0;321;651;658
12.01.2022;04:00;05:00;-;-;-;0;0;320;650;659
12.01.2022;05:00;06:00;-;-;-;0;0;320;649;657
12.01.2022;06:00;07:00;-;-;-;0;0;321;650;657
12.01.2022;07:00;08:00;-;-;-;0;0;320;649;657
12.01.2022;08:00;09:00;-;-;-;0;0;320;648;653
12.01.2022;09:00;10:00;-;-;-;0;0;319;650;653
12.01.2022;10:00;11:00;-;-;-;0;0;319;648;650
12.01.2022;11:00;12:00;-;-;-;0;0;318;648;647
12.01.2022;12:00;13:00;-;-;-;0;0;323;649;650
12.01.2022;13:00;14:00;-;-;-;0;0;321;651;649
12.01.2022;14:00;15:00;-;-;-;0;0;318;653;650
12.01.2022;15:00;16:00;-;-;-;0;0;320;651;652
12.01.2022;16:00;17:00;-;-;-;65;67;321;646;649
12.01.2022;17:00;18:00;-;-;-;211;212;322;646;651
12.01.2022;18:00;19:00;-;-;-;166;190;321;634;637
12.01.2022;19:00;20:00;-;-;-;7;14;320;620;628
12.01.2022;20:00;21:00;-;-;-;0;0;322;643;650
12.01.2022;21:00;22:00;-;-;-;0;0;321;648;655
12.01.2022;22:00;23:00;-;-;-;0;0;320;651;657
12.01.2022;23:00;00:00;-;-;-;0;0;320;653;659
13.01.2022;00:00;01:00;-;-;-;0;0;320;652;657
13.01.2022;01:00;02:00;-;-;-;0;0;321;651;657
13.01.2022;02:00;03:00;-;-;-;0;0;321;652;656
13.01.2022;03:00;04:00;-;-;-;0;0;322;653;655
13.01.2022;04:00;05:00;-;-;-;0;0;321;653;653
13.01.2022;05:00;06:00;-;-;-;0;0;321;651;651
13.01.2022;06:00;07:00;-;-;-;0;0;321;648;651
13.01.2022;07:00;08:00;-;-;-;0;0;319;650;651
13.01.2022;08:00;09:00;-;-;-;0;0;320;648;649
13.01.2022;09:00;10:00;-;-;-;0;0;320;649;651
13.01.2022;10:00;11:00;-;-;-;0;0;321;649;652
13.01.2022;11:00;12:00;-;-;-;0;0;320;649;654
13.01.2022;12:00;13:00;-;-;-;0;0;320;650;656
13.01.2022;13:00;14:00;-;-;-;0;0;319;649;655
13.01.2022;14:00;15:00;-;-;-;0;0;321;650;654
13.01.2022;15:00;16:00;-;-;-;0;0;321;649;655
13.01.2022;16:00;17:00;-;-;-;0;0;321;651;655
13.01.2022;17:00;18:00;-;-;-;0;0;321;647;654
13.01.2022;18:00;19:00;-;-;-;0;0;320;650;655
13.01.2022;19:00;20:00;-;-;-;0;0;321;651;654
13.01.2022;20:00;21:00;-;-;-;0;0;320;648;655
13.01.2022;21:00;22:00;-;-;-;0;0;322;650;657
13.01.2022;22:00;23:00;-;-;-;0;0;322;652;657
13.01.2022;23:00;00:00;-;-;-;0;0;320;653;658
14.01.2022;00:00;01:00;-;-;-;0;0;320;649;657
14.01.2022;01:00;02:00;-;-;-;0;0;320;649;656
14.01.2022;02:00;03:00;-;-;-;0;0;321;650;655
14.01.2022;03:00;04:00;-;-;-;0;0;320;648;656
14.01.2022;04:00;05:00;-;-;-;0;0;321;651;655
14.01.2022;05:00;06:00;-;-;-;0;0;322;648;652
14.01.2022;06:00;07:00;-;-;-;0;0;321;648;650
14.01.2022;07:00;08:00;-;-;-;0;0;320;648;651
14.01.2022;08:00;09:00;-;-;-;0;0;319;648;650
14.01.2022;09:00;10:00;-;-;-;0;0;319;649;649
14.01.2022;10:00;11:00;-;-;-;0;0;317;651;651
14.01.2022;11:00;12:00;-;-;-;0;0;320;650;652
14.01.2022;12:00;13:00;-;-;-;0;0;320;648;651
14.01.2022;13:00;14:00;-;-;-;0;0;319;652;656
14.01.2022;14:00;15:00;-;-;-;0;0;321;651;652
14.01.2022;15:00;16:00;-;-;-;0;0;321;652;653
14.01.2022;16:00;17:00;-;-;-;41;42;322;647;652
14.01.2022;17:00;18:00;-;-;-;208;208;322;649;656
14.01.2022;18:00;19:00;-;-;-;208;212;318;638;646
14.01.2022;19:00;20:00;-;-;-;38;38;320;640;635
14.01.2022;20:00;21:00;-;-;-;0;0;320;652;652
14.01.2022;21:00;22:00;-;-;-;0;0;320;652;654
14.01.2022;22:00;23:00;-;-;-;0;0;321;653;659
14.01.2022;23:00;00:00;-;-;-;0;0;320;652;658
15.01.2022;00:00;01:00;-;-;-;0;0;320;652;659
15.01.2022;01:00;02:00;-;-;-;0;0;320;651;658
15.01.2022;02:00;03:00;-;-;-;0;0;320;653;658
15.01.2022;03:00;04:00;-;-;-;0;0;321;655;659
15.01.2022;04:00;05:00;-;-;-;0;0;320;650;659
15.01.2022;05:00;06:00;-;-;-;0;0;321;652;658
15.01.2022;06:00;07:00;-;-;-;0;0;322;651;658
15.01.2022;07:00;08:00;-;-;-;0;0;322;652;657
15.01.2022;08:00;09:00;-;-;-;0;0;322;650;657
15.01.2022;09:00;10:00;-;-;-;0;0;320;649;655
15.01.2022;10:00;11:00;-;-;-;0;0;319;648;658
15.01.2022;11:00;12:00;-;-;-;0;0;317;647;658
15.01.2022;12:00;13:00;-;-;-;0;0;320;649;657
15.01.2022;13:00;14:00;-;-;-;0;0;320;651;658
15.01.2022;14:00;15:00;-;-;-;0;0;320;650;656
15.01.2022;15:00;16:00;-;-;-;0;0;319;650;654
15.01.2022;16:00;17:00;-;-;-;0;0;321;653;656
15.01.2022;17:00;18:00;-;-;-;0;0;322;651;657
15.01.2022;18:00;19:00;-;-;-;0;0;320;650;657
15.01.2022;19:00;20:00;-;-;-;0;0;320;650;657
15.01.2022;20:00;21:00;-;-;-;0;0;321;652;658
15.01.2022;21:00;22:00;-;-;-;0;0;321;650;658
15.01.2022;22:00;23:00;-;-;-;0;0;320;649;560
15.01.2022;23:00;00:00;-;-;-;0;0;320;645;306
16.01.2022;00:00;01:00;-;-;-;0;0;319;644;0
16.01.2022;01:00;02:00;-;-;-;0;0;319;646;0
16.01.2022;02:00;03:00;-;-;-;0;0;319;646;0
16.01.2022;03:00;04:00;-;-;-;0;0;318;643;0
16.01.2022;04:00;05:00;-;-;-;0;0;317;642;0
16.01.2022;05:00;06:00;-;-;-;0;0;314;641;0
16.01.2022;06:00;07:00;-;-;-;0;0;312;642;0
16.01.2022;07:00;08:00;-;-;-;0;0;317;641;0
16.01.2022;08:00;09:00;-;-;-;0;0;322;641;0
16.01.2022;09:00;10:00;-;-;-;0;0;320;642;0
16.01.2022;10:00;11:00;-;-;-;0;0;319;641;0
16.01.2022;11:00;12:00;-;-;-;0;0;319;640;0
16.01.2022;12:00;13:00;-;-;-;0;0;319;642;0
16.01.2022;13:00;14:00;-;-;-;0;0;320;641;0
16.01.2022;14:00;15:00;-;-;-;0;0;321;642;0
16.01.2022;15:00;16:00;-;-;-;0;0;319;641;0
16.01.2022;16:00;17:00;-;-;-;0;0;318;641;0
16.01.2022;17:00;18:00;-;-;-;0;0;317;640;0
16.01.2022;18:00;19:00;-;-;-;0;0;317;639;0
16.01.2022;19:00;20:00;-;-;-;0;0;318;641;0
16.01.2022;20:00;21:00;-;-;-;0;0;318;640;0
16.01.2022;21:00;22:00;-;-;-;0;0;321;644;0
16.01.2022;22:00;23:00;-;-;-;0;0;319;644;0
16.01.2022;23:00;00:00;-;-;-;0;0;235;640;0
17.01.2022;00:00;01:00;-;-;-;0;0;198;548;0
17.01.2022;01:00;02:00;-;-;-;0;0;198;368;0
17.01.2022;02:00;03:00;-;-;-;0;0;198;341;0
17.01.2022;03:00;04:00;-;-;-;0;0;198;339;0
17.01.2022;04:00;05:00;-;-;-;0;0;198;339;0
17.01.2022;05:00;06:00;-;-;-;0;0;211;411;0
17.01.2022;06:00;07:00;-;-;-;0;0;301;597;0
17.01.2022;07:00;08:00;-;-;-;0;0;313;601;0
17.01.2022;08:00;09:00;-;-;-;0;0;311;624;0
17.01.2022;09:00;10:00;-;-;-;0;0;316;633;0
17.01.2022;10:00;11:00;-;-;-;0;0;316;634;0
17.01.2022;11:00;12:00;-;-;-;0;0;318;633;0
17.01.2022;12:00;13:00;-;-;-;0;0;321;635;0
17.01.2022;13:00;14:00;-;-;-;0;0;317;634;0
17.01.2022;14:00;15:00;-;-;-;0;0;315;634;0
17.01.2022;15:00;16:00;-;-;-;0;0;316;636;0
17.01.2022;16:00;17:00;-;-;-;0;0;317;638;0
17.01.2022;17:00;18:00;-;-;-;0;0;318;639;0
17.01.2022;18:00;19:00;-;-;-;0;0;317;634;0
17.01.2022;19:00;20:00;-;-;-;0;0;316;630;0
17.01.2022;20:00;21:00;-;-;-;0;0;317;630;0
17.01.2022;21:00;22:00;-;-;-;0;0;315;625;0
17.01.2022;22:00;23:00;-;-;-;0;0;317;630;0
17.01.2022;23:00;00:00;-;-;-;0;0;318;632;0
18.01.2022;00:00;01:00;-;-;-;0;0;319;636;0
18.01.2022;01:00;02:00;-;-;-;0;0;324;630;15
18.01.2022;02:00;03:00;-;-;-;0;0;319;637;196
18.01.2022;03:00;04:00;-;-;-;0;0;319;636;363
18.01.2022;04:00;05:00;-;-;-;0;0;319;632;572
18.01.2022;05:00;06:00;-;-;-;0;0;320;633;649
18.01.2022;06:00;07:00;-;-;-;73;0;318;635;652
18.01.2022;07:00;08:00;-;-;-;206;172;320;650;651
18.01.2022;08:00;09:00;-;-;-;209;209;319;646;652
18.01.2022;09:00;10:00;-;-;-;210;212;320;645;656
18.01.2022;10:00;11:00;-;-;-;210;212;320;644;656
18.01.2022;11:00;12:00;-;-;-;210;212;321;640;655
18.01.2022;12:00;13:00;-;-;-;209;212;319;642;655
18.01.2022;13:00;14:00;-;-;-;210;212;320;643;654
18.01.2022;14:00;15:00;-;-;-;209;206;320;644;640
18.01.2022;15:00;16:00;-;-;-;209;208;319;644;643
18.01.2022;16:00;17:00;-;-;-;209;212;320;646;655
18.01.2022;17:00;18:00;-;-;-;209;211;318;646;652
18.01.2022;18:00;19:00;-;-;-;209;211;316;646;654
18.01.2022;19:00;20:00;-;-;-;185;187;318;639;641
18.01.2022;20:00;21:00;-;-;-;0;1;319;633;635
18.01.2022;21:00;22:00;-;-;-;0;0;322;648;654
18.01.2022;22:00;23:00;-;-;-;0;0;320;650;656
18.01.2022;23:00;00:00;-;-;-;0;0;319;648;657
19.01.2022;00:00;01:00;-;-;-;0;0;319;652;656
19.01.2022;01:00;02:00;-;-;-;0;0;321;652;656
19.01.2022;02:00;03:00;-;-;-;0;0;322;651;656
19.01.2022;03:00;04:00;-;-;-;0;0;320;651;656
19.01.2022;04:00;05:00;-;-;-;0;0;321;650;655
19.01.2022;05:00;06:00;-;-;-;0;0;320;650;655
