Date;Start;End;Generation_DE D [MW] Original resolutions;Generation_DE C [MW] Original resolutions;Generation_DE B [MW] Original resolutions;Generation_DE A [MW] Original resolutions;Generation_DE Niederaußem E [MW] Original resolutions;Generation_DE Niederaußem F [MW] Original resolutions;Generation_DE Niederaußem G [MW] Original resolutions;Generation_DE Niederaußem H [MW] Original resolutions;Generation_DE Niederaußem K [MW] Original resolutions
03.01.2021;00:00;01:00;-;207;-;-;-;-;0;0;446
03.01.2021;01:00;02:00;-;178;-;-;-;-;0;0;395
03.01.2021;02:00;03:00;-;163;-;-;-;-;0;0;365
03.01.2021;03:00;04:00;-;150;-;-;-;-;0;0;480
03.01.2021;04:00;05:00;-;151;-;-;-;-;0;0;495
03.01.2021;05:00;06:00;-;150;-;-;-;-;0;0;486
03.01.2021;06:00;07:00;-;150;-;-;-;-;0;0;438
03.01.2021;07:00;08:00;-;151;-;-;-;-;0;0;441
03.01.2021;08:00;09:00;-;209;-;-;-;-;0;0;443
03.01.2021;09:00;10:00;-;270;-;-;-;-;0;0;515
03.01.2021;10:00;11:00;-;270;-;-;-;-;0;0;692
03.01.2021;11:00;12:00;-;268;-;-;-;-;0;0;701
03.01.2021;12:00;13:00;-;269;-;-;-;-;0;0;589
03.01.2021;13:00;14:00;-;269;-;-;-;-;0;0;506
03.01.2021;14:00;15:00;-;269;-;-;-;-;0;0;505
03.01.2021;15:00;16:00;-;269;-;-;-;-;0;0;616
03.01.2021;16:00;17:00;-;269;-;-;-;-;0;0;625
03.01.2021;17:00;18:00;-;270;-;-;-;-;0;0;622
03.01.2021;18:00;19:00;-;269;-;-;-;-;0;0;622
03.01.2021;19:00;20:00;-;269;-;-;-;-;0;0;596
03.01.2021;20:00;21:00;-;270;-;-;-;-;0;0;600
03.01.2021;21:00;22:00;-;269;-;-;-;-;0;0;627
03.01.2021;22:00;23:00;-;270;-;-;-;-;0;0;611
03.01.2021;23:00;00:00;-;268;-;-;-;-;0;0;535
04.01.2021;00:00;01:00;-;190;-;-;-;-;0;0;536
04.01.2021;01:00;02:00;-;108;-;-;-;-;0;0;562
04.01.2021;02:00;03:00;-;115;-;-;-;-;0;0;624
04.01.2021;03:00;04:00;-;119;-;-;-;-;0;0;642
04.01.2021;04:00;05:00;-;119;-;-;-;-;221;0;632
04.01.2021;05:00;06:00;-;119;-;-;-;-;352;0;646
04.01.2021;06:00;07:00;-;119;-;-;-;-;522;0;845
04.01.2021;07:00;08:00;-;122;-;-;-;-;568;0;946
04.01.2021;08:00;09:00;-;130;-;-;-;-;606;0;939
04.01.2021;09:00;10:00;-;136;-;-;-;-;624;0;961
04.01.2021;10:00;11:00;-;126;-;-;-;-;627;8;962
04.01.2021;11:00;12:00;-;124;-;-;-;-;623;32;949
04.01.2021;12:00;13:00;-;127;-;-;-;-;625;263;953
04.01.2021;13:00;14:00;-;129;-;-;-;-;629;435;957
04.01.2021;14:00;15:00;-;129;-;-;-;-;625;462;949
04.01.2021;15:00;16:00;-;129;-;-;-;-;627;618;956
04.01.2021;16:00;17:00;-;129;-;-;-;-;629;631;953
04.01.2021;17:00;18:00;-;129;-;-;-;-;629;648;957
04.01.2021;18:00;19:00;-;129;-;-;-;-;621;639;951
04.01.2021;19:00;20:00;-;129;-;-;-;-;630;638;950
04.01.2021;20:00;21:00;-;129;-;-;-;-;623;640;925
04.01.2021;21:00;22:00;-;129;-;-;-;-;625;638;936
04.01.2021;22:00;23:00;-;128;-;-;-;-;633;641;930
04.01.2021;23:00;00:00;-;127;-;-;-;-;626;637;931
05.01.2021;00:00;01:00;-;123;-;-;-;-;628;607;934
05.01.2021;01:00;02:00;-;130;-;-;-;-;625;606;928
05.01.2021;02:00;03:00;-;131;-;-;-;-;521;616;930
05.01.2021;03:00;04:00;-;130;-;-;-;-;443;635;927
05.01.2021;04:00;05:00;-;131;-;-;-;-;323;639;930
05.01.2021;05:00;06:00;-;134;-;-;-;-;328;641;929
05.01.2021;06:00;07:00;-;133;-;-;-;-;328;638;928
05.01.2021;07:00;08:00;-;133;-;-;-;-;332;636;777
05.01.2021;08:00;09:00;-;135;-;-;-;-;327;639;744
05.01.2021;09:00;10:00;-;135;-;-;-;-;329;635;723
05.01.2021;10:00;11:00;-;135;-;-;-;-;338;641;719
05.01.2021;11:00;12:00;-;134;-;-;-;-;338;638;718
05.01.2021;12:00;13:00;-;133;-;-;-;-;337;637;722
05.01.2021;13:00;14:00;-;116;-;-;-;-;339;643;718
05.01.2021;14:00;15:00;-;115;-;-;-;-;336;638;724
05.01.2021;15:00;16:00;-;123;-;-;-;-;333;637;723
05.01.2021;16:00;17:00;-;134;-;-;-;-;335;636;721
05.01.2021;17:00;18:00;-;132;-;-;-;-;339;639;718
05.01.2021;18:00;19:00;-;131;-;-;-;-;335;639;720
05.01.2021;19:00;20:00;-;131;-;-;-;-;334;641;739
05.01.2021;20:00;21:00;-;131;-;-;-;-;333;636;743
05.01.2021;21:00;22:00;-;131;-;-;-;-;334;642;696
05.01.2021;22:00;23:00;-;130;-;-;-;-;332;639;705
05.01.2021;23:00;00:00;-;130;-;-;-;-;330;635;677
06.01.2021;00:00;01:00;-;131;-;-;-;-;314;633;668
06.01.2021;01:00;02:00;-;131;-;-;-;-;329;645;673
06.01.2021;02:00;03:00;-;131;-;-;-;-;325;638;672
06.01.2021;03:00;04:00;-;131;-;-;-;-;328;640;668
06.01.2021;04:00;05:00;-;131;-;-;-;-;445;638;656
06.01.2021;05:00;06:00;-;127;-;-;-;-;542;635;663
06.01.2021;06:00;07:00;-;131;-;-;-;-;613;636;656
06.01.2021;07:00;08:00;-;131;-;-;-;-;615;638;660
06.01.2021;08:00;09:00;-;131;-;-;-;-;633;642;678
06.01.2021;09:00;10:00;-;131;-;-;-;-;629;639;671
06.01.2021;10:00;11:00;-;131;-;-;-;-;633;636;672
06.01.2021;11:00;12:00;-;132;-;-;-;-;632;638;674
06.01.2021;12:00;13:00;-;131;-;-;-;-;633;641;670
06.01.2021;13:00;14:00;-;127;-;-;-;-;629;636;667
06.01.2021;14:00;15:00;-;128;-;-;-;-;633;640;672
06.01.2021;15:00;16:00;-;131;-;-;-;-;634;638;671
06.01.2021;16:00;17:00;-;130;-;-;-;-;631;636;671
06.01.2021;17:00;18:00;-;123;-;-;-;-;632;640;673
06.01.2021;18:00;19:00;-;118;-;-;-;-;632;639;670
06.01.2021;19:00;20:00;-;133;-;-;-;-;631;636;670
06.01.2021;20:00;21:00;-;201;-;-;-;-;632;639;671
06.01.2021;21:00;22:00;-;278;-;-;-;-;634;641;670
06.01.2021;22:00;23:00;-;279;-;-;-;-;630;639;673
06.01.2021;23:00;00:00;-;277;-;-;-;-;632;638;674
07.01.2021;00:00;01:00;-;272;-;-;-;-;632;640;671
07.01.2021;01:00;02:00;-;273;-;-;-;-;631;639;669
07.01.2021;02:00;03:00;-;274;-;-;-;-;635;639;673
07.01.2021;03:00;04:00;-;274;-;-;-;-;633;640;673
07.01.2021;04:00;05:00;-;273;-;-;-;-;630;637;669
07.01.2021;05:00;06:00;-;273;-;-;-;-;631;638;674
07.01.2021;06:00;07:00;-;280;-;-;-;-;631;636;673
07.01.2021;07:00;08:00;-;279;-;-;-;-;630;637;719
07.01.2021;08:00;09:00;-;278;-;-;-;-;634;640;903
07.01.2021;09:00;10:00;-;286;-;-;-;-;645;652;922
07.01.2021;10:00;11:00;-;285;-;-;-;-;649;657;947
07.01.2021;11:00;12:00;-;283;-;-;-;-;648;653;950
07.01.2021;12:00;13:00;-;283;-;-;-;-;648;655;946
07.01.2021;13:00;14:00;-;283;-;-;-;-;651;656;949
07.01.2021;14:00;15:00;-;283;-;-;-;-;648;655;946
07.01.2021;15:00;16:00;-;282;-;-;-;-;649;657;943
07.01.2021;16:00;17:00;-;284;-;-;-;-;648;657;948
07.01.2021;17:00;18:00;-;283;-;-;-;-;653;658;943
07.01.2021;18:00;19:00;-;284;-;-;-;-;645;649;945
07.01.2021;19:00;20:00;-;283;-;-;-;-;639;648;948
07.01.2021;20:00;21:00;-;282;-;-;-;-;639;646;946
07.01.2021;21:00;22:00;-;283;-;-;-;-;640;644;948
07.01.2021;22:00;23:00;-;283;-;-;-;-;643;648;923
07.01.2021;23:00;00:00;-;283;-;-;-;-;638;648;836
08.01.2021;00:00;01:00;-;283;-;-;-;-;638;643;674
08.01.2021;01:00;02:00;-;283;-;-;-;-;639;645;674
08.01.2021;02:00;03:00;-;283;-;-;-;-;638;644;676
08.01.2021;03:00;04:00;-;283;-;-;-;-;638;646;676
08.01.2021;04:00;05:00;-;281;-;-;-;-;638;642;673
08.01.2021;05:00;06:00;-;278;-;-;-;-;641;648;674
08.01.2021;06:00;07:00;-;278;-;-;-;-;639;646;677
08.01.2021;07:00;08:00;-;279;-;-;-;-;637;644;679
08.01.2021;08:00;09:00;-;282;-;-;-;-;638;643;872
08.01.2021;09:00;10:00;-;283;-;-;-;-;646;652;947
08.01.2021;10:00;11:00;-;283;-;-;-;-;650;658;950
08.01.2021;11:00;12:00;-;283;-;-;-;-;646;654;947
08.01.2021;12:00;13:00;-;283;-;-;-;-;646;654;950
08.01.2021;13:00;14:00;-;282;-;-;-;-;648;650;947
08.01.2021;14:00;15:00;-;283;-;-;-;-;648;650;949
08.01.2021;15:00;16:00;-;283;-;-;-;-;640;649;945
08.01.2021;16:00;17:00;-;282;-;-;-;-;646;653;944
08.01.2021;17:00;18:00;-;282;-;-;-;-;650;654;946
08.01.2021;18:00;19:00;-;283;-;-;-;-;641;656;949
08.01.2021;19:00;20:00;-;282;-;-;-;-;642;648;942
08.01.2021;20:00;21:00;-;284;-;-;-;-;639;649;927
08.01.2021;21:00;22:00;-;283;-;-;-;-;637;645;931
08.01.2021;22:00;23:00;-;284;-;-;-;-;639;645;926
08.01.2021;23:00;00:00;-;286;-;-;-;-;637;642;793
09.01.2021;00:00;01:00;-;284;-;-;-;-;640;648;655
09.01.2021;01:00;02:00;-;283;-;-;-;-;640;646;666
09.01.2021;02:00;03:00;-;283;-;-;-;-;638;643;669
09.01.2021;03:00;04:00;-;283;-;-;-;-;638;645;663
09.01.2021;04:00;05:00;-;283;-;-;-;-;640;647;668
09.01.2021;05:00;06:00;-;283;-;-;-;-;638;645;675
09.01.2021;06:00;07:00;-;283;-;-;-;-;640;647;828
09.01.2021;07:00;08:00;-;283;-;-;-;-;640;646;934
09.01.2021;08:00;09:00;-;283;-;-;-;-;639;645;930
09.01.2021;09:00;10:00;-;283;-;-;-;-;638;647;926
09.01.2021;10:00;11:00;-;284;-;-;-;-;640;645;929
09.01.2021;11:00;12:00;-;283;-;-;-;-;641;644;924
09.01.2021;12:00;13:00;-;283;-;-;-;-;638;652;942
09.01.2021;13:00;14:00;-;283;-;-;-;-;639;656;948
09.01.2021;14:00;15:00;-;282;-;-;-;-;640;655;947
09.01.2021;15:00;16:00;-;282;-;-;-;-;649;656;948
09.01.2021;16:00;17:00;-;283;-;-;-;-;653;654;935
09.01.2021;17:00;18:00;-;283;-;-;-;-;652;650;921
09.01.2021;18:00;19:00;-;283;-;-;-;-;649;646;925
09.01.2021;19:00;20:00;-;283;-;-;-;-;646;647;927
09.01.2021;20:00;21:00;-;282;-;-;-;-;647;648;924
09.01.2021;21:00;22:00;-;283;-;-;-;-;647;654;928
09.01.2021;22:00;23:00;-;283;-;-;-;-;644;651;922
09.01.2021;23:00;00:00;-;283;-;-;-;-;648;625;926
10.01.2021;00:00;01:00;-;280;-;-;-;-;647;419;945
10.01.2021;01:00;02:00;-;283;-;-;-;-;646;391;947
10.01.2021;02:00;03:00;-;283;-;-;-;-;644;395;922
10.01.2021;03:00;04:00;-;283;-;-;-;-;646;396;927
10.01.2021;04:00;05:00;-;283;-;-;-;-;646;394;922
10.01.2021;05:00;06:00;-;284;-;-;-;-;647;397;925
10.01.2021;06:00;07:00;-;282;-;-;-;-;644;395;924
10.01.2021;07:00;08:00;-;283;-;-;-;-;646;395;925
10.01.2021;08:00;09:00;-;283;-;-;-;-;648;396;925
10.01.2021;09:00;10:00;-;282;-;-;-;-;647;397;941
10.01.2021;10:00;11:00;-;284;-;-;-;-;646;396;944
10.01.2021;11:00;12:00;-;282;-;-;-;-;646;396;944
10.01.2021;12:00;13:00;-;283;-;-;-;-;644;397;939
10.01.2021;13:00;14:00;-;283;-;-;-;-;645;393;941
10.01.2021;14:00;15:00;-;283;-;-;-;-;646;395;931
10.01.2021;15:00;16:00;-;283;-;-;-;-;645;395;943
10.01.2021;16:00;17:00;-;283;-;-;-;-;656;407;945
10.01.2021;17:00;18:00;-;283;-;-;-;-;653;408;944
10.01.2021;18:00;19:00;-;284;-;-;-;-;656;534;944
10.01.2021;19:00;20:00;-;282;-;-;-;-;657;557;943
10.01.2021;20:00;21:00;-;283;-;-;-;-;652;549;946
10.01.2021;21:00;22:00;-;284;-;-;-;-;644;547;944
10.01.2021;22:00;23:00;-;283;-;-;-;-;645;546;946
10.01.2021;23:00;00:00;-;282;-;-;-;-;645;545;924
11.01.2021;00:00;01:00;-;282;-;-;-;-;645;545;928
11.01.2021;01:00;02:00;-;281;-;-;-;-;644;606;924
11.01.2021;02:00;03:00;-;252;-;-;-;-;644;516;927
11.01.2021;03:00;04:00;-;237;-;-;-;-;648;253;924
11.01.2021;04:00;05:00;-;237;-;-;-;-;643;0;925
11.01.2021;05:00;06:00;-;259;-;-;-;-;646;0;925
11.01.2021;06:00;07:00;-;281;-;-;-;-;652;0;943
11.01.2021;07:00;08:00;-;279;-;-;-;-;645;0;945
11.01.2021;08:00;09:00;-;277;-;-;-;-;643;0;945
11.01.2021;09:00;10:00;-;278;-;-;-;-;646;0;945
11.01.2021;10:00;11:00;-;279;-;-;-;-;643;0;944
11.01.2021;11:00;12:00;-;278;-;-;-;-;647;0;948
11.01.2021;12:00;13:00;-;273;-;-;-;-;636;0;930
11.01.2021;13:00;14:00;-;271;-;-;-;-;637;0;927
11.01.2021;14:00;15:00;-;273;-;-;-;-;633;0;928
11.01.2021;15:00;16:00;-;272;-;-;-;-;638;0;932
11.01.2021;16:00;17:00;-;272;-;-;-;-;628;0;929
11.01.2021;17:00;18:00;-;272;-;-;-;-;625;0;885
11.01.2021;18:00;19:00;-;273;-;-;-;-;624;0;665
11.01.2021;19:00;20:00;-;271;-;-;-;-;620;0;657
11.01.2021;20:00;21:00;-;243;-;-;-;-;600;0;651
11.01.2021;21:00;22:00;-;160;-;-;-;-;335;0;647
11.01.2021;22:00;23:00;-;150;-;-;-;-;278;0;552
11.01.2021;23:00;00:00;-;150;-;-;-;-;282;0;448
12.01.2021;00:00;01:00;-;150;-;-;-;-;280;0;450
12.01.2021;01:00;02:00;-;150;-;-;-;-;285;0;440
12.01.2021;02:00;03:00;-;149;-;-;-;-;283;0;417
12.01.2021;03:00;04:00;-;150;-;-;-;-;281;0;400
12.01.2021;04:00;05:00;-;150;-;-;-;-;279;0;452
12.01.2021;05:00;06:00;-;164;-;-;-;-;315;0;614
12.01.2021;06:00;07:00;-;249;-;-;-;-;526;0;667
12.01.2021;07:00;08:00;-;272;-;-;-;-;622;0;516
12.01.2021;08:00;09:00;-;272;-;-;-;-;626;0;528
12.01.2021;09:00;10:00;-;271;-;-;-;-;629;0;531
12.01.2021;10:00;11:00;-;271;-;-;-;-;638;0;716
12.01.2021;11:00;12:00;-;271;-;-;-;-;637;0;905
12.01.2021;12:00;13:00;-;272;-;-;-;-;636;0;945
12.01.2021;13:00;14:00;-;270;-;-;-;-;617;0;950
12.01.2021;14:00;15:00;-;271;-;-;-;-;618;0;952
12.01.2021;15:00;16:00;-;271;-;-;-;-;638;0;949
12.01.2021;16:00;17:00;-;270;-;-;-;-;638;0;951
12.01.2021;17:00;18:00;-;271;-;-;-;-;636;0;949
12.01.2021;18:00;19:00;-;270;-;-;-;-;637;0;953
12.01.2021;19:00;20:00;-;271;-;-;-;-;640;0;953
12.01.2021;20:00;21:00;-;271;-;-;-;-;636;0;951
12.01.2021;21:00;22:00;-;271;-;-;-;-;629;0;928
12.01.2021;22:00;23:00;-;257;-;-;-;-;628;0;931
12.01.2021;23:00;00:00;-;169;-;-;-;-;521;0;933
13.01.2021;00:00;01:00;-;150;-;-;-;-;305;0;840
13.01.2021;01:00;02:00;-;150;-;-;-;-;277;0;730
13.01.2021;02:00;03:00;-;150;-;-;-;-;282;0;736
13.01.2021;03:00;04:00;-;150;-;-;-;-;282;0;735
13.01.2021;04:00;05:00;-;153;-;-;-;-;293;0;870
13.01.2021;05:00;06:00;-;207;-;-;-;-;504;0;926
13.01.2021;06:00;07:00;-;268;-;-;-;-;630;0;933
13.01.2021;07:00;08:00;-;271;-;-;-;-;627;0;931
13.01.2021;08:00;09:00;-;272;-;-;-;-;627;0;932
13.01.2021;09:00;10:00;-;272;-;-;-;-;629;0;930
13.01.2021;10:00;11:00;-;272;-;-;-;-;636;0;931
13.01.2021;11:00;12:00;-;270;-;-;-;-;636;0;926
13.01.2021;12:00;13:00;-;242;-;-;-;-;640;0;927
13.01.2021;13:00;14:00;-;215;-;-;-;-;629;0;926
13.01.2021;14:00;15:00;-;163;-;-;-;-;630;0;923
13.01.2021;15:00;16:00;-;160;-;-;-;-;629;0;929
13.01.2021;16:00;17:00;-;161;-;-;-;-;629;0;927
13.01.2021;17:00;18:00;-;155;-;-;-;-;640;0;927
13.01.2021;18:00;19:00;-;151;-;-;-;-;634;0;898
13.01.2021;19:00;20:00;-;151;-;-;-;-;632;0;714
13.01.2021;20:00;21:00;-;151;-;-;-;-;632;0;509
13.01.2021;21:00;22:00;-;153;-;-;-;-;633;0;371
13.01.2021;22:00;23:00;-;168;-;-;-;-;632;0;513
13.01.2021;23:00;00:00;-;149;-;-;-;-;480;0;555
14.01.2021;00:00;01:00;-;149;-;-;-;-;304;0;459
14.01.2021;01:00;02:00;-;150;-;-;-;-;298;0;441
14.01.2021;02:00;03:00;-;150;-;-;-;-;286;0;412
14.01.2021;03:00;04:00;-;150;-;-;-;-;282;0;590
14.01.2021;04:00;05:00;-;158;-;-;-;-;422;199;913
14.01.2021;05:00;06:00;-;207;-;-;-;-;589;416;933
14.01.2021;06:00;07:00;-;261;-;-;-;-;628;638;925
14.01.2021;07:00;08:00;-;271;-;-;-;-;630;642;930
14.01.2021;08:00;09:00;-;271;-;-;-;-;639;661;941
14.01.2021;09:00;10:00;-;270;-;-;-;-;646;664;947
14.01.2021;10:00;11:00;-;272;-;-;-;-;645;661;891
14.01.2021;11:00;12:00;-;272;-;-;-;-;653;651;458
14.01.2021;12:00;13:00;-;272;-;-;-;-;655;653;631
14.01.2021;13:00;14:00;-;271;-;-;-;-;657;654;893
14.01.2021;14:00;15:00;-;271;-;-;-;-;653;661;951
14.01.2021;15:00;16:00;-;271;-;-;-;-;657;662;950
14.01.2021;16:00;17:00;-;271;-;-;-;-;656;659;950
14.01.2021;17:00;18:00;-;271;-;-;-;-;654;653;955
14.01.2021;18:00;19:00;-;271;-;-;-;-;655;656;947
14.01.2021;19:00;20:00;-;271;-;-;-;-;652;659;954
14.01.2021;20:00;21:00;-;270;-;-;-;-;654;659;928
14.01.2021;21:00;22:00;-;271;-;-;-;-;647;653;917
14.01.2021;22:00;23:00;-;271;-;-;-;-;645;653;915
14.01.2021;23:00;00:00;-;270;-;-;-;-;642;650;783
15.01.2021;00:00;01:00;-;271;-;-;-;-;631;643;683
15.01.2021;01:00;02:00;-;270;-;-;-;-;632;643;683
15.01.2021;02:00;03:00;-;271;-;-;-;-;635;648;682
15.01.2021;03:00;04:00;-;271;-;-;-;-;635;644;685
15.01.2021;04:00;05:00;-;270;-;-;-;-;634;645;684
15.01.2021;05:00;06:00;-;272;-;-;-;-;636;646;729
15.01.2021;06:00;07:00;-;272;-;-;-;-;645;655;921
15.01.2021;07:00;08:00;-;271;-;-;-;-;647;657;934
15.01.2021;08:00;09:00;-;275;-;-;-;-;644;656;931
15.01.2021;09:00;10:00;-;276;-;-;-;-;641;652;940
15.01.2021;10:00;11:00;-;277;-;-;-;-;651;655;945
15.01.2021;11:00;12:00;-;277;-;-;-;-;641;660;954
15.01.2021;12:00;13:00;-;277;-;-;-;-;624;658;950
15.01.2021;13:00;14:00;-;278;-;-;-;-;628;663;952
15.01.2021;14:00;15:00;-;278;-;-;-;-;626;660;955
15.01.2021;15:00;16:00;-;271;-;-;-;-;625;661;945
15.01.2021;16:00;17:00;-;264;-;-;-;-;619;659;948
15.01.2021;17:00;18:00;-;267;-;-;-;-;614;658;947
15.01.2021;18:00;19:00;-;265;-;-;-;-;617;653;947
15.01.2021;19:00;20:00;-;265;-;-;-;-;615;659;948
15.01.2021;20:00;21:00;-;271;-;-;-;-;616;657;951
15.01.2021;21:00;22:00;-;271;-;-;-;-;605;655;948
15.01.2021;22:00;23:00;-;272;-;-;-;-;607;659;949
15.01.2021;23:00;00:00;-;272;-;-;-;-;610;655;948
16.01.2021;00:00;01:00;-;271;-;-;-;-;590;648;921
16.01.2021;01:00;02:00;-;270;-;-;-;-;584;649;824
16.01.2021;02:00;03:00;-;221;-;-;-;-;579;645;669
16.01.2021;03:00;04:00;-;125;-;-;-;-;585;650;659
16.01.2021;04:00;05:00;-;129;-;-;-;-;582;646;659
16.01.2021;05:00;06:00;-;67;-;-;-;-;610;648;665
16.01.2021;06:00;07:00;-;0;-;-;-;-;641;648;661
16.01.2021;07:00;08:00;-;0;-;-;-;-;647;654;658
16.01.2021;08:00;09:00;-;0;-;-;-;-;650;656;660
16.01.2021;09:00;10:00;-;0;-;-;-;-;623;658;665
16.01.2021;10:00;11:00;-;0;-;-;-;-;615;659;663
16.01.2021;11:00;12:00;-;0;-;-;-;-;601;656;660
16.01.2021;12:00;13:00;-;0;-;-;-;-;589;655;665
16.01.2021;13:00;14:00;-;0;-;-;-;-;581;648;658
16.01.2021;14:00;15:00;-;0;-;-;-;-;583;647;659
16.01.2021;15:00;16:00;-;15;-;-;-;-;581;645;664
16.01.2021;16:00;17:00;-;37;-;-;-;-;651;660;664
16.01.2021;17:00;18:00;-;6;-;-;-;-;649;661;659
16.01.2021;18:00;19:00;-;0;-;-;-;-;642;654;664
16.01.2021;19:00;20:00;-;36;-;-;-;-;642;659;566
16.01.2021;20:00;21:00;-;34;-;-;-;-;643;660;580
16.01.2021;21:00;22:00;-;0;-;-;-;-;623;660;513
16.01.2021;22:00;23:00;-;0;-;-;-;-;623;658;652
16.01.2021;23:00;00:00;-;0;-;-;-;-;612;647;660
17.01.2021;00:00;01:00;-;0;-;-;-;-;585;650;761
17.01.2021;01:00;02:00;-;0;-;-;-;-;574;648;757
17.01.2021;02:00;03:00;-;0;-;-;-;-;573;640;732
17.01.2021;03:00;04:00;-;0;-;-;-;-;575;644;563
17.01.2021;04:00;05:00;-;0;-;-;-;-;572;645;650
17.01.2021;05:00;06:00;-;0;-;-;-;-;513;643;657
17.01.2021;06:00;07:00;-;0;-;-;-;-;424;642;658
17.01.2021;07:00;08:00;-;0;-;-;-;-;611;647;659
17.01.2021;08:00;09:00;-;68;-;-;-;-;640;648;653
17.01.2021;09:00;10:00;-;106;-;-;-;-;639;654;651
17.01.2021;10:00;11:00;-;134;-;-;-;-;640;657;665
17.01.2021;11:00;12:00;-;146;-;-;-;-;643;652;756
17.01.2021;12:00;13:00;-;146;-;-;-;-;635;659;759
17.01.2021;13:00;14:00;-;136;-;-;-;-;629;660;756
17.01.2021;14:00;15:00;-;133;-;-;-;-;621;662;763
17.01.2021;15:00;16:00;-;134;-;-;-;-;604;654;755
17.01.2021;16:00;17:00;-;133;-;-;-;-;597;655;755
17.01.2021;17:00;18:00;-;136;-;-;-;-;573;655;761
17.01.2021;18:00;19:00;-;142;-;-;-;-;575;656;751
17.01.2021;19:00;20:00;-;133;-;-;-;-;571;659;751
17.01.2021;20:00;21:00;-;131;-;-;-;-;524;651;711
17.01.2021;21:00;22:00;-;134;-;-;-;-;380;659;558
17.01.2021;22:00;23:00;-;134;-;-;-;-;523;617;724
17.01.2021;23:00;00:00;-;135;-;-;-;-;567;620;769
18.01.2021;00:00;01:00;-;134;-;-;-;-;571;608;914
18.01.2021;01:00;02:00;-;135;-;-;-;-;566;614;930
18.01.2021;02:00;03:00;-;134;-;-;-;-;568;610;924
18.01.2021;03:00;04:00;-;134;-;-;-;-;563;610;815
